timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
7.14e6,0.16640712653797785,2.583630474156229,0.5384561285503826,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,0.26644652718160705,4.338422372073503,0.9292194048744292,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,0.4146184035584643,3.3584600736360692,0.7415466327356038,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,0.5721939835905296,3.0973448457916763,0.6850940571279392,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,0.7372391047304465,2.4492416350465533,0.539779569128026,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,0.9110485184054838,2.151157489382928,0.4746628354144908,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,1.075891060681915,1.79638807005271,0.3927214837091477,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,1.2405125526094756,1.6859499264512696,0.3708786552846239,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,1.4100753393638379,1.5368509134372046,0.3382069398202374,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,1.5781649628537946,1.4287881439386607,0.3142391628823159,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,1.7446683485012755,1.3148558074870853,0.28947787161037347,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,1.9084264728269837,1.2739898039567186,0.28014202071412486,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,2.073677887387049,1.1713553464174271,0.25756176025927874,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,2.2433442279603497,1.107328511939479,0.24358340782207374,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,2.410935901692485,1.0523366994197845,0.23212325430939781,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,2.5759721587773035,0.9867782339064436,0.2174881443867648,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,2.7408751778542473,0.9535713454991784,0.21002995516446613,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,2.9078190808239657,0.8946079297225079,0.19664738832725692,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,3.075096969217735,0.8702221371823602,0.19128130379398525,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,3.2415286478287078,0.8081027090572276,0.17790949882282506,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,3.4093960864458897,0.783380210864045,0.17225216465533003,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,3.57536079712662,0.7457824568515644,0.16409047674335955,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,3.739948284783737,0.7305567063142754,0.16069560517251566,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,3.9073893900820065,0.6953100959560312,0.153112437757503,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,4.074087291048524,0.6746278412870937,0.14849031980501326,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,4.239973016158672,0.65721755440745,0.14448728382492643,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,4.407323146499056,0.6474188671947104,0.14233100625418274,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,4.574671793958157,0.6418116231191258,0.14110608230152558,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,4.740685206894386,0.633841111942904,0.13963589318524097,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,4.9069750068880795,0.6393948592316113,0.14064137469175433,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,5.072444808144045,0.6627503129270652,0.1458091884479142,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,5.238882741566024,0.6977147403923505,0.1535173823022882,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,5.405923118956908,0.7506869707030561,0.16516484983617966,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,5.572671841390216,0.8219868580427026,0.18089801530464436,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,5.739172713052713,0.9376793032459397,0.20623812399534672,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,5.905577090220496,1.0778806746374285,0.2372767395935301,0.05,0.05,0.05,1.0,500000,9500000
7.14e6,5.990656555367199,1.1089811139282613,0.24324335580910672,0.05,0.05,0.05,1.0,500000,9500000
