TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM
8.9e6,0.04999514,66.56794,-4811.826,0.0,-4191.651,1162.313,-0.19544140000000002,3541.506,3541.311,5.344849e-5,0.018351619999999996,0.017364869999999998,0.03571648
9.0e6,0.04999921,66.80147,-4817.022,0.0,-4196.767999999999,1162.4060000000002,-0.19576539999999998,3552.197,3552.0029999999997,5.6444420000000006e-5,0.01833961,0.017367089999999998,0.03570669
9.1e6,0.04999347999999999,66.7493,-4823.255999999999,0.0,-4202.919,1162.274,-0.19617060000000003,3564.228,3564.0310000000004,4.4785934e-5,0.01835175,0.01736352,0.03571528
9.2e6,0.0499916,66.90596000000001,-4829.878999999999,0.0,-4209.263,1162.232,-0.1965827,3576.3729999999996,3576.1740000000004,4.937334e-5,0.018366380000000005,0.017356729999999997,0.03572312
9.3e6,0.04999595,66.97377000000002,-4835.549,0.0,-4214.944,1162.331,-0.1969428,3588.2380000000003,3588.042999999999,4.445694000000001e-5,0.018349990000000004,0.01736826,0.03571824999999999
9.4e6,0.05000863,67.18974,-4840.035,0.0,-4218.992,1162.626,-0.1971849,3598.299,3598.1,5.2345397100000005e-5,0.018363499999999998,0.017369000000000002,0.035732509999999995
9.5e6,0.04996930000000001,67.09213000000001,-4845.217000000001,0.0,-4224.3189999999995,1161.7109999999998,-0.1975874,3610.329,3610.131,3.3443061999999994e-5,0.01836393,0.01736545,0.03572939
9.6e6,0.05000400999999999,67.17327,-4849.653,0.0,-4228.574,1162.519,-0.19780990000000004,3620.2460000000005,3620.048,2.8495599e-5,0.01837971,0.017356129999999997,0.03573580999999999
9.7e6,0.05001388,67.57116,-4854.977,0.0,-4233.249000000001,1162.7479999999998,-0.19809690000000002,3630.733,3630.5340000000006,5.1671789999999995e-5,0.018379620000000003,0.01737237,0.03575203
9.8e6,0.05000289,67.68399,-4860.617,0.0,-4238.780999999999,1162.4910000000002,-0.1984702,3642.3579999999993,3642.1589999999997,4.532676999999999e-5,0.018385400000000003,0.01736626,0.03575166999999999
9.9e6,0.05000059,67.75119,-4866.166,0.0,-4244.225,1162.4389999999999,-0.1988249,3654.1040000000003,3653.9039999999995,4.7102980000000005e-5,0.018386320000000005,0.017367840000000002,0.03575416
1.0e7,0.04999499,67.91498,-4871.8150000000005,0.0,-4249.68,1162.3079999999998,-0.1991851,3666.0099999999998,3665.8100000000004,5.101319e-5,0.018394769999999998,0.017361420000000002,0.035756210000000004
