TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM
3.4e6,0.04998254,73.56883,-5102.784000000001,0.0,-4472.17,1162.02,-0.21355810000000003,1796.491,1796.279,0.00028020590000000004,0.01858714,0.01735119,0.035938349999999994
3.5e6,0.049991060000000004,73.80087,-5114.447,0.0,-4483.083999999999,1162.217,-0.2142494,1813.7350000000001,1813.521,0.0002675857,0.018597819999999998,0.01737378,0.03597159
3.6e6,0.05002099,74.16502999999999,-5126.018000000001,0.0,-4493.918000000001,1162.913,-0.21490369999999998,1830.991,1830.7769999999996,0.00026506330000000005,0.018627360000000003,0.01736856,0.0359959
3.7e6,0.05000365,74.42170999999999,-5137.018000000001,0.0,-4504.833,1162.509,-0.21563360000000004,1850.7840000000003,1850.5690000000002,0.0002462443,0.018615679999999996,0.01736899,0.035984680000000005
3.8e6,0.04998497999999999,74.49704000000001,-5146.076999999999,0.0,-4513.723,1162.0759999999998,-0.21623520000000002,1868.2459999999996,1868.027,0.00024566713999999996,0.018614770000000003,0.0173759,0.03599067000000001
3.9e6,0.049983,74.66929000000002,-5155.732999999999,0.0,-4523.408,1162.029,-0.21686329999999998,1885.5679999999998,1885.3479999999995,0.0002546791,0.01862514,0.01735246,0.035977640000000005
4.0e6,0.05001657,75.01230999999999,-5164.253999999999,0.0,-4530.941000000001,1162.811,-0.21729869999999996,1901.1899999999998,1900.97,0.0002917693,0.01864177,0.01737774,0.03601954
4.1e6,0.0499978,75.15903,-5174.3910000000005,0.0,-4540.849,1162.3739999999998,-0.2179662,1919.3339999999996,1919.114,0.00023862344,0.018650000000000007,0.017374849999999997,0.036024850000000004
4.2e6,0.049984530000000006,75.32994,-5185.71,0.0,-4551.968,1162.0639999999999,-0.2187033,1938.0900000000001,1937.8739999999998,0.00019643592999999998,0.018665710000000002,0.017360969999999996,0.0360267
4.3e6,0.04998939,75.60502000000001,-5194.741,0.0,-4560.5599999999995,1162.181,-0.21925050000000001,1955.0349999999999,1954.8180000000004,0.00021350163400000004,0.01866726,0.01736998,0.03603721
4.4e6,0.050013010000000004,75.71156,-5202.231999999999,0.0,-4567.677,1162.726,-0.21967440000000002,1970.4509999999998,1970.2310000000002,0.000151420252,0.01868798,0.01736615,0.03605412
