timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal,Nsim
4.669e8,0.09731560440562248,105.38387607208836,0.9417101992109332,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.14312573712117277,111.90690741205773,1.0,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.23841581153825495,38.32786700578481,0.34249777687677446,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.33485311057702105,20.077605292575733,0.17941345853341323,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.4343952690516561,10.190226344955715,0.0910598512693573,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.5358233857687565,5.837094877477523,0.05216027332418793,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.6339063392655175,4.714755123057342,0.042131046528673326,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.7277837832062057,4.000017918657639,0.035744155666182276,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.8259376414919914,2.877108912518872,0.025709842037944384,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,0.9243210918481215,2.66535175788208,0.023817580339950437,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.022182801803496,2.3451236296264732,0.020956022142506203,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.1173471327217428,2.190685615100875,0.0195759642167078,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.213688464411393,2.0609934347916044,0.01841703503790631,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.313273450527723,1.8728219779108413,0.01673553510879212,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.4107318949698813,1.8041532426275069,0.016121911366778714,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.506640864861161,1.5946726280308905,0.014249992828048324,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.6034451523315203,1.558480199181893,0.013926577324162298,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.7014414145142422,1.4616231165840863,0.013061062541940994,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.7987265555996903,1.4336373913441502,0.012810982132365485,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.8957888248253194,1.345398236766343,0.012022477145332847,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,1.9943789369970213,1.3124059994104906,0.011727658549065415,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.0914301624586282,1.263406516523107,0.011289799224555978,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.187082507395002,1.1865290858149116,0.010602822589368292,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.2849417235593523,1.14640443958372,0.01024426879533441,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.382710404909207,1.1160279536620146,0.009972824550969272,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.4799731415277058,1.0641099816508048,0.009508885610899737,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.5776972027758394,1.041048607384969,0.009302809196144386,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.67554753703456,0.9929148003464476,0.008872685550056252,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.772503006914722,0.9636450579232858,0.008611131164361487,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.8692806372181447,0.8854754345507622,0.007912607496964517,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,2.96593377447594,0.8837639805492726,0.007897313945913306,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.0635297477775563,0.841780904789366,0.007522153227680616,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.1614185011165015,0.8181474573223072,0.007310964767436273,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.2589325618292024,0.8003132478494541,0.007151598291449362,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.3562862594722063,0.7841680979009255,0.007007325249490658,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.453757438034321,0.775544991744001,0.006930269182476199,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.551161144114627,0.7566007623484978,0.006760983569696751,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.6478625652505854,0.7358968610164531,0.006575973530452167,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.7451440320694656,0.7330425707703673,0.006550467595992055,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.8426210059407913,0.6950262948940917,0.006210754197101547,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,3.9395947445724304,0.6866189977221699,0.006135626598936718,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.037095535211362,0.6660645331376941,0.005951951926301977,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.134549388617974,0.6553285564819914,0.005856015250863604,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.232215552445368,0.6494599432021354,0.005803573329130865,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.330103843164631,0.6539874883873551,0.005844031467863523,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.427361922080238,0.6411951730005309,0.005729719351814055,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.524137645996126,0.6404098635680683,0.0057227018276001925,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.621068005352794,0.6324530493278873,0.005651599744411682,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.718398679508387,0.6245322175646933,0.005580819200597454,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.815930194097771,0.6353970807913741,0.005677907606290543,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,4.913344955822582,0.6391144289708389,0.005711125825482116,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.010894737573997,0.6469323715994462,0.005780986952104268,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.108560944675358,0.6710915180600022,0.0059968730579690165,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.2060950464250615,0.68388413022921,0.006111187826065533,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.302964777800892,0.7113168036478884,0.006356326165182236,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.400192108614449,0.7466540277262557,0.0066720995601903775,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.497500456516036,0.7964363258270493,0.007116954120575,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.594369116860314,0.8458403319492566,0.007558428264260291,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.691732337002324,0.9082881200851608,0.008116461629492717,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.789059600838352,0.9748206302450173,0.008710996066181902,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.886718625195528,1.0593781995811278,0.009466602411595033,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
4.669e8,5.936251868742972,1.0442961831450368,0.009331829529519426,0.01,0.05,0.05,1.0,0.001,500000,500000000,1
