timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
1.0e7,0.0,0.0,0.0,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,0.25391111386352205,9.613721768186801,0.059847605512079106,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,0.4349433003451996,27.001617104011803,0.16776060510067167,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,0.5858736478748146,33.34405531205432,0.20747982653414132,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,0.7403302440176738,40.44868034496347,0.25173008484848525,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,0.91582344401474,69.2553911015337,0.4307632060913829,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,1.0765502750256524,64.90913109002591,0.4034527956404055,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,1.238980919677417,98.44253570113132,0.6124827619611438,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,1.4061170969772292,104.6438081198199,0.6508154257146912,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,1.5746005117710784,129.4818847806832,0.8056274754600018,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,1.7416813628161134,137.3251213865669,0.8534472154746053,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,1.9070978473146314,160.97119036058626,1.0,0.05,0.05,0.05,1.0,500000,9500000
1.0e7,0.0,0.0,0.0,0.05,0.05,0.05,1.0,500000,9500000
