timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal,Nsim
4.669e8,0.09731560440562248,214.42930107061113,1.0,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.14312573712117277,101.38596642461927,0.4728176882469671,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.23841581153825495,44.35181724362746,0.2068365518247084,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.33485311057702105,17.909034031200886,0.08351952807654527,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.4343952690516561,11.315158925017867,0.05276871616203146,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.5358233857687565,5.947130848527688,0.027734693061230983,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.6339063392655175,5.0352043982050825,0.02348188597857249,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.7277837832062057,3.1683103855959125,0.014775547790236905,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.8259376414919914,2.9588599551272656,0.013798766961204238,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,0.9243210918481215,2.8239249437516616,0.01316949190083751,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.022182801803496,2.495405821347673,0.01163742925471711,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.1173471327217428,2.1774319589551845,0.010154544869024968,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.213688464411393,1.992360954505216,0.009291458511302687,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.313273450527723,1.7910412903817692,0.008352595850657476,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.4107318949698813,1.689556721036522,0.007879318323572554,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.506640864861161,1.6580904883092782,0.0077325742332353745,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.6034451523315203,1.591413132543707,0.0074216216002105885,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.7014414145142422,1.4623075286745366,0.0068195322251831695,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
