timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal,Nsim
4.669e8,1.7987265555996903,1.3767794480526645,0.00642066844959446,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.8957888248253194,1.3245440906649646,0.006177066679095292,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,1.9943789369970213,1.327216970444123,0.006189531765563481,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.0914301624586282,1.261524454883367,0.0058831719759602705,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.187082507395002,1.2005082286415547,0.005598620256875388,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.2849417235593523,1.1144661061492376,0.0051973592255577334,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.382710404909207,1.0863928375042475,0.005066438364906578,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.4799731415277058,1.0573457651717022,0.004930976130092969,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.5776972027758394,1.0558620630180027,0.0049240568231405536,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.67554753703456,0.9927158040731779,0.004629571607596103,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.772503006914722,0.9413450412627064,0.004390001910012864,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.8692806372181447,0.9219648606078715,0.004299621628222676,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,2.96593377447594,0.8838317867342889,0.0041217864457956934,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.0635297477775563,0.8528260329133495,0.003977189818067427,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.1614185011165015,0.834669383985387,0.003892515527579564,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.2589325618292024,0.8112020553152973,0.0037830746603430385,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.3562862594722063,0.7827139743851799,0.0036502193052778444,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.453757438034321,0.7756566821805031,0.0036173073283724453,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.551161144114627,0.7533418660902483,0.0035132412516803123,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.6478625652505854,0.7409900801944644,0.0034556381823511047,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.7451440320694656,0.7146676890836955,0.003332882612196534,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.8426210059407913,0.6910184814994602,0.0032225935450487207,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,3.9395947445724304,0.6739061150049358,0.0031427893092978924,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.037095535211362,0.661042678055466,0.0030828001339135366,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.134549388617974,0.6639649211991631,0.0030964281368455367,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.232215552445368,0.650091570855155,0.003031729188172288,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.330103843164631,0.6491676521726837,0.0030274204548142144,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.427361922080238,0.6410422407079602,0.0029895272591354775,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.524137645996126,0.6376981554608869,0.0029739319779384732,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.621068005352794,0.6303720191592771,0.002939766235360236,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.718398679508387,0.6376135276208726,0.0029735373124725514,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.815930194097771,0.6357514240863578,0.0029648533148788564,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,4.913344955822582,0.6476387102111918,0.003020290170128968,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.010894737573997,0.6544263334095972,0.0030519445343623816,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.108560944675358,0.6636858101694266,0.003095126490902828,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.2060950464250615,0.6902443498164307,0.0032189833496175722,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.302964777800892,0.727364991690327,0.0033920970131353792,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.400192108614449,0.748385393399392,0.003490126534306756,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.497500456516036,0.7965194482409221,0.0037146017091135783,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.594369116860314,0.8487656673215103,0.003958254133571109,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.691732337002324,0.892942869559388,0.00416427636102467,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.789059600838352,0.9686774267917085,0.004517467631313712,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.886718625195528,1.0730490012197471,0.005004208827162078,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
4.669e8,5.936251868742972,1.1594983129564218,0.005407368802524807,0.01,0.05,0.05,1.0,0.001,500000,500000000,3
