timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal
4.83e6,0.09731560440562248,2.018830027392254,0.31722879157771505,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.14312573712117277,2.6509366029678367,0.41651457621603305,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.23841581153825495,4.848260008589618,0.7618983277985463,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.33485311057702105,6.1611175998475,0.9584069037025362,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.4343952690516561,5.805531161834733,0.9105304436383893,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.5358233857687565,5.100186994821659,0.802822054192864,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.6339063392655175,4.307121121756237,0.6765342635796643,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.7277837832062057,3.747250818620285,0.588279042784624,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.8259376414919914,3.271838135095078,0.5153953525541104,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,0.9243210918481215,2.8004833948246226,0.4402676261926698,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.022182801803496,2.564611979127558,0.4033295040996502,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.1173471327217428,2.294227744515582,0.36066440339565026,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.213688464411393,2.1190789315084344,0.333114522139797,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.313273450527723,1.9165439312298145,0.301335589734518,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.4107318949698813,1.8311291196450905,0.2879417627984392,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.506640864861161,1.7117920763130623,0.2695232241883484,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.6034451523315203,1.5941759195705223,0.25035302602182025,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.7014414145142422,1.5306875987071005,0.24044541637443598,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.7987265555996903,1.4538650833268423,0.22848686557010772,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.8957888248253194,1.3603962767690017,0.2139072654254673,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,1.9943789369970213,1.2987576597572503,0.20406145182675317,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.0914301624586282,1.2524026652396507,0.1969398393794084,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.187082507395002,1.2003112672296754,0.1886008121021017,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.2849417235593523,1.1435711053517317,0.1796114722942185,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.382710404909207,1.0926169050721,0.17174918583179716,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.4799731415277058,1.0672798618334265,0.16776166049986083,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.5776972027758394,1.0300449820050357,0.16180737530188452,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.67554753703456,0.9992217908251307,0.15704492911394857,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.772503006914722,0.9620153596749763,0.15122748419297488,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.8692806372181447,0.9274988861473803,0.14584811990491892,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,2.96593377447594,0.9030052324041445,0.1419458688818756,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.0635297477775563,0.8766007890991722,0.13778066962027719,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.1614185011165015,0.8597541405458404,0.1351423437014067,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.2589325618292024,0.8312060321219086,0.13069074440062972,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.3562862594722063,0.8143265699917878,0.12799655853967706,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.453757438034321,0.7931150926597519,0.12464328687326916,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.551161144114627,0.7724536311727437,0.12142582020925127,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.6478625652505854,0.760862379670055,0.11949885340951309,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.7451440320694656,0.7427187077669571,0.11666792022957355,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.8426210059407913,0.7358182986643577,0.11565384627683292,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,3.9395947445724304,0.7223103582439239,0.11349121805249893,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.037095535211362,0.7092057399689773,0.11148310921521594,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.134549388617974,0.7034527877154036,0.11053763130785654,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.232215552445368,0.6973745092503881,0.10962962955236208,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.330103843164631,0.6889718915948686,0.10821000450620102,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.427361922080238,0.689169050639719,0.1083000991390983,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.524137645996126,0.6820979544847259,0.10716720668342752,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.621068005352794,0.6865684841397649,0.10796360014851672,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.718398679508387,0.6835045215963073,0.10740406217782492,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.815930194097771,0.6915297619017655,0.10869200432124478,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,4.913344955822582,0.703258838971981,0.11053110374891215,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.010894737573997,0.7154886254859902,0.11242308147158661,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.108560944675358,0.733818768203651,0.11539858144005899,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.2060950464250615,0.7565757229963952,0.11888861794604273,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.302964777800892,0.7862832000613649,0.12360693310661368,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.400192108614449,0.818199451559774,0.1286356765240601,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.497500456516036,0.8631378366955067,0.13563365773922995,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.594369116860314,0.9065784531848454,0.1424625581496521,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.691732337002324,0.9619659885126094,0.15124703802059386,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.789059600838352,1.01912961067851,0.1601193988218818,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.886718625195528,1.0868403184931577,0.1707809236292852,0.01,0.05,0.05,1.0,0.001,500000,9500000
4.83e6,5.936251868742972,1.0981869864489455,0.1725729567761058,0.01,0.05,0.05,1.0,0.001,500000,9500000
