timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
7.14e6,0.09731560440562248,2.593931968924519,0.30964852522228303,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.14312573712117277,3.7850433986329355,0.4609236897874446,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.23841581153825495,7.11454742250667,0.8570409311608792,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.33485311057702105,8.016845407906382,0.9581281393062321,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.4343952690516561,6.9151049203768675,0.8335088678571099,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.5358233857687565,5.83406595592728,0.7047384692053595,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.6339063392655175,4.540836856878581,0.5469837456188051,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.7277837832062057,3.9096491877214605,0.4707801887561375,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.8259376414919914,3.3456367687881885,0.40330449394152446,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,0.9243210918481215,2.8948246338559636,0.34839046480782493,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.022182801803496,2.5566380145555674,0.3082888833819743,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.1173471327217428,2.363777548332907,0.2850587782465905,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.213688464411393,2.1438622606098923,0.25840165792847375,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.313273450527723,1.9705646257335618,0.23729572532349236,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.4107318949698813,1.813107590426462,0.2185968836184732,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.506640864861161,1.7043508650355972,0.20526835132164084,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.6034451523315203,1.6108476263168758,0.1943028692115341,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.7014414145142422,1.5182363528229186,0.18298447063928075,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.7987265555996903,1.4410709598101175,0.17359026858467003,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.8957888248253194,1.3900128101387028,0.16739451886282863,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,1.9943789369970213,1.3138163848993825,0.15836475790542842,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.0914301624586282,1.25404755741866,0.15098149357706864,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.187082507395002,1.1983669619989676,0.14442503668254275,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.2849417235593523,1.1465733184258888,0.13817866121718198,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.382710404909207,1.11629368564437,0.13446811310163745,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.4799731415277058,1.0665482464609963,0.12860566018860195,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.5776972027758394,1.0321814000647866,0.12435164853237228,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.67554753703456,0.9931593589015053,0.11962013100347972,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.772503006914722,0.9647763127469713,0.11625714557759743,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.8692806372181447,0.9298547947657541,0.1120654878567842,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,2.96593377447594,0.903992037866978,0.10886210742355569,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.0635297477775563,0.8769027776155139,0.10571921203781917,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.1614185011165015,0.8477481309250423,0.10215324627032865,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.2589325618292024,0.8288968975853205,0.09993349027082786,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.3562862594722063,0.8069717078024095,0.09726785365805102,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.453757438034321,0.785751209465422,0.09468187700360331,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.551161144114627,0.7703484715676832,0.09282044340967364,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.6478625652505854,0.7509130382583925,0.09049030424432657,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.7451440320694656,0.7404756105643588,0.08923264433396563,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.8426210059407913,0.7241257884761796,0.08722196573102654,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,3.9395947445724304,0.7104486045967804,0.0856042743995541,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.037095535211362,0.7003443068405674,0.0844032773346534,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.134549388617974,0.6888042694667839,0.08297594057276345,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.232215552445368,0.6838350172620651,0.08238682381951776,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.330103843164631,0.6752316997774035,0.08131072240081162,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.427361922080238,0.6707202940862605,0.08081583143001952,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.524137645996126,0.668084414124676,0.08047626194334845,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.621068005352794,0.6676837456668153,0.08043587981085584,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.718398679508387,0.6701816296985439,0.08074117789261134,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.815930194097771,0.6752815944224582,0.08137128834945735,0.01,0.05,0.05,1.0,500000,9500000
7.14e6,4.913344955822582,0.6852985724664504,0.08257621312854149,0.01,0.05,0.05,1.0,500000,9500000
