timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
1.0e7,0.09731560440562248,3.9200581729276927,0.38307616289011426,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.14312573712117277,5.957698643893876,0.5944211288481817,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.23841581153825495,9.265352879857955,0.9049914762091568,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.33485311057702105,9.779072535724385,0.9547148581657708,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.4343952690516561,7.735492997891209,0.759570875727208,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.5358233857687565,6.2091310429891715,0.6097689528027874,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.6339063392655175,4.844093743695211,0.4754720329105437,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.7277837832062057,4.076929422150757,0.4013297676061283,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.8259376414919914,3.402842244438349,0.3340147615608918,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,0.9243210918481215,2.9428048604111563,0.2889411635497282,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.022182801803496,2.656253372563229,0.2607091297490894,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.1173471327217428,2.323321029240076,0.22834165510558618,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.213688464411393,2.166164669238181,0.21264488351869226,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.313273450527723,1.9754952752115238,0.19405769642111967,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.4107318949698813,1.8229583326297358,0.1787570552904518,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.506640864861161,1.716497326541793,0.1686810796509088,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.6034451523315203,1.6038265232340159,0.15741747247723253,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.7014414145142422,1.53148280827385,0.15026770693759509,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.7987265555996903,1.4628493656182155,0.14358603047235502,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.8957888248253194,1.373544213920186,0.13476568922157398,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,1.9943789369970213,1.3094107514294815,0.1284916119653175,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.0914301624586282,1.2441359079595176,0.12216559072746949,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.187082507395002,1.2034366285390183,0.11813798004113045,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.2849417235593523,1.1519999054832377,0.11302357101522595,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.382710404909207,1.1087529184867813,0.1087989554215949,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.4799731415277058,1.063843675151465,0.10441139112478029,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.5776972027758394,1.0241852971204135,0.10043077262632619,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.67554753703456,0.9966362711367521,0.09780748654115412,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.772503006914722,0.9600027786183059,0.09427053163941505,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.8692806372181447,0.9289664434065139,0.09112871236909653,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,2.96593377447594,0.9014697988208157,0.08846121777399332,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,3.0635297477775563,0.8741061160496868,0.08581213490906188,0.01,0.05,0.05,1.0,500000,9500000
1.0e7,3.1614185011165015,0.8494963626068385,0.08338437063094109,0.01,0.05,0.05,1.0,500000,9500000
