TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal
110000.0,0.0105378,0.196676,-109.712,0.0,-40.7915,126.438,0.0107058,171683.0,171683.0,0.00018758,0.00396931,0.00462118,0.00859049,0.01,0.5,0.05,1.0,0.002,500000,500000000
120000.0,0.0114394,0.26204,-126.776,0.0,-51.7436,137.255,0.0106889,171683.0,171683.0,0.000200117,0.0043239,0.00502241,0.00934632,0.01,0.5,0.05,1.0,0.002,500000,500000000
130000.0,0.0124901,0.330487,-147.095,0.0,-65.3804,149.863,0.0105603,171684.0,171684.0,0.000224153,0.00470679,0.0054662,0.010173,0.01,0.5,0.05,1.0,0.002,500000,500000000
140000.0,0.0135026,0.404558,-161.47,0.0,-73.0709,162.011,0.0111176,171679.0,171679.0,0.000237939,0.00511433,0.00588495,0.0109993,0.01,0.5,0.05,1.0,0.002,500000,500000000
150000.0,0.0145219,0.492779,-186.792,0.0,-91.5953,174.241,0.0103307,171686.0,171686.0,0.000247096,0.00551703,0.00632092,0.0118379,0.01,0.5,0.05,1.0,0.002,500000,500000000
160000.0,0.0155167,0.611139,-213.164,0.0,-111.135,186.177,0.00938023,171693.0,171693.0,0.000255175,0.00589003,0.00678722,0.0126773,0.01,0.5,0.05,1.0,0.002,500000,500000000
170000.0,0.0165175,0.715569,-228.764,0.0,-120.06,198.185,0.00976557,171690.0,171690.0,0.000279921,0.00624148,0.00725702,0.0134985,0.01,0.5,0.05,1.0,0.002,500000,500000000
180000.0,0.0174929,0.865381,-246.058,0.0,-131.127,209.889,0.00984519,171690.0,171690.0,0.000296036,0.0065717,0.00768643,0.0142581,0.01,0.5,0.05,1.0,0.002,500000,500000000
190000.0,0.0185396,0.962536,-261.864,0.0,-139.507,222.447,0.0103675,171685.0,171685.0,0.000307017,0.00698868,0.00818564,0.0151743,0.01,0.5,0.05,1.0,0.002,500000,500000000
200000.0,0.0194622,1.08792,-278.076,0.0,-149.669,233.518,0.0104811,171685.0,171685.0,0.000316991,0.00736494,0.00854998,0.0159149,0.01,0.5,0.05,1.0,0.002,500000,500000000
210000.0,0.0205216,1.23848,-298.379,0.0,-162.92,246.229,0.0104136,171685.0,171685.0,0.000323117,0.0077328,0.0090448,0.0167776,0.01,0.5,0.05,1.0,0.002,500000,500000000
220000.0,0.0215186,1.39561,-320.009,0.0,-178.066,258.191,0.0100155,171688.0,171688.0,0.000335469,0.00811443,0.00945395,0.0175684,0.01,0.5,0.05,1.0,0.002,500000,500000000
230000.0,0.0224835,1.57316,-338.733,0.0,-190.533,269.769,0.00990442,171689.0,171689.0,0.00035781,0.00844203,0.00988629,0.0183283,0.01,0.5,0.05,1.0,0.002,500000,500000000
240000.0,0.0235291,1.73682,-357.754,0.0,-201.952,282.314,0.0100452,171688.0,171688.0,0.000358446,0.00890609,0.010352,0.0192581,0.01,0.5,0.05,1.0,0.002,500000,500000000
250000.0,0.0244741,1.86267,-374.026,0.0,-211.46,293.652,0.0102741,171686.0,171686.0,0.000359724,0.00924693,0.010841,0.020088,0.01,0.5,0.05,1.0,0.002,500000,500000000
260000.0,0.0254894,2.09502,-390.37,0.0,-221.42,305.835,0.0105518,171684.0,171684.0,0.000387738,0.00961826,0.0112386,0.0208569,0.01,0.5,0.05,1.0,0.002,500000,500000000
270000.0,0.0264768,2.30414,-407.293,0.0,-231.325,317.682,0.0107947,171682.0,171682.0,0.000388912,0.00998088,0.0117271,0.0217079,0.01,0.5,0.05,1.0,0.002,500000,500000000
280000.0,0.027451,2.48258,-426.038,0.0,-243.845,329.371,0.0106908,171683.0,171683.0,0.000398275,0.010371,0.0120928,0.0224638,0.01,0.5,0.05,1.0,0.002,500000,500000000
290000.0,0.0285133,2.77141,-446.944,0.0,-256.997,342.117,0.01064,171683.0,171683.0,0.000401925,0.0107788,0.012618,0.0233969,0.01,0.5,0.05,1.0,0.002,500000,500000000
300000.0,0.0295868,3.05306,-467.024,0.0,-270.447,354.997,0.0105688,171684.0,171684.0,0.000436597,0.011184,0.0130065,0.0241905,0.01,0.5,0.05,1.0,0.002,500000,500000000
310000.0,0.0306354,3.27776,-482.941,0.0,-278.736,367.578,0.0111053,171680.0,171680.0,0.000440896,0.0116004,0.0135155,0.0251159,0.01,0.5,0.05,1.0,0.002,500000,500000000
320000.0,0.0315014,3.55066,-497.645,0.0,-287.699,377.97,0.0112838,171678.0,171678.0,0.000428127,0.0119453,0.0138541,0.0257994,0.01,0.5,0.05,1.0,0.002,500000,500000000
330000.0,0.0326604,3.89216,-519.809,0.0,-301.834,391.876,0.0112553,171679.0,171679.0,0.000451922,0.012396,0.0143643,0.0267603,0.01,0.5,0.05,1.0,0.002,500000,500000000
340000.0,0.0334977,4.19645,-542.723,0.0,-319.014,401.922,0.0103635,171686.0,171686.0,0.000474917,0.0126949,0.0147441,0.0274391,0.01,0.5,0.05,1.0,0.002,500000,500000000
350000.0,0.034485,4.46913,-560.012,0.0,-329.515,413.768,0.0105317,171684.0,171684.0,0.000466837,0.0130989,0.0151546,0.0282535,0.01,0.5,0.05,1.0,0.002,500000,500000000
360000.0,0.0355137,4.82124,-579.606,0.0,-341.974,426.112,0.0105172,171684.0,171684.0,0.000467196,0.0134593,0.015642,0.0291013,0.01,0.5,0.05,1.0,0.002,500000,500000000
370000.0,0.0363984,4.99408,-599.653,0.0,-356.344,436.726,0.0100478,171688.0,171688.0,0.000479665,0.0137957,0.0159938,0.0297894,0.01,0.5,0.05,1.0,0.002,500000,500000000
380000.0,0.0374685,5.41479,-622.96,0.0,-371.604,449.566,0.00974526,171691.0,171691.0,0.000485194,0.0141763,0.0165664,0.0307427,0.01,0.5,0.05,1.0,0.002,500000,500000000
390000.0,0.0384912,5.81126,-638.061,0.0,-380.108,461.837,0.0102161,171687.0,171687.0,0.000480761,0.0146245,0.0168932,0.0315177,0.01,0.5,0.05,1.0,0.002,500000,500000000
400000.0,0.0393482,5.85933,-652.025,0.0,-387.704,472.119,0.0105519,171684.0,171684.0,0.000472003,0.0149179,0.0173899,0.0323078,0.01,0.5,0.05,1.0,0.002,500000,500000000
410000.0,0.0404757,6.35814,-668.544,0.0,-397.075,485.647,0.0110715,171678.0,171678.0,0.000487227,0.015301,0.0178378,0.0331388,0.01,0.5,0.05,1.0,0.002,500000,500000000
420000.0,0.0415543,6.81907,-684.043,0.0,-403.786,498.589,0.0118504,171672.0,171672.0,0.000493393,0.0158265,0.0183533,0.0341798,0.01,0.5,0.05,1.0,0.002,500000,500000000
430000.0,0.042407,7.14578,-699.077,0.0,-413.097,508.82,0.0119653,171671.0,171671.0,0.000522134,0.016195,0.0186592,0.0348542,0.01,0.5,0.05,1.0,0.002,500000,500000000
440000.0,0.0433892,7.71098,-717.871,0.0,-425.884,520.605,0.0118401,171672.0,171672.0,0.000538082,0.0165618,0.0189727,0.0355345,0.01,0.5,0.05,1.0,0.002,500000,500000000
450000.0,0.0443408,8.0297,-733.25,0.0,-433.914,532.023,0.0122636,171669.0,171669.0,0.000526504,0.0168527,0.0195605,0.0364133,0.01,0.5,0.05,1.0,0.002,500000,500000000
460000.0,0.0454317,8.39021,-752.444,0.0,-446.055,545.112,0.0123821,171668.0,171668.0,0.000514561,0.0172608,0.0199891,0.0372498,0.01,0.5,0.05,1.0,0.002,500000,500000000
470000.0,0.0465525,9.20016,-769.714,0.0,-454.719,558.561,0.0129803,171663.0,171663.0,0.000548218,0.0178482,0.0203761,0.0382244,0.01,0.5,0.05,1.0,0.002,500000,500000000
480000.0,0.0475083,9.44829,-791.799,0.0,-469.854,570.028,0.0125217,171667.0,171667.0,0.000547211,0.0181527,0.0209093,0.0390621,0.01,0.5,0.05,1.0,0.002,500000,500000000
490000.0,0.0484445,9.89248,-808.667,0.0,-479.3,581.261,0.0127452,171665.0,171665.0,0.000532614,0.018547,0.0213873,0.0399343,0.01,0.5,0.05,1.0,0.002,500000,500000000
500000.0,0.0494986,10.3143,-829.024,0.0,-492.582,593.909,0.0126659,171665.0,171665.0,0.000525532,0.0189478,0.0218182,0.0407661,0.01,0.5,0.05,1.0,0.002,500000,500000000
510000.0,0.0500831,10.81,-838.347,0.0,-497.157,600.923,0.0129707,0.990491,1.00346,0.00054188,0.019217,0.0220805,0.0412974,0.01,0.5,0.05,1.0,0.002,500000,500000000
520000.0,0.0499905,10.9341,-854.645,0.0,-515.04,599.811,0.0105964,20.0512,20.0618,0.000547192,0.0190778,0.0220061,0.0410838,0.01,0.5,0.05,1.0,0.002,500000,500000000
530000.0,0.0501398,11.0524,-869.605,0.0,-528.302,601.603,0.00916252,31.5344,31.5435,0.000541166,0.0192267,0.0220546,0.0412812,0.01,0.5,0.05,1.0,0.002,500000,500000000
540000.0,0.0500373,11.14,-883.604,0.0,-542.71,600.372,0.00720772,47.088,47.0953,0.000528328,0.0192527,0.0219666,0.0412193,0.01,0.5,0.05,1.0,0.002,500000,500000000
550000.0,0.0498795,11.077,-893.273,0.0,-553.971,598.48,0.00556356,59.4579,59.4634,0.000495736,0.0190768,0.0219513,0.0410281,0.01,0.5,0.05,1.0,0.002,500000,500000000
560000.0,0.0500934,11.5127,-910.334,0.0,-568.414,601.046,0.00407898,71.3521,71.3562,0.000492494,0.0192496,0.0220513,0.0413008,0.01,0.5,0.05,1.0,0.002,500000,500000000
570000.0,0.0500961,11.7994,-929.324,0.0,-586.257,601.079,0.00185272,89.219,89.2208,0.000507133,0.01932,0.0220885,0.0414085,0.01,0.5,0.05,1.0,0.002,500000,500000000
580000.0,0.050129,11.9388,-942.322,0.0,-599.606,601.473,0.000233335,102.252,102.253,0.000481737,0.0193204,0.0220267,0.0413471,0.01,0.5,0.05,1.0,0.002,500000,500000000
590000.0,0.0501244,12.2735,-952.783,0.0,-609.833,601.417,-0.00105192,112.621,112.62,0.00051072,0.0192202,0.0221144,0.0413346,0.01,0.5,0.05,1.0,0.002,500000,500000000
600000.0,0.0499171,12.5262,-966.977,0.0,-625.458,598.93,-0.00331595,130.737,130.733,0.000512409,0.019216,0.0219081,0.0411242,0.01,0.5,0.05,1.0,0.002,500000,500000000
610000.0,0.0500804,12.3778,-976.415,0.0,-635.113,600.89,-0.00427782,138.425,138.421,0.000450568,0.0191834,0.0219322,0.0411156,0.01,0.5,0.05,1.0,0.002,500000,500000000
620000.0,0.0501316,12.5731,-988.312,0.0,-645.225,601.504,-0.00546506,147.972,147.967,0.000465263,0.0192748,0.0220394,0.0413142,0.01,0.5,0.05,1.0,0.002,500000,500000000
630000.0,0.049954,12.5161,-1002.33,0.0,-660.191,599.373,-0.00760225,165.132,165.124,0.000454384,0.0192486,0.0219541,0.0412026,0.01,0.5,0.05,1.0,0.002,500000,500000000
640000.0,0.0499548,12.7027,-1015.11,0.0,-672.325,599.383,-0.00911776,176.72,176.711,0.000440107,0.0191975,0.0220629,0.0412604,0.01,0.5,0.05,1.0,0.002,500000,500000000
650000.0,0.0500295,13.0146,-1028.2,0.0,-684.884,600.28,-0.0105756,187.984,187.973,0.000410004,0.019234,0.0220533,0.0412873,0.01,0.5,0.05,1.0,0.002,500000,500000000
660000.0,0.0500618,13.4078,-1033.89,0.0,-690.22,600.666,-0.0111942,193.066,193.055,0.000490536,0.0191493,0.0221339,0.0412832,0.01,0.5,0.05,1.0,0.002,500000,500000000
670000.0,0.0500036,13.0528,-1042.72,0.0,-699.525,599.968,-0.0124445,203.21,203.197,0.000414979,0.0192949,0.0219726,0.0412675,0.01,0.5,0.05,1.0,0.002,500000,500000000
680000.0,0.0498637,13.2096,-1054.36,0.0,-712.178,598.29,-0.014236,217.667,217.653,0.000432502,0.0191374,0.021984,0.0411214,0.01,0.5,0.05,1.0,0.002,500000,500000000
690000.0,0.0500673,13.5903,-1064.33,0.0,-719.766,600.733,-0.0148792,222.954,222.939,0.000455003,0.0192762,0.0220956,0.0413718,0.01,0.5,0.05,1.0,0.002,500000,500000000
700000.0,0.0501066,13.4731,-1073.66,0.0,-729.419,601.204,-0.0160268,232.202,232.186,0.000434071,0.0192997,0.0220465,0.0413462,0.01,0.5,0.05,1.0,0.002,500000,500000000
710000.0,0.0501815,13.6832,-1084.44,0.0,-739.158,602.102,-0.017132,241.156,241.139,0.000439319,0.0193076,0.0221427,0.0414502,0.01,0.5,0.05,1.0,0.002,500000,500000000
720000.0,0.0500307,13.5625,-1093.76,0.0,-748.891,600.293,-0.0185748,252.777,252.758,0.000417548,0.0193079,0.0221058,0.0414137,0.01,0.5,0.05,1.0,0.002,500000,500000000
730000.0,0.0498606,13.9676,-1103.54,0.0,-760.697,598.252,-0.0203056,266.637,266.616,0.000420202,0.0191855,0.0219236,0.0411091,0.01,0.5,0.05,1.0,0.002,500000,500000000
740000.0,0.050087,14.0844,-1113.52,0.0,-768.229,600.969,-0.0209076,270.957,270.936,0.000426785,0.019352,0.0220488,0.0414008,0.01,0.5,0.05,1.0,0.002,500000,500000000
750000.0,0.0501251,14.1921,-1120.07,0.0,-774.298,601.426,-0.0216089,276.255,276.233,0.000415229,0.019324,0.0221238,0.0414478,0.01,0.5,0.05,1.0,0.002,500000,500000000
760000.0,0.0501004,14.4655,-1133.34,0.0,-787.497,601.129,-0.023296,289.913,289.89,0.000410014,0.0194527,0.0219696,0.0414223,0.01,0.5,0.05,1.0,0.002,500000,500000000
770000.0,0.0501255,14.5756,-1145.07,0.0,-799.06,601.431,-0.0247036,301.293,301.269,0.000390893,0.0194346,0.021995,0.0414296,0.01,0.5,0.05,1.0,0.002,500000,500000000
780000.0,0.0500932,14.5575,-1157.08,0.0,-810.412,601.044,-0.026171,313.099,313.073,0.00038914,0.0194096,0.0221044,0.0415141,0.01,0.5,0.05,1.0,0.002,500000,500000000
790000.0,0.0499609,14.6398,-1167.37,0.0,-822.502,599.455,-0.0278809,326.82,326.792,0.000402258,0.0192572,0.0220212,0.0412784,0.01,0.5,0.05,1.0,0.002,500000,500000000
800000.0,0.0499891,14.7299,-1175.77,0.0,-829.619,599.794,-0.0287281,333.553,333.524,0.000364427,0.0193623,0.0220656,0.0414278,0.01,0.5,0.05,1.0,0.002,500000,500000000
810000.0,0.049924,15.0241,-1183.18,0.0,-838.983,599.013,-0.0299962,343.75,343.72,0.000382542,0.0192963,0.0218509,0.0411472,0.01,0.5,0.05,1.0,0.002,500000,500000000
820000.0,0.049942,14.7476,-1187.99,0.0,-843.373,599.229,-0.0305179,348.023,347.992,0.000377276,0.0193166,0.0219172,0.0412338,0.01,0.5,0.05,1.0,0.002,500000,500000000
830000.0,0.0499697,15.3081,-1194.96,0.0,-849.014,599.562,-0.0311815,353.336,353.305,0.000396392,0.0192513,0.0220786,0.04133,0.01,0.5,0.05,1.0,0.002,500000,500000000
840000.0,0.0501351,15.462,-1204.46,0.0,-857.627,601.546,-0.0320101,360.001,359.969,0.000367335,0.0194672,0.0219542,0.0414214,0.01,0.5,0.05,1.0,0.002,500000,500000000
850000.0,0.0500447,15.0058,-1213.92,0.0,-868.468,600.461,-0.0335008,372.149,372.116,0.000330468,0.0192735,0.0220325,0.041306,0.01,0.5,0.05,1.0,0.002,500000,500000000
860000.0,0.050038,15.5735,-1221.59,0.0,-875.82,600.38,-0.0344299,379.61,379.575,0.000384991,0.0193034,0.0219708,0.0412742,0.01,0.5,0.05,1.0,0.002,500000,500000000
870000.0,0.0501327,15.7284,-1228.86,0.0,-881.226,601.518,-0.0349635,383.885,383.85,0.000381318,0.0194072,0.0220808,0.041488,0.01,0.5,0.05,1.0,0.002,500000,500000000
880000.0,0.0501306,15.6801,-1237.37,0.0,-889.823,601.492,-0.0360414,392.486,392.45,0.000358497,0.0193899,0.0220928,0.0414828,0.01,0.5,0.05,1.0,0.002,500000,500000000
890000.0,0.0501825,15.6736,-1245.99,0.0,-897.616,602.114,-0.0369376,399.586,399.549,0.000309836,0.0193169,0.0222708,0.0415877,0.01,0.5,0.05,1.0,0.002,500000,500000000
900000.0,0.0498303,15.7652,-1251.15,0.0,-905.488,597.889,-0.0384499,411.773,411.734,0.000328916,0.0193405,0.0218972,0.0412377,0.01,0.5,0.05,1.0,0.002,500000,500000000
910000.0,0.0500943,16.0076,-1255.62,0.0,-907.927,601.056,-0.0383589,410.813,410.775,0.000360279,0.0194127,0.0220484,0.0414611,0.01,0.5,0.05,1.0,0.002,500000,500000000
920000.0,0.0501649,16.1279,-1265.18,0.0,-917.715,601.903,-0.0394764,419.385,419.345,0.000342556,0.0192766,0.02214,0.0414166,0.01,0.5,0.05,1.0,0.002,500000,500000000
930000.0,0.0500721,16.1497,-1274.01,0.0,-926.55,600.79,-0.04072,429.411,429.37,0.000318917,0.0193342,0.0220796,0.0414138,0.01,0.5,0.05,1.0,0.002,500000,500000000
940000.0,0.0498916,16.1879,-1277.29,0.0,-930.732,598.625,-0.0415134,435.748,435.706,0.000317401,0.0193255,0.0219704,0.0412959,0.01,0.5,0.05,1.0,0.002,500000,500000000
950000.0,0.0501826,16.6807,-1283.89,0.0,-936.559,602.116,-0.0418054,438.088,438.046,0.000390443,0.0193715,0.0219597,0.0413311,0.01,0.5,0.05,1.0,0.002,500000,500000000
960000.0,0.0498744,16.6475,-1290.69,0.0,-944.001,598.418,-0.0431979,449.247,449.203,0.000339665,0.0193575,0.0218975,0.041255,0.01,0.5,0.05,1.0,0.002,500000,500000000
970000.0,0.0499641,16.7751,-1295.8,0.0,-948.406,599.494,-0.043614,452.568,452.524,0.000351499,0.0193298,0.0219976,0.0413273,0.01,0.5,0.05,1.0,0.002,500000,500000000
980000.0,0.0500723,16.7909,-1299.93,0.0,-952.044,600.792,-0.0439064,454.97,454.926,0.000328371,0.0193926,0.0219937,0.0413863,0.01,0.5,0.05,1.0,0.002,500000,500000000
990000.0,0.0500925,16.5978,-1306.04,0.0,-957.898,601.035,-0.0446079,459.876,459.831,0.000300824,0.0193327,0.0221107,0.0414434,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.0e6,0.0498746,16.7307,-1313.58,0.0,-966.563,598.421,-0.0460178,471.147,471.101,0.000293984,0.0192663,0.0220201,0.0412863,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.01e6,0.049767,17.1011,-1319.25,0.0,-972.73,597.13,-0.0469501,478.737,478.69,0.000335711,0.019239,0.0219384,0.0411774,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.02e6,0.0500556,17.183,-1325.77,0.0,-976.723,600.592,-0.0470164,479.112,479.065,0.000337901,0.0193892,0.0220932,0.0414824,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.03e6,0.0498315,16.9644,-1332.22,0.0,-985.596,597.903,-0.0484616,489.313,489.265,0.000325852,0.0191858,0.0220218,0.0412076,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.04e6,0.0501393,17.1095,-1334.36,0.0,-984.623,601.597,-0.0478782,484.743,484.695,0.000296551,0.0193778,0.0222003,0.041578,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.05e6,0.0500957,17.1721,-1338.46,0.0,-990.219,601.073,-0.0486433,490.947,490.898,0.000285625,0.0192453,0.0221388,0.0413841,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.06e6,0.0499161,17.4655,-1344.47,0.0,-995.434,598.918,-0.0495645,498.333,498.283,0.000313997,0.0193953,0.0220509,0.0414462,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.07e6,0.0499891,17.6179,-1348.76,0.0,-998.842,599.795,-0.0498809,500.279,500.229,0.000330939,0.0193954,0.0221425,0.0415379,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.08e6,0.0499302,17.6233,-1357.16,0.0,-1007.46,599.087,-0.0510463,508.496,508.445,0.000312703,0.0194993,0.0220106,0.0415099,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.09e6,0.0500055,17.8859,-1360.83,0.0,-1010.19,599.991,-0.0512749,510.508,510.457,0.000310659,0.0194751,0.0221196,0.0415947,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.1e6,0.0499565,17.8297,-1365.01,0.0,-1015.39,599.403,-0.0519987,516.472,516.42,0.000295827,0.0194341,0.0220393,0.0414733,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.11e6,0.0499869,17.736,-1370.21,0.0,-1021.45,599.767,-0.0527105,522.271,522.218,0.000330874,0.0194155,0.0219623,0.0413778,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.12e6,0.0500484,17.7189,-1374.06,0.0,-1025.1,600.505,-0.0530744,525.164,525.111,0.000300598,0.0194513,0.0219542,0.0414055,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.13e6,0.0499655,17.9679,-1377.11,0.0,-1028.32,599.511,-0.0536016,529.388,529.335,0.000308215,0.0192903,0.0220622,0.0413525,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.14e6,0.0499612,18.0816,-1381.55,0.0,-1032.77,599.459,-0.0541638,533.891,533.837,0.000283889,0.0193662,0.0219717,0.0413379,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.15e6,0.0499637,18.1664,-1384.0,0.0,-1034.29,599.489,-0.0543497,535.515,535.461,0.000274481,0.019452,0.0219907,0.0414427,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.16e6,0.0499177,18.1752,-1387.87,0.0,-1038.48,598.937,-0.0549433,540.321,540.266,0.000290574,0.0193622,0.022039,0.0414013,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.17e6,0.0498756,18.0195,-1389.68,0.0,-1040.66,598.432,-0.0552782,543.3,543.244,0.000301475,0.0193228,0.022053,0.0413758,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.18e6,0.0499862,18.3023,-1395.5,0.0,-1046.31,599.76,-0.0558185,547.164,547.108,0.000308347,0.0194346,0.0219268,0.0413615,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.19e6,0.0499982,18.3015,-1401.48,0.0,-1050.99,599.903,-0.0563855,551.408,551.352,0.000330989,0.0193924,0.0221311,0.0415235,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.2e6,0.050003,18.373,-1406.82,0.0,-1057.66,599.961,-0.057212,557.305,557.247,0.000254011,0.019413,0.021936,0.041349,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.21e6,0.0499722,18.53,-1410.95,0.0,-1061.95,599.591,-0.0577943,561.841,561.783,0.000269254,0.0194192,0.02189,0.0413092,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.22e6,0.0501239,18.6235,-1413.31,0.0,-1062.34,601.412,-0.0576154,560.545,560.488,0.000235931,0.0194861,0.022058,0.0415442,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.23e6,0.0500188,18.4366,-1419.28,0.0,-1069.12,600.151,-0.0586211,568.556,568.497,0.000246859,0.0194488,0.0220168,0.0414656,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.24e6,0.0500983,18.5929,-1422.31,0.0,-1072.2,601.105,-0.0588866,570.756,570.697,0.000252961,0.0194365,0.0220029,0.0414394,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.25e6,0.0500555,18.5691,-1424.66,0.0,-1074.73,600.591,-0.059267,573.685,573.626,0.000289058,0.0194825,0.0219376,0.0414202,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.26e6,0.0500414,18.4411,-1428.84,0.0,-1079.15,600.422,-0.0598408,577.594,577.534,0.000266918,0.0193813,0.0220256,0.0414069,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.27e6,0.0499908,18.6625,-1429.7,0.0,-1079.78,599.814,-0.0599953,578.835,578.775,0.000262789,0.0194936,0.0219137,0.0414074,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.28e6,0.0500771,18.9766,-1433.29,0.0,-1082.19,600.85,-0.0601678,580.336,580.275,0.000276583,0.019458,0.0220567,0.0415146,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.29e6,0.0501326,18.7487,-1435.78,0.0,-1083.72,601.517,-0.0602753,581.27,581.21,0.000235234,0.0195383,0.0221262,0.0416645,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.3e6,0.0501468,19.0579,-1442.46,0.0,-1090.27,601.687,-0.0610726,587.55,587.489,0.000271112,0.0195155,0.0221258,0.0416413,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.31e6,0.0501935,19.0452,-1446.51,0.0,-1094.26,602.246,-0.0615017,589.616,589.555,0.000241954,0.019536,0.022115,0.041651,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.32e6,0.0499946,18.9372,-1447.99,0.0,-1096.89,599.86,-0.0621293,594.77,594.708,0.000264677,0.0194984,0.0220219,0.0415203,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.33e6,0.0499615,19.0572,-1450.7,0.0,-1099.38,599.463,-0.0624893,597.922,597.86,0.000265411,0.019392,0.0221415,0.0415335,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.34e6,0.050014,19.0068,-1455.68,0.0,-1104.02,600.093,-0.0629905,602.199,602.136,0.000248854,0.0194245,0.0221579,0.0415825,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.35e6,0.0499967,19.4208,-1456.89,0.0,-1104.46,599.885,-0.0630718,603.067,603.004,0.000259434,0.0195366,0.0220898,0.0416264,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.36e6,0.0499579,19.2465,-1460.4,0.0,-1108.86,599.419,-0.0636806,608.026,607.963,0.000276733,0.0194294,0.0221064,0.0415358,0.01,0.5,0.05,1.0,0.002,500000,500000000
