N_clusters,Max_cluster,hist_dist_euclidean,hist_dist_chain,count_threebody_loops,N_loops,N_size_real_loop,N_dangling_chains,phi,chi_4,temp,damp,tstep,time_heat,time_isothermal,Nsim,time_instant
152,1727,"(domain = 0.0:1.4:47.6, range = [0, 25, 75, 63, 58, 68, 58, 73, 70, 68, 62, 61, 46, 36, 45, 47, 37, 37, 42, 41, 38, 45, 36, 41, 41, 31, 23, 15, 11, 11, 5, 3, 1, 3, 0])","(domain = 0.0:1.4:295.4, range = [0, 25, 37, 29, 26, 15, 14, 10, 6, 11, 6, 4, 6, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 4, 2, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0])",169,69,"[12, 17, 34, 39, 7, 43, 9, 18, 6, 10, 21, 10, 20, 11, 6, 20, 9, 10, 22, 9, 11, 13, 7, 15, 7, 11, 11, 19, 8, 17, 23, 15, 12, 8, 16, 46, 46, 43, 4, 22, 6, 8, 12, 15, 7, 15, 19, 11, 8, 19, 16, 11, 11, 18, 27, 10, 27, 6, 4, 13, 11, 20, 11, 13, 4, 12, 6, 8, 13]",833,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,7,10000.0
