timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,time_heat,time_isothermal,Nsim
2.88e6,0.16640712653797785,0.673040070785544,0.24255805339390038,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,0.274104341707878,2.774758707733218,1.0,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,0.43264765465703003,2.657007843407986,0.9575635661590818,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,0.5803625586625367,2.5300059404531368,0.9117931348055749,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,0.7372391047304468,2.2050123965239785,0.7946681599299559,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,0.9110485184054838,2.1012379283372615,0.7572687032141344,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,1.0741875938186058,1.8753332104369833,0.6758545185246029,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,1.2395860709746545,1.579955472231876,0.5694028341378152,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,1.4085941308044574,1.440902832238592,0.5192894172105177,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,1.5771222060660748,1.4987997162616098,0.5401549735061552,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,1.7439167276830296,1.320820142096965,0.4760126127060546,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,1.9078472920400424,1.1971164221055013,0.43143081910839765,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,2.073677887387049,1.1552680724994433,0.4163490213688583,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,2.2433442279603497,1.0890142311257354,0.39247168703017893,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,2.41204033108868,1.0531644659809665,0.3795517293254401,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,2.576878506862771,0.9981540876483643,0.35972644571454854,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,2.7406617330705108,0.9381389188110169,0.33809747715952215,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,2.9077039748326183,0.9042489891929266,0.3258838279064756,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,3.0753787358068125,0.8486300505308787,0.3058392242056065,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,3.2417290494451345,0.8188860276066343,0.2951197253023872,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,3.409204514857923,0.7868961092502595,0.28359082433264915,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,3.575175554075074,0.7807037303281242,0.28135914238319626,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,3.7396042635266094,0.7522295688061301,0.27109729098594254,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,3.9071534198260043,0.6988256965177064,0.2518509788148742,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,4.074142976519235,0.6882153318752808,0.24802709149348132,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,4.239992350990924,0.6584542367245433,0.23730143990158117,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,4.407088516522949,0.6654382147986618,0.2398184076129192,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,4.574469721485384,0.6475567353207327,0.23337407087542425,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,4.7408222095503865,0.6673802715697249,0.24051830874870106,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,4.907319587502389,0.6579736385089189,0.2371282362949811,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,5.0725204855669785,0.6771807413029841,0.24405031666922597,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,5.238769118857413,0.707440972865669,0.254955852879762,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,5.405890681335789,0.7752819847794091,0.2794051903031092,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,5.572643174347505,0.8481818869066133,0.30567770975643427,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,5.739070032290748,0.9801472037022163,0.35323691424791576,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,5.9054848006034835,1.0739521237834864,0.3870434286016997,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,6.072173065480761,1.2116742494570536,0.4366773392151658,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
2.88e6,6.1570636819051865,1.2460706346317378,0.44907351084580954,0.05,0.05,0.05,1.0,0.001,500.0,9500.0,2
