timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,time_heat,time_isothermal,Nsim
1.0e7,0.09731560440562248,4.212904494611027,0.4005146788736313,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.14999725702850447,6.6852439109015,0.6355563772194717,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.2384158115382547,10.518726820347737,1.0,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.3337792426748078,10.087098875540647,0.958965761524281,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.4311406041371052,9.05149228606871,0.8605121551934626,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.5327850979461668,6.416092509471897,0.6099685464842016,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.6325388041490235,4.8253544559535735,0.45873940243597394,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.7277837832062057,3.8822898828081516,0.3690836304730469,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.8242555247001287,3.3320673162249284,0.3167747744697845,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,0.9230715905028245,2.9223529837552094,0.27782383112204445,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,1.022182801803496,2.637845651599413,0.2507761344744391,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,1.1170550084737947,2.2647801122744444,0.21530933837861313,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,1.214394656572064,2.1848088369188403,0.2077065859997886,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,1.3145143455979063,1.9822436050262815,0.1884490051772968,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,1.4113580850868679,1.884257759817175,0.17913363394628815,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,1.5067812110011178,1.657733322962295,0.15759828649181443,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,1.6039425958023952,1.5912347791831776,0.15127636703189645,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
1.0e7,1.701913652140549,1.4884733623026198,0.14150698917508464,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,9
