N_clusters,Max_cluster,hist_dist_euclidean,hist_dist_chain,count_threebody_loops,N_loops,N_size_real_loop,N_dangling_chains,phi,chi_4,temp,damp,tstep,time_heat,time_isothermal,Nsim,time_instant
242,748,"(domain = 0.0:1.4:32.2, range = [0, 34, 52, 53, 53, 63, 70, 63, 60, 52, 42, 36, 46, 27, 28, 16, 18, 10, 12, 11, 9, 0, 3, 0])","(domain = 0.0:1.4:154.0, range = [0, 32, 29, 19, 13, 17, 15, 10, 3, 9, 6, 3, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 1, 0, 2, 1, 2, 2, 2, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0])",129,38,"[9, 11, 5, 17, 13, 21, 17, 8, 14, 6, 13, 16, 8, 15, 19, 87, 7, 10, 22, 6, 12, 9, 13, 8, 9, 9, 7, 12, 4, 7, 22, 12, 16, 15, 11, 13, 9, 12]",1036,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,1,7770.0
