TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM,N_exp,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal
8.01e6,0.05003835999999999,65.55752,-4756.23,0.0,-4137.514,1163.318,-0.19188360000000002,3433.066,3432.8759999999993,8.497048000000001e-5,0.018329119999999997,0.017358580000000002,0.0356877,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.02e6,0.050067640000000004,65.52554,-4756.486,0.0,-4138.414,1163.998,-0.1918976,3433.7300000000005,3433.5379999999996,6.258800680000001e-5,0.018329660000000005,0.017318680000000003,0.03564834,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.03e6,0.05003504000000001,65.66864000000001,-4758.165999999999,0.0,-4139.732,1163.24,-0.19203200000000004,3436.138,3435.9440000000004,7.515932e-5,0.0183294,0.017332880000000002,0.0356623,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.04e6,0.04993488,65.07372000000001,-4758.7919999999995,0.0,-4141.755999999999,1160.91,-0.1923126,3440.916,3440.726,4.7940418e-5,0.018253159999999997,0.01735748,0.03561063999999999,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.05e6,0.04998612,65.08534,-4758.884,0.0,-4141.406,1162.1,-0.19221300000000002,3439.7660000000005,3439.572,4.8311156e-5,0.01830734,0.017331060000000002,0.03563842,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.06e6,0.050015319999999995,65.32964,-4760.4619999999995,0.0,-4142.358,1162.7779999999998,-0.19223079999999998,3440.4840000000004,3440.29,6.0639422e-5,0.018309819999999997,0.017353059999999997,0.0356629,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.07e6,0.04993148,65.03052,-4761.774,0.0,-4144.384,1160.834,-0.1924876,3445.014,3444.818,5.97651e-5,0.01824994,0.01738614,0.035636060000000004,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.08e6,0.05001358,65.24104,-4761.804000000001,0.0,-4143.2660000000005,1162.74,-0.1922918,3442.69,3442.496,3.9348639999999994e-5,0.01830712,0.017389579999999998,0.03569668,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.09e6,0.04992422,65.23227999999999,-4761.998,0.0,-4145.282,1160.662,-0.192556,3447.344,3447.1520000000005,5.04855e-5,0.0182587,0.01732088,0.03557962,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.1e6,0.049953279999999996,65.3613,-4762.662,0.0,-4145.026,1161.34,-0.19249580000000002,3446.994,3446.8,4.9869462e-5,0.01829406,0.01733654,0.0356306,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.11e6,0.04997568,65.50862,-4763.289999999999,0.0,-4145.774,1161.8600000000001,-0.1925108,3447.5559999999996,3447.364,8.511788e-5,0.0183141,0.017299099999999998,0.0356132,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
8.12e6,0.04993898000000001,65.5067,-4764.718,0.0,-4147.556,1161.0080000000003,-0.1926806,3450.924,3450.732000000001,8.155104e-5,0.01827806,0.01731266,0.03559068,5,0.01,0.05,0.05,1.0,0.001,500000,500000000
