timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal
8.07e7,0.13156609811420594,18.63665198381356,0.20547155950820367,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,0.2015338053287105,90.70185688189841,1.0,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,0.33048440919936184,32.17164234147307,0.3546966230621199,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,0.45644716061900015,13.03470605561565,0.1437093627817119,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,0.5853256621140802,8.060576134336735,0.08886892078551706,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,0.7222179895892465,5.180167523205254,0.057112033879860656,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,0.8531013822023843,3.1749482487992475,0.035004225469532586,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,0.9815345849063054,3.115756777842828,0.03435163165291986,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,1.1143810157664553,2.1343181923563064,0.023531141100400752,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,1.2472300444008935,1.5797233692854538,0.01741665963181315,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,1.3786510877257763,1.444536866200059,0.015926210508357838,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,1.5082222929364104,1.2591130000320256,0.013881887794992982,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,1.6407675420683419,1.2963234748911585,0.014292138214756538,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,1.7753971768840855,1.1653079525267818,0.012847674706859779,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,1.9070907742142216,1.1291797265010173,0.012449356223999978,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,2.036771444186369,1.0692566586233325,0.01178869645431401,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,2.167234915344434,1.0245854786075412,0.011296190770842094,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,2.298744537202867,0.9981430446668864,0.011004659430143246,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,2.4310222213596684,0.9251462102174854,0.010199859650305784,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,2.5630010628278725,0.9309911307111937,0.010264300673837625,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,2.695183344485053,0.9154000904567147,0.010092407387520676,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,2.826348944355321,0.9027659207166375,0.009953113990732473,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,2.9569804629182466,0.8521908106985467,0.009395516696071308,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,3.0891826382207888,0.8199920891801977,0.00904052152149319,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,3.2204573881590615,0.7948169739504263,0.008762962537639621,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,3.3520480799616283,0.7912199919301364,0.008723305333873953,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,3.484943918655699,0.7459594401259944,0.008224301748279502,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,3.6171596766995324,0.7251185888243314,0.007994528598995475,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,3.747916414398213,0.6863182358725846,0.007566749562428802,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,3.8793076180734904,0.6581152767563703,0.007255808198208034,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,4.010395561986795,0.6825909658178955,0.007525655915806524,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,4.142031264656112,0.6828349978643952,0.007528346401480014,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,4.27378467774404,0.6743219493597654,0.007434488912810136,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,4.40567052248233,0.6872451878735016,0.007576969331161035,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,4.537494701207758,0.7105019768016687,0.007833378513152196,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,4.6689632552293565,0.7056844479928512,0.007780264619187597,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,4.800852114144265,0.7199684015246939,0.007937747101056094,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,4.931920090645265,0.7414464431049395,0.008174545357658623,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,5.063763700458891,0.7805334237267354,0.00860548450229698,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,5.195341388056147,0.7993653661413362,0.00881310916470187,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,5.326102653513176,0.8483746790791921,0.009353443338914755,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,5.4578382274631325,0.8718838116525917,0.00961263464305763,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,5.589571567639883,0.9101247760760551,0.010034246346920059,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,5.721699139035791,0.9754772154938759,0.01075476565781923,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,5.854263827008047,1.0198109298604094,0.011243550737757119,0.01,0.5,0.05,1.0,0.002,500000,500000000
8.07e7,5.920474415139295,1.0014458182882928,0.01104107294729656,0.01,0.5,0.05,1.0,0.002,500000,500000000
