timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
2.85e6,0.16640712653797785,0.3258637479382371,0.0006986549614582069,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.26644652718160705,1.8245312424922975,0.0038895837031622175,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.4146184035584643,5.916069639836821,0.012620515320937076,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.5721939835905296,10.18110827186807,0.02174692663868144,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.7372391047304465,14.647997679750995,0.031238200454482733,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.9110485184054838,22.427737480370237,0.04784784039628557,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.075891060681915,23.099769266180164,0.0492675677260733,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.2405125526094756,30.79355578657057,0.06571036709153566,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.4100753393638379,36.99133285382499,0.07897105176207782,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.5781649628537946,43.844199085510375,0.09358166485450055,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.7446683485012755,50.19290930234926,0.10713247182427442,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.9084264728269837,52.14577055149945,0.11129044070148304,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.073677887387049,61.6813185591163,0.13165111065468316,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.2433442279603497,69.64206446607953,0.14861825474264148,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.410935901692485,73.2489050785472,0.15628553319959312,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.5759721587773035,81.76253741655084,0.17447606981781208,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.7408751778542473,84.85184370680712,0.18103939136890065,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.9078190808239657,96.82851312598204,0.20663969093393278,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.075096969217735,99.16258386178202,0.21159290037615522,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.2415286478287078,105.95664628879219,0.2261024663231294,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.4093960864458897,114.89120190054292,0.24515159210825188,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.57536079712662,116.05434207215706,0.24767856356077447,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.739948284783737,124.9846405954897,0.2667423747109198,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.9073893900820065,133.28659990950246,0.2844621853646891,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.074087291048524,140.30898492808046,0.29948714574294893,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.239973016158672,148.1840100459323,0.3162015784155584,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.407323146499056,157.76849132274992,0.3366837091862363,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.574671793958157,170.21920905313848,0.36327365383328397,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.740685206894386,174.59231176226388,0.3725555086492309,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.9069750068880795,198.32985950108522,0.4232701942530044,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.072444808144045,209.00403890828463,0.4460701406950447,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.238882741566024,244.7274783977546,0.52221338572063,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.405923118956908,272.83299740904243,0.5821773778685632,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.572671841390216,326.7861930485522,0.6973337451912615,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.739172713052713,385.4432126964525,0.8226379175035577,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.905577090220496,468.68171015152774,1.0,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.990656555367199,2.0923432024504285,0.0044570741298035855,0.05,0.05,0.05,1.0,500000,9500000
