timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal
1.61e6,0.09731560440562248,0.8385853505022292,0.26020896010920674,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.14312573712117277,1.3694356557010063,0.4249292307491619,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.23841581153825495,2.3310946843372875,0.7233273552468202,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.33485311057702105,2.218281390995108,0.6883219384106178,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.4343952690516561,2.5561205036316306,0.7931517737168489,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.5358233857687565,3.222738179923875,1.0,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.6339063392655175,2.906788038267565,0.9019622060443727,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.7277837832062057,2.662848832256445,0.8262690555642174,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.8259376414919914,2.5116130945895727,0.7793413409242261,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,0.9243210918481215,2.3856324195918654,0.740250149532227,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.022182801803496,2.1508931736450276,0.6674117019632771,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.1173471327217428,1.9897952221661295,0.6174237902916243,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.213688464411393,1.8408050147084116,0.5711928527659339,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.313273450527723,1.804340212048345,0.5598780016597457,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.4107318949698813,1.6776136579141392,0.5205553675954422,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.506640864861161,1.5938437937936685,0.4945619857432281,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.6034451523315203,1.5847903514455495,0.4917527465675118,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.7014414145142422,1.4017445241108584,0.4349545156485437,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.7987265555996903,1.3933294261627331,0.4323433516388369,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.8957888248253194,1.3088279186033733,0.4061229443821246,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,1.9943789369970213,1.2541893117385352,0.38916885012612495,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.0914301624586282,1.1984451874530562,0.3718717191855048,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.187082507395002,1.1662363027960894,0.361877458758886,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.2849417235593523,1.1205279805156054,0.34769438842285155,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.382710404909207,1.0833012155634232,0.3361431041193089,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.4799731415277058,1.0531614547060593,0.32679088275515333,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.5776972027758394,1.0369307114645305,0.3217545619821416,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.67554753703456,1.0073731067407667,0.3125829808379166,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.772503006914722,0.9775261796763426,0.3033216243770175,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.8692806372181447,0.9345186560642307,0.28997659874631987,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,2.96593377447594,0.9398127626931143,0.29161933431257325,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.0635297477775563,0.8979222604318818,0.27862091498015884,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.1614185011165015,0.8737799459714438,0.2711296720952006,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.2589325618292024,0.8546876034236138,0.26520541096013034,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.3562862594722063,0.8493561283217854,0.26355108013827183,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.453757438034321,0.8267140382954918,0.2565253496065944,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.551161144114627,0.8196619987233219,0.2543371359887148,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.6478625652505854,0.8131522243400238,0.25231718462442126,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.7451440320694656,0.7858095010896479,0.2438328704406914,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.8426210059407913,0.7831601141510287,0.24301077854532008,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,3.9395947445724304,0.765390485720696,0.23749694917468459,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.037095535211362,0.7561414469786659,0.23462701738821579,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.134549388617974,0.7679922254385646,0.23830425636894448,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.232215552445368,0.766593629204319,0.23787027875234557,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.330103843164631,0.7524711268228623,0.23348813487561582,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.427361922080238,0.7472374406085054,0.23186414747044579,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.524137645996126,0.7545292320385301,0.23412675492501628,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.621068005352794,0.7687562310198256,0.2385413235889937,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.718398679508387,0.7516780906327731,0.23324205959868843,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.815930194097771,0.7863514538767965,0.24400103575754054,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,4.913344955822582,0.7788089224415006,0.24166062489752022,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.010894737573997,0.7887961614956636,0.2447596166543991,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.108560944675358,0.8132338407957511,0.25234250981411116,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.2060950464250615,0.8405189129512208,0.26080893514318154,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.302964777800892,0.8718396554355701,0.2705276093685538,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.400192108614449,0.8887481823265985,0.27577424311508664,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.497500456516036,0.9304797484270078,0.28872334532896704,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.594369116860314,0.953999088650671,0.2960212823348888,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.691732337002324,0.9865634791100527,0.3061258544848209,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.789059600838352,1.0402130475973903,0.3227730549373891,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.886718625195528,1.0850034857872173,0.33667131029950637,0.01,0.05,0.05,1.0,0.001,500000,9500000
1.61e6,5.936251868742972,1.0738768987423468,0.3332187843964765,0.01,0.05,0.05,1.0,0.001,500000,9500000
