timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal,Nsim
4.84e8,0.0,0.0,0.0,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,0.21880726803532513,7.919472852385722,1.0,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,0.3747669072067089,6.1716411834679645,0.7792994936031346,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,0.5318863833776222,5.364709246180198,0.6774073661435802,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,0.6961717028486047,3.3791517225294574,0.426688971035679,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,0.8548049667437518,2.3719734344624563,0.29951153046100853,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,1.003104855718448,2.060366487262671,0.2601646000518823,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,1.1521226635989714,1.895955318333329,0.23940423228576094,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,1.3073825505704653,1.8149966339074612,0.22918149575583152,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,1.4636519500583907,1.577645266337909,0.1992108939249217,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,1.6175182514920998,1.4597048853509116,0.18431844045164938,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,1.769629374296353,1.4239030724820045,0.17979770863827851,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,1.9265539102664264,1.2676180618146118,0.16006343925186195,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,2.085672817007156,1.1860222487733778,0.14976025183495534,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,2.2402992196314835,1.1464053253656732,0.1447577820814578,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,2.3918607759554757,1.0680082925082803,0.13485850793548027,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,2.5445374825749694,0.9858000490819817,0.12447798830259414,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,2.6988060807693874,0.9703584898596919,0.12252816670333982,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,2.853932498022398,0.9544555692018727,0.12052008852007685,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,3.009064210489927,0.8880045605316138,0.11212925116147152,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,3.1642303569594774,0.8080718897534862,0.1020360704323971,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,3.318283259274186,0.7962077186130411,0.10053796931359964,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,3.4722171256532746,0.7654791885715128,0.09665784615208499,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,3.62740054653879,0.7191460503017555,0.09080731302527471,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,3.781335212160716,0.6934852279787619,0.08756709454087606,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,3.935887345386505,0.6800412802396696,0.08586951340262614,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,4.092862767439631,0.653735422503834,0.08254784563178315,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,4.248134733469396,0.652430663705526,0.08238309239345178,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,4.401720146007895,0.6335936848697927,0.08000452765980809,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,4.555944085119298,0.6290043876767166,0.07942503237285933,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,4.708513889603124,0.6449510416296518,0.08143863280437433,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,4.862920635809377,0.6280274165960266,0.07930166922749597,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,5.018264805612903,0.6412734332350789,0.08097425740172805,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,5.173278090518665,0.6666267612300071,0.08417564826037473,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,5.327748193109139,0.7207374804133441,0.09100826454581805,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,5.481958370598517,0.7736070388807316,0.09768415818834258,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,5.636653344830873,0.8559109850944744,0.10807676231084412,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,5.790550673779092,0.9822557157008968,0.12403044167327307,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
4.84e8,5.870197452086399,1.1736575135109588,0.14819894396852404,0.04,0.05,0.05,1.0,0.001,500000,500000000,3
