timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal,Nsim
4.84e8,0.0,0.0,0.0,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,0.21880726803532513,7.327675878537582,1.0,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,0.3747669072067089,6.390496991902869,0.8721042111892986,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,0.5318863833776222,4.411082223345924,0.601975619072587,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,0.6961717028486047,3.03862912920346,0.41467843004675764,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,0.8548049667437518,2.5327586000218534,0.34564282618451836,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,1.003104855718448,2.5588607210061647,0.34920495439774396,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,1.1521226635989714,1.99492468751814,0.27224521397857954,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,1.3073825505704653,1.5766853693250122,0.2151685466797255,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,1.4636519500583907,1.6630683653589804,0.2269571406985985,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,1.6175182514920998,1.5229263716915513,0.20783211442964214,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,1.769629374296353,1.3429708853544924,0.18327378388664692,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,1.9265539102664264,1.3040332425324648,0.17796000589380825,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,2.085672817007156,1.1642748591105725,0.1588873305000674,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,2.2402992196314835,1.132350377395207,0.15453063101655573,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,2.3918607759554757,1.0123204430935029,0.13815027573183766,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,2.5445374825749694,0.990685872759838,0.13519782932287033,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,2.6988060807693874,0.9896073838903733,0.1350506491135732,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,2.853932498022398,0.9176531205218347,0.12523112863242183,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,3.009064210489927,0.8687482661554032,0.11855713606273525,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,3.1642303569594774,0.8325460949967454,0.11361666492853945,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,3.318283259274186,0.7965968317600434,0.10871070786485494,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,3.4722171256532746,0.7613023134892335,0.10389410313835688,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,3.62740054653879,0.7588027029525994,0.10355298399252304,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,3.781335212160716,0.7065604058253374,0.09642353421974074,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,3.935887345386505,0.6842680457389959,0.09338131995482835,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,4.092862767439631,0.6594867309161777,0.08999944072960205,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,4.248134733469396,0.6559238832068138,0.08951322275702504,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,4.401720146007895,0.6155201146675946,0.08399936417362892,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,4.555944085119298,0.6309332207918769,0.08610277409237635,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,4.708513889603124,0.6282283883412775,0.08573364853395452,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,4.862920635809377,0.6506480266938612,0.08879323232617024,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,5.018264805612903,0.6444619752986477,0.0879490285843901,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,5.173278090518665,0.6663667985140869,0.09093835611177124,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,5.327748193109139,0.7142929029413444,0.09747877973607903,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,5.481958370598517,0.7675693349749186,0.10474935678078953,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,5.636653344830873,0.8638440643511591,0.11788786494791857,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,5.790550673779092,0.9810265632530045,0.1338796338039985,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
4.84e8,5.870197452086399,1.1255801191976578,0.15360670120446088,0.04,0.05,0.05,1.0,0.001,500000,500000000,1
