timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
1.42e6,0.16640712653797785,1.0526709464612363,0.4174684426693153,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,0.26644652718160705,2.2440300554220802,0.8530086947978616,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,0.4146184035584643,2.395526566693941,0.9132649694147853,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,0.5721939835905296,2.229448820652722,0.8589479599034039,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,0.7372391047304465,2.071493842346392,0.7993801301758764,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,0.9110485184054838,1.9226103224266524,0.7379714437929151,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,1.075891060681915,1.7082371338166311,0.6561685485485563,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,1.2405125526094756,1.582225271663332,0.606633360440444,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,1.4100753393638379,1.4350871528927076,0.5519395905018144,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,1.5781649628537946,1.3628542891930289,0.5228402390340409,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,1.7446683485012755,1.3055083523437438,0.5010924554270563,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,1.9084264728269837,1.2422997255249029,0.47749818957455736,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,2.073677887387049,1.121943448285989,0.4311662703154326,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,2.2433442279603497,1.0812419220872584,0.41538714261374476,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,2.410935901692485,1.0289411791262957,0.3950905221462642,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,2.5759721587773035,0.970535030046261,0.3728999467235327,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,2.7408751778542473,0.9547552872461044,0.3667639288876157,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,2.9078190808239657,0.8973862796684001,0.34450242835866396,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,3.075096969217735,0.8680385406345166,0.33315853874056184,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,3.2415286478287078,0.8182113269613048,0.3142202226893767,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,3.4093960864458897,0.7948832048305864,0.3054029147580654,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,3.57536079712662,0.7622306333369516,0.29278901359767956,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,3.739948284783737,0.7460631796076931,0.2864366037647221,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,3.9073893900820065,0.7188865780710372,0.2760933527315606,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,4.074087291048524,0.6997258866091679,0.26869834817012755,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,4.239973016158672,0.6833194635651524,0.262508518203936,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,4.407323146499056,0.680006399093002,0.26110465348836404,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,4.574671793958157,0.6763634727395003,0.2598551569476009,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,4.740685206894386,0.6778548659115188,0.2605685206888491,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,4.9069750068880795,0.6877661732462488,0.264281993726826,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,5.072444808144045,0.7075295865903887,0.2717187072740295,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,5.238882741566024,0.7472171937935964,0.28704899341148243,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,5.405923118956908,0.7969455414693091,0.30591057542806666,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,5.572671841390216,0.8806065455391171,0.3383392522507345,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,5.739172713052713,0.975051527227321,0.3745187126203344,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,5.905577090220496,1.0925769249912822,0.4195294435508792,0.05,0.05,0.05,1.0,500000,9500000
1.42e6,5.990656555367199,1.1318270447084788,0.4345493963302396,0.05,0.05,0.05,1.0,500000,9500000
