timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal
1.453e8,0.13156609811420594,62.1684803183376,0.5823996314761916,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,0.2015338053287105,106.74539776194732,1.0,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,0.33048440919936184,36.89352550301438,0.3456216968275349,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,0.45644716061900015,13.739757400577327,0.1287152204090178,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,0.5853256621140802,6.151426714284527,0.05762709065924145,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,0.7222179895892465,3.611998418449994,0.03383750957118642,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,0.8531013822023843,3.24775063275904,0.030425205215889886,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,0.9815345849063054,2.4686153618364943,0.02312619947645657,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,1.1143810157664553,2.028285052954464,0.019001147548091374,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,1.2472300444008935,1.8713348000120598,0.017530824178343684,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,1.3786510877257763,1.5537995444284205,0.014556126793340033,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,1.5082222929364104,1.2462847111128283,0.011675301579672458,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,1.6407675420683419,1.1931983858959943,0.011177984352608283,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,1.7753971768840855,1.185589757597062,0.01110670607309032,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,1.9070907742142216,1.114668496843202,0.01044230964719455,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,2.036771444186369,1.0626718932789303,0.009955201025610422,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,2.167234915344434,1.0348098807947896,0.00969418731384108,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,2.298744537202867,1.0047642500668255,0.009412717279929464,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,2.4310222213596684,0.9681008791272336,0.009069251690702333,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,2.5630010628278725,0.9591158540987235,0.008985079209106942,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,2.695183344485053,0.8757027447865248,0.00820365807938088,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,2.826348944355321,0.8766201176225799,0.008212252106432996,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,2.9569804629182466,0.8655084218368356,0.008108156791611795,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,3.0891826382207888,0.8253975857895538,0.00773239505491629,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,3.2204573881590615,0.8129747940701904,0.007616017281449489,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,3.3520480799616283,0.7663038984047394,0.007178800346162671,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,3.484943918655699,0.7168539223479141,0.006715548748495635,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,3.6171596766995324,0.7048649732205838,0.006603235249471848,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,3.747916414398213,0.6751024528917482,0.006324417417950821,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,3.8793076180734904,0.6562181327145258,0.00614750749421494,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,4.010395561986795,0.6673823027961131,0.006252094392719777,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,4.142031264656112,0.6609331539548242,0.006191678215755679,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,4.27378467774404,0.6874033727698596,0.006439653485603533,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,4.40567052248233,0.6937410481128508,0.006499025369318134,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,4.537494701207758,0.7081412443595976,0.006633927637225371,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,4.6689632552293565,0.7400093212043125,0.006932470501956494,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,4.800852114144265,0.7551399225058906,0.007074215266778306,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,4.931920090645265,0.7756544942870861,0.0072663975267287075,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,5.063763700458891,0.7964533255412,0.007461242753691066,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,5.195341388056147,0.8242664352121584,0.007721798339731266,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,5.326102653513176,0.8635506880193707,0.008089816574061331,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,5.4578382274631325,0.8955748208493662,0.008389821384586394,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,5.589571567639883,0.9477795327885382,0.008878879583194579,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,5.721699139035791,0.9889433938013777,0.00926450614767316,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,5.854263827008047,1.0435558344833136,0.009776120154711918,0.01,0.5,0.05,1.0,0.002,500000,500000000
1.453e8,5.920474415139295,1.00597178807076,0.009424029599048152,0.01,0.5,0.05,1.0,0.002,500000,500000000
