timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal
3.87e6,0.09731560440562248,0.3898627105198305,0.07705891146017946,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.14312573712117277,1.9132936105147222,0.3781749804524628,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.23841581153825495,4.574307227886861,0.9041417046410827,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.33485311057702105,5.059281310005188,1.0,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.4343952690516561,4.210033435043254,0.832140609915786,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.5358233857687565,4.420298359661114,0.8737008457939615,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.6339063392655175,3.608182937210449,0.713180927511372,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.7277837832062057,3.8064042615915947,0.7523606671295555,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.8259376414919914,3.060021324708132,0.6048332040079807,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,0.9243210918481215,2.802747960811875,0.5539814430300973,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.022182801803496,2.662732552355419,0.5263064829167778,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.1173471327217428,2.355046128202339,0.46549025126257,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.213688464411393,2.035914813652436,0.4024118622592165,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.313273450527723,2.01379935912888,0.3980405982063913,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.4107318949698813,1.8377397063885876,0.3632412577561739,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.506640864861161,1.6857799907950566,0.33320542731262515,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.6034451523315203,1.644293294930169,0.3250053108686464,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.7014414145142422,1.4946951646634863,0.2954362631916891,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.7987265555996903,1.4182179333640526,0.28032003884808654,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.8957888248253194,1.348392071935027,0.26651850120855297,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,1.9943789369970213,1.2848847295132386,0.2539658601256788,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.0914301624586282,1.2697894422404166,0.2509821779882634,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.187082507395002,1.184634001538914,0.2341506488671015,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.2849417235593523,1.1689239324000376,0.23104545107788024,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.382710404909207,1.0985487935128406,0.21713534516065763,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.4799731415277058,1.0698683808524072,0.21146647424736897,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.5776972027758394,1.036812727693547,0.20493280846889375,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.67554753703456,0.9595432606124058,0.1896599935478626,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.772503006914722,0.9809518096776727,0.1938915331190917,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.8692806372181447,0.9317051093908933,0.18415760110993667,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,2.96593377447594,0.9125308907694831,0.18036769154640017,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.0635297477775563,0.869506296958839,0.17186359952733035,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.1614185011165015,0.8511576831964653,0.16823687615733557,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.2589325618292024,0.8324077208185514,0.1645308236117232,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.3562862594722063,0.8318371563259037,0.16441804781261524,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.453757438034321,0.8082228615114012,0.15975052818531105,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.551161144114627,0.7867794799480906,0.15551210374330496,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.6478625652505854,0.7624403691831069,0.15070131950862503,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.7451440320694656,0.7460459451614654,0.14746085450636867,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.8426210059407913,0.745728788860906,0.14739816649178206,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,3.9395947445724304,0.7353469143301693,0.14534612117257723,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.037095535211362,0.7268616374424803,0.14366895076679081,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.134549388617974,0.7153806686854051,0.14139966229406434,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.232215552445368,0.7051678626385613,0.13938103446511818,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.330103843164631,0.6883103495140841,0.1360490368766188,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.427361922080238,0.6990570668248,0.13817319575457312,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.524137645996126,0.6856686792464008,0.13552689349185404,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.621068005352794,0.691948601346433,0.1367681611176753,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.718398679508387,0.695534407854536,0.13747691919780258,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.815930194097771,0.6993734440582091,0.13823572978144832,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,4.913344955822582,0.7158706649175461,0.14149651325018178,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.010894737573997,0.7115009847114263,0.14063281741309155,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.108560944675358,0.7426920081640445,0.14679792694968424,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.2060950464250615,0.7743089165589179,0.15304721542715002,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.302964777800892,0.8036431711639945,0.15884532247193237,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.400192108614449,0.8304191603225571,0.16413777163968485,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.497500456516036,0.8725599359320318,0.1724671712178695,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.594369116860314,0.9070850893025881,0.17929129331249974,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.691732337002324,0.971982029538926,0.19211859748078117,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.789059600838352,1.0301601829290592,0.20361788953933516,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.886718625195528,1.0879222963587205,0.21503494858197653,0.01,0.05,0.05,1.0,0.001,500000,9500000
3.87e6,5.936251868742972,1.0101348233761651,0.19965974641072673,0.01,0.05,0.05,1.0,0.001,500000,9500000
