timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
4.28e6,0.09731560440562248,1.9639331006189427,0.32513006355685803,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.14312573712117277,2.5287077261995297,0.4170023178152138,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.23841581153825495,4.535513116942914,0.7522767670506627,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.33485311057702105,5.785286391177204,0.9504356192263268,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.4343952690516561,5.565714342178531,0.9192202907984808,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.5358233857687565,5.058919238932546,0.838210714782465,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.6339063392655175,4.121341790403963,0.6798530101852303,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.7277837832062057,3.597836537605481,0.5938630751245546,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.8259376414919914,3.1347976127882573,0.5180774431384692,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,0.9243210918481215,2.7857258285540647,0.4603458660445465,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.022182801803496,2.5189247488427755,0.41693138730547874,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.1173471327217428,2.2905667394159197,0.37877955485833253,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.213688464411393,2.098319060206319,0.34663345727206984,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.313273450527723,1.9011556525130804,0.31436477965808673,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.4107318949698813,1.7859931932528834,0.29507679528568076,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.506640864861161,1.6897774342368224,0.27927318345361163,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.6034451523315203,1.6004656441800507,0.2644968062247931,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.7014414145142422,1.5260066845520124,0.25238718351569844,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.7987265555996903,1.4331319617722964,0.23677289510597407,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.8957888248253194,1.3615012217846585,0.22508361026001164,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,1.9943789369970213,1.298499385810602,0.21467927186554925,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.0914301624586282,1.238747251703146,0.20478207215493546,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.187082507395002,1.2004976161794745,0.1984353022617965,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.2849417235593523,1.150002517335822,0.1902217925201229,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.382710404909207,1.1034245261766857,0.18248402214109025,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.4799731415277058,1.0687815078944076,0.17663101084663282,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.5776972027758394,1.029764590556613,0.17012788714515817,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.67554753703456,0.9870633856031479,0.16323592339522916,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.772503006914722,0.9594492618506758,0.15853808615023884,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.8692806372181447,0.9379399761016813,0.15504153185988603,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,2.96593377447594,0.9088045511733404,0.15031276510027197,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.0635297477775563,0.891117794093003,0.1472952105369496,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.1614185011165015,0.8563028843336493,0.14151466271201202,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.2589325618292024,0.8438022901917389,0.1394784888865227,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.3562862594722063,0.8178970153583439,0.13513321422255417,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.453757438034321,0.7954679347833895,0.13153589135447039,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.551161144114627,0.77970051023861,0.12890740470967774,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.6478625652505854,0.7601836913760568,0.12563053346627082,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.7451440320694656,0.7499748689354597,0.1239714895423685,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.8426210059407913,0.7366453923650021,0.1217295589682413,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,3.9395947445724304,0.7247506981552214,0.11984850352758865,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.037095535211362,0.7132181285418094,0.11781721761326944,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.134549388617974,0.7062343796874956,0.11672827111362886,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.232215552445368,0.6995222815233177,0.11561485662622203,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.330103843164631,0.6911577396579586,0.11424122888331874,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.427361922080238,0.6934576282438315,0.11459533913775773,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.524137645996126,0.6892203477983965,0.11388236853037792,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.621068005352794,0.6902100398820025,0.11408823683630906,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.718398679508387,0.692826883413623,0.11453044156841245,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.815930194097771,0.6996426618391887,0.1156584723573125,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,4.913344955822582,0.7125625945614238,0.11779966637529611,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,5.010894737573997,0.722515528925001,0.11945508836232561,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,5.108560944675358,0.7378707103500911,0.12200937694230629,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,5.2060950464250615,0.7636027746490408,0.12625201542148268,0.01,0.05,0.05,1.0,500000,9500000
4.28e6,5.302964777800892,0.78856844783987,0.1303344493702783,0.01,0.05,0.05,1.0,500000,9500000
