timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,time_heat,time_isothermal,Nsim
400000.0,0.09731560440562248,0.3670266955822222,0.28233856873902125,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.14999725702850447,0.7646425604801311,0.5882081296033056,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.2384158115382547,1.0216449743264757,0.7859095354172462,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.3337792426748078,0.9704211669137295,0.7465051633528764,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.4311406041371052,1.1278993232489032,0.8676466438024157,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.5327850979461668,1.1243691665175954,0.8649310391585607,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.6325388041490235,1.2070631957328402,0.9285441608549485,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.7277837832062057,1.178325549896221,0.9064374697283837,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.8242555247001287,1.115655203145563,0.8582277448856439,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.9230715905028245,1.285241010660488,0.9886831443117293,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.022182801803496,1.2471633854838795,0.9593915905289987,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.1170550084737947,1.2999523841940352,1.0,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.214394656572064,1.2068387432326215,0.9283714987613614,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.3145143455979063,1.2723440459458346,0.9787620388378167,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.4113580850868679,1.150974528580566,0.8853974519183371,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.5067812110011178,1.198837957229669,0.9222168225591919,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.6039425958023952,1.163618433923404,0.8951238892067899,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.701913652140549,1.165284610917774,0.8964056107641553,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.7986498797565238,1.0722214281817026,0.824815924966725,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.8957352880425387,1.0708872375607252,0.8237895868968083,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,1.9938767667073873,1.0945349120612422,0.8419807720417768,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.0909287379487624,1.059123519946981,0.8147402418925005,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.1871068346302747,1.0688828618697166,0.8222477029667662,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.2849616139821176,1.0506307284491494,0.8082070860622605,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.382811465002986,1.0436674400815293,0.8028505141967939,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.480113003714131,1.0194621085511755,0.7842303463932162,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.5780804313495316,1.0078860524657114,0.7753253616982259,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.675855789208449,0.9576278651633106,0.7366638015414969,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.7727532874332206,0.9651029604649622,0.7424140854692319,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.869534216973662,0.9743203109815721,0.7495046148060619,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,2.9658617397317966,0.9754637343353152,0.750384203449189,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.0634309576787384,0.9524331200088788,0.7326676973629177,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.1611402348438853,0.9175986528559362,0.7058709719009003,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.2588465700551223,0.9299872717673203,0.7154010278183446,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.3564833043182727,0.9203296067700775,0.7079717826285443,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.4538335799832476,0.9251393681166511,0.7116717345691346,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.5512730312072303,0.9182869306588631,0.7064004357576504,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.6478891860449467,0.9032442471787929,0.6948287169293516,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.7451871693695,0.9057370955898918,0.696746362868856,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.84269293035294,0.9150994222624155,0.7039484164104772,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,3.9397404394705373,0.918832330166437,0.7068199892076116,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.037245699175632,0.926015168910398,0.7123454521640217,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.1344573322800535,0.9045102668012738,0.6958026138488651,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.23215363790399,0.9098619061017283,0.6999194102527369,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.330059865128127,0.8960917037236659,0.6893265588948774,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.427272473869443,0.9134135906826348,0.7026515753874687,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.524092228684452,0.9351877095382716,0.7194015110931035,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.621043089085586,0.9242480844155369,0.710986106609256,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.718364616413839,0.9391624854103712,0.7224591429882624,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.815875568226035,0.9353486734223758,0.7195253340008203,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,4.91332876486876,0.9360453680843214,0.7200612726016618,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.010866672889878,0.955588840171023,0.7350952633264978,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.108407149469437,0.9485876577994131,0.7297095411594889,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.2059656354909265,0.9766965542382534,0.751332561187463,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.302922274402411,0.9804770537904863,0.7542407442857053,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.400167626136045,0.9953922679851664,0.7657144062259674,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.497525287923264,1.0035976786047711,0.7720264917449243,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.5943061506881655,0.9993311076272989,0.768744393854764,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.691623436062062,1.0106062638768343,0.7774179086593281,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.78902163950977,1.026279613783208,0.7894747732775588,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.8867732496817435,1.0240091439219547,0.787728194026765,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,5.984123731785834,1.0438549323212787,0.8029947442793947,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,6.0811383059148305,1.0480935559946505,0.8062553434558789,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,6.178892808241648,1.0509315609340677,0.8084385041423195,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
400000.0,0.0,0.0,0.0,0.01,0.05,0.05,1.0,0.001,500.0,500000.0,4
