timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal
2.84e7,0.0,0.0,0.0,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,0.21880726803532513,6.138209200385034,0.8341532127239493,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,0.3747669072067089,5.881677002444833,0.8475563706990482,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,0.5318863833776222,4.4448563416127795,0.6484732510814338,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,0.6961717028486047,3.3257604916258345,0.4786465173959255,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,0.8548049667437518,2.509497187628549,0.3595248986956224,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,1.003104855718448,2.254832286834906,0.330890765421829,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,1.1521226635989714,2.036369835338753,0.295903417571676,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,1.3073825505704653,1.8195475451426988,0.26525508379328205,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,1.4636519500583907,1.5333324724639912,0.22667575345484403,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,1.6175182514920998,1.4759373843289272,0.21542006814538894,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,1.769629374296353,1.3940269468350241,0.20301264678078357,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,1.9265539102664264,1.2699527455403758,0.18529250583414011,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,2.085672817007156,1.1869837458252581,0.1721769249010646,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,2.2402992196314835,1.1449610752169348,0.16657506274713071,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,2.3918607759554757,1.063090125606624,0.15531685256142944,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,2.5445374825749694,1.036315564329804,0.1507009243200169,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,2.6988060807693874,0.9565191306804272,0.13877824774788813,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,2.853932498022398,0.9110411947902546,0.13270096237738474,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,3.009064210489927,0.8586340220006287,0.1252765973283083,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,3.1642303569594774,0.8257550533390189,0.1195569030663786,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,3.318283259274186,0.8106257468471195,0.1179999680492025,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,3.4722171256532746,0.7658092244062158,0.11145101064395825,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,3.62740054653879,0.735879994591358,0.10706597889740406,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,3.781335212160716,0.7090435443123706,0.10286282126948199,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,3.935887345386505,0.6780001182824532,0.09849442210389418,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,4.092862767439631,0.6610740380027599,0.09626271630145389,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,4.248134733469396,0.6531063390242647,0.09485233877784936,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,4.401720146007895,0.6349676304049611,0.09251410933688402,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,4.555944085119298,0.6292920764258284,0.09141176165374276,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,4.708513889603124,0.6318161394612053,0.0918910538901098,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,4.862920635809377,0.6342373719345474,0.0924511778559587,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,5.018264805612903,0.6440690210832916,0.09348552437393454,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,5.173278090518665,0.6636908088888244,0.09629593368294313,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,5.327748193109139,0.7096427781959865,0.10325779568390465,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,5.481958370598517,0.7691731493447831,0.1120233580853882,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,5.636653344830873,0.8561111492865358,0.12440907158735603,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,5.790550673779092,0.9681893006333114,0.14094667561144866,0.04,0.05,0.05,1.0,0.001,500000,500000000
2.84e7,5.870197452086399,1.0192797072735538,0.1461650271954485,0.04,0.05,0.05,1.0,0.001,500000,500000000
