timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,tstep,N_heat,N_isothermal,Nsim
4.84e8,0.0,0.0,0.0,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,0.21880726803532513,7.1206815896735,0.7111028242641906,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,0.3747669072067089,10.01357517745986,1.0,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,0.5318863833776222,4.3160775482676925,0.43102263395225743,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,0.6961717028486047,3.0922675409514593,0.30880754237627583,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,0.8548049667437518,2.635362286945876,0.2631789585879344,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,1.003104855718448,2.07005873672687,0.20672524049017837,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,1.1521226635989714,1.9241130272794877,0.1921504550752848,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,1.3073825505704653,1.809268678277644,0.18068158936383005,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,1.4636519500583907,1.6260389330492113,0.16238345488326258,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,1.6175182514920998,1.3929685125061781,0.13910800965889708,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,1.769629374296353,1.3726654091226318,0.13708045176636258,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,1.9265539102664264,1.2484456752364448,0.12467531856620441,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,2.085672817007156,1.2461675453574068,0.12444781441921743,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,2.2402992196314835,1.1635210237747253,0.1161943664630154,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,2.3918607759554757,1.0314657222402448,0.10300673874821764,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,2.5445374825749694,0.9928135490563013,0.09914676141754877,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,2.6988060807693874,0.965873114123459,0.09645637017811572,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,2.853932498022398,0.9023207689708415,0.09010975131059364,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,3.009064210489927,0.8479607960183,0.08468112347396406,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,3.1642303569594774,0.8115060204322523,0.08104058800686077,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,3.318283259274186,0.7923795505536745,0.07913053395127924,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,3.4722171256532746,0.7694279732845893,0.07683848771780728,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,3.62740054653879,0.722715355078841,0.07217355862126477,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,3.781335212160716,0.716117199812407,0.07151463759161232,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,3.935887345386505,0.6942003274905845,0.06932592158025641,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,4.092862767439631,0.6688802675646627,0.06679734817093941,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,4.248134733469396,0.6360569127656245,0.06351946247903167,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,4.401720146007895,0.6400194112699561,0.06391517514250186,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,4.555944085119298,0.6376950163791164,0.06368305076637776,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,4.708513889603124,0.6275200756143369,0.06266693608361361,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,4.862920635809377,0.6196221025635252,0.06187820948888153,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,5.018264805612903,0.6501591608631329,0.0649277754788933,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,5.173278090518665,0.6683328656119537,0.06674268218571357,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,5.327748193109139,0.7170820173316887,0.07161098854541088,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,5.481958370598517,0.775791302721909,0.077473957999355,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,5.636653344830873,0.8771639318266827,0.08759747805170946,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,5.790550673779092,0.9682787145098645,0.09669660409495097,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
4.84e8,5.870197452086399,0.9016365163030119,0.09004141880639775,0.04,0.05,0.05,1.0,0.001,500000,500000000,2
