N_clusters,Max_cluster,hist_dist_euclidean,hist_dist_chain,count_threebody_loops,N_loops,N_size_real_loop,N_dangling_chains,phi,chi_4,temp,damp,tstep,time_heat,time_isothermal,Nsim,time_instant
650,298,"(domain = 0.0:1.4:19.6, range = [0, 24, 29, 18, 15, 9, 8, 2, 1, 3, 0, 1, 0, 1, 0])","(domain = 0.0:1.4:137.2, range = [0, 19, 16, 14, 6, 6, 3, 2, 1, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0])",68,5,"[8, 5, 8, 10, 7]",1858,0.01,0.05,0.05,1.0,0.001,500.0,9500.0,5,3330.0
