poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.2,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.4,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.6,1.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.8,2.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.0,12.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.2,18.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.4,14.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.6,10.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.8,21.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.0,27.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.2,20.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.4,39.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.6,29.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.8,41.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.0,36.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.2,37.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.4,54.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.6,59.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.8,43.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.0,62.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.2,55.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.4,71.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.6,65.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.8,69.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.0,79.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.2,87.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,10000000
