poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
0.2,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
0.4,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
0.6,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
0.8,2.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
1.0,3.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
1.2,4.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
1.4,15.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
1.6,17.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
1.8,23.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
2.0,24.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
2.2,21.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
2.4,23.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
2.6,39.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
2.8,35.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
3.0,54.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
3.2,74.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
3.4,56.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
3.6,81.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
3.8,69.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
4.0,75.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
4.2,102.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
4.4,91.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
4.6,103.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
4.8,122.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
5.0,155.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
5.2,164.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
5.4,143.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
5.6,167.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
5.8,164.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
6.0,162.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
6.2,207.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
6.4,196.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
6.6,256.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
6.8,247.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
7.0,282.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
7.2,291.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
7.4,285.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
7.6,341.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
7.8,301.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
8.0,329.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
8.2,363.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
8.4,368.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
8.6,348.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
8.8,401.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
9.0,404.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
9.2,476.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
9.4,463.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
9.6,473.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
9.8,455.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
10.0,525.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
10.2,522.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
10.4,571.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
10.6,560.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
10.8,625.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
11.0,670.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
11.2,681.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
11.4,642.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
11.6,681.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
11.8,693.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
12.0,694.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
12.2,811.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
12.4,814.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
12.6,794.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
12.8,802.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
13.0,866.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
13.2,896.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
13.4,936.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
13.6,970.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
13.8,919.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
14.0,996.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
14.2,1037.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
14.4,1045.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
14.6,1032.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
14.8,1064.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
15.0,1084.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
15.2,1122.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
15.4,1128.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
15.6,1218.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
15.8,1225.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
16.0,1307.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
16.2,1287.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
16.4,1327.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
16.6,1263.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
16.8,1370.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
17.0,1383.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,0
