poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.2,1.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.4,0.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.6,4.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.8,4.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.0,11.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.2,5.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.4,8.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.6,9.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.8,13.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.0,16.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.2,11.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.4,14.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.6,15.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.8,26.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.0,26.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.2,22.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.4,15.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.6,22.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.8,30.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.0,32.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.2,38.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.4,27.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.6,37.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.8,31.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.0,42.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.2,35.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.4,44.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.6,35.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.8,29.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.0,49.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.2,54.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.4,41.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.6,40.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.8,52.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.0,66.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.2,56.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.4,71.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.6,56.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.8,70.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.0,67.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.2,81.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.4,65.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.6,85.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.8,62.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.0,96.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.2,90.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.4,89.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.6,102.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.8,80.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.0,101.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.2,100.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
