poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.2,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.4,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.6,1.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.8,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.0,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.2,5.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.4,5.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.6,8.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.8,8.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.0,14.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.2,24.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.4,21.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.6,27.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.8,26.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.0,32.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.2,27.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.4,40.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.6,42.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.8,41.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.0,72.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.2,50.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.4,61.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.6,63.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.8,70.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.0,82.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.2,90.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.4,79.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.6,96.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.8,102.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.0,112.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.2,119.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.4,138.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.6,129.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.8,155.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.0,161.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.2,150.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.4,172.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.6,196.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.8,206.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.0,201.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.2,248.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.4,225.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.6,253.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.8,259.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.0,234.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.2,264.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.4,300.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.6,246.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.8,303.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.0,304.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.2,331.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.4,342.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.6,350.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.8,379.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
11.0,347.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
11.2,390.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
