poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.2,1.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.4,3.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.6,4.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.8,6.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.0,6.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.2,9.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.4,21.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.6,13.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.8,8.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.0,20.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.2,16.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.4,25.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.6,22.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.8,16.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.0,28.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.2,40.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.4,34.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.6,29.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.8,41.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.0,45.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.2,61.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.4,57.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.6,51.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.8,49.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.0,47.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.2,54.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.4,57.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.6,67.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.8,71.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.0,77.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.2,77.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.4,84.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.6,97.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.8,115.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.0,95.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.2,107.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.4,118.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.6,107.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.8,132.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.0,127.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.2,136.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.4,149.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.6,160.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.8,169.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.0,145.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.2,175.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.4,185.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.6,191.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.8,191.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.0,205.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.2,201.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.4,244.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.6,200.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.8,258.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
11.0,271.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
11.2,272.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
11.4,270.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
11.6,277.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
11.8,288.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
12.0,288.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
12.2,328.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
12.4,323.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
12.6,341.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
12.8,313.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
13.0,332.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
13.2,373.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
13.4,359.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
13.6,416.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
13.8,423.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
14.0,411.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
14.2,383.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
14.4,422.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
14.6,451.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
14.8,454.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
15.0,439.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
15.2,460.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
15.4,486.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
15.6,519.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
15.8,465.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
16.0,530.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
16.2,539.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
16.4,507.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
16.6,565.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
16.8,561.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
17.0,574.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
17.2,555.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
17.4,595.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
17.6,573.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
17.8,602.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
18.0,624.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
18.2,669.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
18.4,695.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
18.6,687.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
18.8,694.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
19.0,691.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
19.2,716.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
19.4,727.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
19.6,763.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
19.8,768.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
20.0,773.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
20.2,823.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
20.4,790.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
20.6,832.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
20.8,808.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
21.0,880.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
21.2,862.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
21.4,857.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
21.6,879.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
21.8,976.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
22.0,936.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
22.2,958.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
22.4,995.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
22.6,999.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
22.8,968.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
23.0,1068.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
23.2,964.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
23.4,1077.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
23.6,1071.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
23.8,1089.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
24.0,1078.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
24.2,1083.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
24.4,1119.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
24.6,1076.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
24.8,1134.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
25.0,1204.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
25.2,1177.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
25.4,1194.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
25.6,1209.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
25.8,1212.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
26.0,1176.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
26.2,1150.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
26.4,1143.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
26.6,1145.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
26.8,1085.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
27.0,1174.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
27.2,1135.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
27.4,1086.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
27.6,1057.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
27.8,1032.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
28.0,1021.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
28.2,985.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
28.4,1027.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
28.6,998.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
28.8,975.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
29.0,887.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
29.2,931.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
29.4,909.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
29.6,897.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
29.8,891.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
30.0,853.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
30.2,920.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
30.4,877.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
30.6,818.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
30.8,819.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
31.0,815.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
31.2,792.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
31.4,770.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
31.6,722.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
31.8,742.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
32.0,747.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
32.2,674.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
32.4,741.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
32.6,658.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
32.8,599.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
33.0,622.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
33.2,609.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
33.4,567.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
33.6,557.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
33.8,568.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
34.0,568.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
34.2,537.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
34.4,479.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
34.6,441.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
34.8,424.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
35.0,416.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
35.2,415.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
35.4,336.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
35.6,350.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
35.8,332.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
36.0,322.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
36.2,286.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
36.4,235.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
36.6,240.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
36.8,191.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,10000000
