 0.140     4.188200     0.478820
 0.281     8.746928     1.000000
 0.421     7.475406     0.854632
 0.561     5.225650     0.597427
 0.702     4.487727     0.513063
 0.842     2.915236     0.333287
 0.982     2.742520     0.313541
 1.123     2.143041     0.245005
 1.263     2.008340     0.229605
 1.404     1.962552     0.224370
 1.544     1.558197     0.178142
 1.684     1.547394     0.176907
 1.825     1.425873     0.163014
 1.965     1.336717     0.152821
 2.105     1.250124     0.142921
 2.246     1.152334     0.131742
 2.386     1.124939     0.128610
 2.526     1.056431     0.120777
 2.667     1.014100     0.115938
 2.807     0.946059     0.108159
 2.947     0.941797     0.107672
 3.088     0.899606     0.102848
 3.228     0.791828     0.090526
 3.368     0.806734     0.092231
 3.509     0.769345     0.087956
 3.649     0.757023     0.086547
 3.790     0.721436     0.082479
 3.930     0.709677     0.081134
 4.070     0.687522     0.078602
 4.211     0.673505     0.076999
 4.351     0.645447     0.073791
 4.491     0.650350     0.074352
 4.632     0.625295     0.071487
 4.772     0.642598     0.073466
 4.912     0.639057     0.073061
 5.053     0.645057     0.073747
 5.193     0.663193     0.075820
 5.333     0.718504     0.082144
 5.474     0.741492     0.084772
 5.614     0.815856     0.093273
 5.754     0.901139     0.103023
 5.895     1.007931     0.115233
 6.035     1.115709     0.127554
 6.176     1.255592     0.143547
 6.316     1.339035     0.153086
 6.456     1.422088     0.162581
 6.597     1.455658     0.166419
 6.737     1.425897     0.163017
 6.877     1.389600     0.158867
