Sq,lambda_f,lambda_o,timeStep
"[1.3320455106192963, 0.7867485321957085, 1.1191912106889188, 1.5303176207215243, 1.6859184052541478, 2.036276057971915, 2.5461204003005204, 2.5118310078685178, 3.205335890943182, 3.7454354984773874, 3.8128979689107707, 4.367000548149493, 5.138361447418117, 6.639104147646078, 5.965092127629604, 5.844981288354623, 7.9471309889417, 9.782600206503924, 9.349298925616639, 7.461543897242514, 6.137695809894385, 6.568711165257055, 8.544016073466855, 11.00304265199319, 12.82864385783415, 13.362781254227704, 12.549763026228328, 10.821389920636458, 8.873353485521642, 7.441749263079291, 7.1358879003815465, 8.343613098659807, 11.202081695372948, 15.616836014784194, 21.31015886136951, 27.882219469038805, 34.87275317608215, 41.815408173875, 48.28064849186765, 53.90592842132731, 58.41374371528905, 61.61925781048369, 63.42968782843875, 63.837704362961624, 62.91091181841215, 60.77915549967978, 57.621034132965235, 53.65063720016016, 49.105206615260336, 44.234156070619505, 39.289671902732486, 34.5189630032253, 30.158117144119775, 26.42744883686267, 23.528181289206966, 21.640284728302216, 20.921288999331065, 21.50589479786464, 23.506221153431053, 27.012543849528384, 32.09439817074668, 38.80193820714729, 47.16746293318803, 57.207035815496475]",51.245304,1,6600000
"[1.3488772468279062, 0.7559181263867287, 1.2319627366158508, 1.4775631473364363, 1.6922496790967991, 2.1656953179491705, 2.4994833341662663, 2.557932442406689, 3.0600168446718965, 4.006788276267798, 4.5069284290059946, 4.989088186829759, 5.111938541274274, 7.29593492778941, 6.183448520626168, 5.127607626175515, 7.248547741269415, 9.765500950976868, 9.861554610850876, 8.133184297204528, 6.879418969572059, 7.577694854490992, 10.052738670532616, 13.06954327430849, 15.287820388640306, 15.906971502789965, 14.855549915237065, 12.65589444878677, 10.150012804978886, 8.225371409626069, 7.612050916753502, 8.770857032065834, 11.862099585533093, 16.772364728066464, 23.17506917856292, 30.604478045319592, 38.5286311425686, 46.412267094769874, 53.765447268611766, 60.17690152032693, 65.33322967242448, 69.0262306658554, 71.15106409713295, 71.69792028590108, 70.7395801566747, 68.41682698332859, 64.92322311059353, 60.490343288904064, 55.374192015797775, 49.843236537932995, 44.1682596851976, 38.61407082343929, 33.432999337026445, 28.86002288183312, 25.10934244777243, 22.37219952253053, 20.8157303015383, 20.582662348677868, 21.79167610531904, 24.53827402717871, 28.89602167344449, 34.91804627707062, 42.63869823500098, 52.075299023259774]",51.245304,1,6700000
"[1.293298933605646, 0.7856962849662378, 0.9927422160856276, 1.4195827433499002, 1.6553955408151964, 2.5659404466785354, 2.6359074523258323, 2.5303625195184516, 3.169727422822943, 4.009443735941928, 4.266217218630088, 4.821872120299025, 5.362619970512221, 8.120949820357637, 6.715471719240501, 4.988427029734654, 6.936899997953369, 9.588434440861436, 9.651002874584545, 7.694942155189128, 6.257605705607098, 6.964918354566526, 9.616529183787529, 12.87336238380445, 15.307607121065567, 16.080465287457116, 15.119816564101368, 12.961723353396126, 10.460471149584826, 8.50919735234659, 7.838788143636567, 8.909954170554808, 11.885219155470686, 16.657077447352272, 22.908264484009425, 30.184473260858457, 37.9656373850176, 45.72735795301228, 52.988436454059276, 59.34361098223559, 64.48258677952134, 68.19753214786981, 70.38162845681214, 71.02124473496633, 70.18403455322128, 68.00485853717372, 64.67100953927294, 60.407814194125145, 55.46533357279879, 50.10659866718041, 44.597594076533674, 39.19903980441664, 34.159907756756, 29.71253674013111, 26.069168273878013, 23.419707200487256, 21.93050909457012, 21.74400538438141, 22.97899271919258, 25.73143232987915, 30.075625717605483, 36.06565344980882, 43.73698316735831, 53.10817053679525]",51.245304,1,6800000
"[1.3505040050402095, 0.785435817077706, 1.048988023340539, 1.415478213195691, 1.7109889291588305, 2.154430297496519, 2.458445562552095, 2.730020783097763, 3.220453230787732, 4.400955682839141, 4.761891911978841, 5.034388253486024, 5.347603547815468, 6.782246508732601, 5.567664938726992, 4.842715003032214, 6.889252934426852, 9.086417651453234, 9.148333772201402, 7.779774725089992, 6.974196916502772, 7.887782864565067, 10.260632522936769, 12.992629669551533, 14.949412399918554, 15.475990388403336, 14.532567317548292, 12.573407684974365, 10.3196715836335, 8.534164032070844, 7.852953529609312, 8.689419387184726, 11.203622818225533, 15.320066053350326, 20.775091681482113, 27.177582512562168, 34.07072038070091, 40.98685007382882, 47.49119829880207, 53.21301534660331, 57.86461724428118, 61.24993219674825, 63.264676788727726, 63.89038738982214, 63.18436845977093, 61.26731479385806, 58.310006498684196, 54.5201203162935, 50.12988156983139, 45.385013031433445, 40.53522452234375, 35.826327223368835, 31.49394300489234, 27.75870361140427, 24.82278919078731, 22.86763305937411, 22.052613406626886, 22.514557694631364, 24.36789773939813, 27.70532980630108, 32.59885227814886, 39.101072002348644, 47.24668825977544, 57.054079785701866]",51.245304,1,6900000
"[1.2633662782131887, 0.8148835353662949, 1.0149183771625883, 1.4105339500477498, 1.6446224899499, 2.1228308308824375, 2.313002214187225, 2.771455508328399, 2.760480509456968, 3.5959444139973304, 4.549134922353745, 4.605373149556467, 4.880714080078584, 6.964650361318837, 6.220698138665464, 5.532509801062589, 7.525333860307532, 9.699017140374524, 9.642413491303085, 8.02459892465031, 6.936761890608225, 7.638787815171709, 9.909574335297982, 12.632993750901509, 14.63768932301758, 15.23416375105939, 14.359864160982443, 12.459081763801207, 10.253389309455027, 8.512782410321797, 7.883467408910331, 8.788504473124654, 11.39467928708919, 15.62889790268902, 21.22531388131517, 27.78660441338556, 34.84682363124435, 41.92756111214839, 48.58290790260236, 54.4316403578334, 59.17702548586405, 62.61584092144818, 64.63876504313048, 65.2244136142953, 64.42914179312709, 62.37442249676023, 59.23324560643316, 55.216617179768704, 50.56090844740959, 45.51652756031697, 40.338167397099035, 35.27671748019794, 30.572810531479913, 26.451896193309192, 23.12068760035901, 20.764803158999538, 19.54741951306478, 19.608756889895957, 21.066230630487933, 24.015119543108632, 28.52962047701649, 34.66417758589731, 42.45499307698027, 51.92164316914155]",51.245304,1,7000000
"[1.3878921532995667, 0.8181087693090875, 1.1474551439896383, 1.341747190525099, 1.6154583921416394, 1.8608529454456104, 2.3321209631155937, 2.6375073792442367, 2.837602790867882, 3.6259840096331524, 4.151193657470989, 5.128082244648639, 5.298344839796617, 6.606685038409473, 5.760957632701365, 4.928484469192459, 6.541471933038412, 8.535473651748084, 8.59105586588876, 7.168723175385039, 6.217011269107143, 7.003538388205752, 9.36840868611797, 12.230940596781261, 14.416856302621989, 15.215048047881655, 14.541063304313305, 12.823834335378576, 10.7749845674928, 9.15684413896435, 8.608472743394698, 9.546471594807768, 12.133139089439798, 16.29424499120238, 21.766972048013574, 28.161227437619505, 35.02185375631642, 41.88371563418562, 48.31543076559863, 53.950370093447596, 58.50546923898018, 61.78951071662001, 63.70304360344239, 64.23219236901488, 63.43843015250943, 61.446077606345234, 58.42892377115453, 54.59700648257157, 50.184268659642015, 45.43753843219414, 40.607069036336334, 35.93871553362163, 31.667712917985003, 28.01394591271713, 25.17855654982045, 23.341714021505688, 22.66136594015028, 23.272795863438787, 25.28882468944257, 28.80051025400289, 33.87821795872656, 40.572953984503876, 48.917870588760806, 58.929869525233634]",51.245304,1,7100000
"[1.3497282373940325, 0.7256710447957402, 1.041160873874219, 1.5054754761951519, 1.8488751782875643, 2.321428152386032, 2.32122975763335, 2.273781713873131, 2.7783382905860994, 4.163479206220024, 4.681187910219156, 4.79005370988346, 5.259634543042869, 7.373441448815272, 6.107893032452858, 5.1641513967071795, 7.422974334409633, 9.820929485476562, 9.595869650101893, 7.6941846140427295, 6.7149936848915095, 8.147195801887026, 11.57526996229682, 15.455234160505885, 18.22632955355891, 19.016263600480524, 17.80998658346633, 15.257721616096317, 12.344656692176601, 10.078348921590749, 9.267963642262943, 10.410241714570693, 13.66538070090104, 18.894628170725536, 25.73172682746164, 33.66598288626755, 42.12173721682083, 50.52540192957909, 58.35619028260107, 65.18009221461163, 70.66872841568066, 74.60576298216063, 76.88388225573516, 77.49522256777722, 76.5177566965452, 74.09967144590206, 70.44327942391097, 65.78956049239018, 60.40404863060308, 54.564476210684106, 48.55035715201351, 42.63452456852412, 37.076526428843245, 32.117713212640545, 27.97781425799143, 24.85278559427095, 22.91371430188214, 22.306577153466566, 23.152670176592707, 25.54954770535081, 29.572332266366594, 35.275278812405595, 42.69349746362147, 51.84475753481416]",51.245304,1,7200000
"[1.3467593718631, 0.7485142239739158, 0.9974076243367843, 1.4193107879076694, 1.7661429451218584, 2.0599370881973065, 2.2636667688821506, 2.525310487491243, 3.3735727788679863, 4.128961751118304, 4.457092227507776, 4.96833301513113, 5.497753156131058, 7.825212070488811, 6.499559962459921, 5.0672047961438755, 6.925071321806361, 9.460350012058841, 9.763904219544472, 8.2644474389423, 7.210951966473093, 8.137386969416001, 10.925305849807788, 14.333129552653112, 16.956277839934764, 17.91000220986851, 17.05293968051851, 14.868423729289114, 12.19172166865693, 9.928874811408024, 8.844509310731047, 9.441480273193562, 11.923254069496656, 16.216414729476075, 22.02870718678793, 28.921846348410174, 36.38414506971991, 43.89374672892986, 50.96793764315697, 57.19739321694445, 62.26636794269798, 65.96101199491025, 68.1684578444338, 68.86931447252135, 68.12593002453026, 66.06837837450492, 62.87968612699065, 58.78140172066439, 54.02024789763547, 48.85630475953574, 43.55294329174321, 38.368562456074656, 33.550067559015346, 29.327953609252315, 25.912815275700595, 23.493086480463635, 22.23381064763449, 22.276251629994963, 23.738171094346434, 26.71461751253538, 31.279092636237927, 37.48498190213512, 45.3671546402164, 54.943657666944645]",51.245304,1,7300000
"[1.3844502213833874, 0.8712605143746721, 1.0911794022359216, 1.439427400871818, 2.03298752939202, 2.0149420059876286, 2.3876336822039366, 2.803832917419978, 3.2226747462982535, 3.648558413863383, 4.256646368616415, 5.088281866717233, 5.7550959779499715, 7.900464753664637, 6.813572597376941, 5.981426696743276, 8.246632571432533, 10.677000743057175, 10.527126464056977, 8.573218300006298, 7.262094510257701, 8.115646865657894, 10.908803276084317, 14.312257852778636, 16.894122951647653, 17.789458000528697, 16.893261552943923, 14.717918581759156, 12.110116045869468, 9.97013187318929, 9.045497093393857, 9.817528658710474, 12.469221703761031, 16.911091411490084, 22.840541692512534, 29.814553068461763, 37.321355799571876, 44.84237095732312, 51.90022920711438, 58.09190797780466, 63.108073750933315, 66.74081802518039, 68.882397509716, 69.51756716120543, 68.71181588478072, 66.5974148486136, 63.358758095518596, 59.218069484598956, 54.42219793081486, 49.23093572792263, 43.90707266626527, 38.70823568127413, 33.88045096316165, 29.65329310265296, 26.236444679922947, 23.817471567692717, 22.560617316798037, 22.60642889880839, 24.072041627452474, 27.051970180285384, 31.61927309161061, 37.82697838498304, 45.70967719269292, 55.28520970248675]",51.245304,1,7400000
"[1.2940601158118648, 0.7375599009594953, 1.1171420079780334, 1.375728820980846, 1.7720555938454101, 2.1319481694795477, 2.064208027745005, 2.9386063915143508, 3.036152564697207, 3.5497633258829775, 4.159964998477971, 4.953155834865084, 5.551438946536174, 7.220724006551513, 6.243581014217041, 5.762025765896287, 7.933453294433227, 10.044056775095841, 9.795563000713654, 8.025914633288727, 6.93620498767745, 7.805369586630093, 10.346935050674682, 13.341846597005794, 15.53480381593159, 16.2026366721981, 15.297645286361076, 13.306337185760718, 10.996310632926004, 9.171545821645521, 8.494264826868815, 9.387162541792073, 12.005683201181744, 16.260569606846996, 21.8700719666574, 28.424528078085558, 35.450770168129225, 42.46847245193082, 49.03442455344373, 54.7735748781915, 59.397573208811295, 62.712615919885714, 64.61886240578384, 65.10374119576959, 64.23126083720037, 62.1291071132803, 58.97493046108594, 54.98286026830822, 50.39095684062487, 45.45004110059276, 40.414129277088165, 35.53254115680013, 31.04363870210607, 27.170078558390017, 24.11541882102533, 22.061899855217042, 21.169214543298025, 21.574089871356218, 23.39051520687432, 26.710469918002257, 31.60502194296579, 38.125688011125135, 46.30596444587352, 56.16295423833033]",51.245304,1,7500000
"[1.3410665718653234, 0.7755128763097319, 1.0616474660474111, 1.2713308290793544, 1.673492605830817, 2.156128390000093, 2.359991758700926, 2.7519260669033643, 3.1521355327999796, 3.7785667670763288, 4.121909023622421, 4.883999386181931, 4.86782850579936, 6.333961774394412, 6.013959207935148, 5.677652178633124, 7.117135438486378, 8.455250536035523, 8.127750538914107, 6.956078481596478, 6.630101168723285, 7.955899306020063, 10.497899615674058, 13.171848331755088, 14.958315987946573, 15.317639957488954, 14.271898748808988, 12.276931310876703, 10.015431190771956, 8.198503910209444, 7.4182539486809995, 8.06288669080739, 10.288314803339505, 14.032451434635947, 19.05658772403613, 24.999816515658672, 31.435571901665988, 37.922844054682194, 44.0478166477366, 49.454224893146254, 53.862550753072256, 57.07931005486298, 58.99826962871767, 59.59560894942268, 58.92094883769538, 57.0859238309436, 54.25166008804111, 50.616195071008754, 46.40257413205503, 41.84810096488565, 37.19501036091726, 32.68267211106407, 28.541319275146, 24.987215526653998, 22.219127523715237, 20.415942313326585, 19.73526055521261, 20.312798792293236, 22.262444067376144, 25.676818803256907, 30.628230747480867, 37.16990031826969, 45.33737478325667, 55.1500546672113]",51.245304,1,7600000
"[1.1993517979635446, 0.7496680868972627, 1.061299117198683, 1.5385421438636175, 1.8139402711218169, 2.125877349183811, 2.2324494077286454, 2.8597976648648014, 3.237253437396841, 4.052526501041088, 3.997773484354387, 4.41137788911015, 4.407855042694858, 6.699367413473667, 6.138525875212951, 5.2628311375328245, 7.103638712441359, 9.285688799837832, 9.295286696561512, 7.801348360162652, 6.996583213934531, 8.186841542484652, 11.069651584154185, 14.369609901609808, 16.767702302947264, 17.49705472322422, 16.497231447658784, 14.270293476862093, 11.61806359547106, 9.386632464287848, 8.279589486582672, 8.75488007854588, 10.99468376126014, 14.927689131789334, 20.282256836194378, 26.652484409606753, 33.5641812357783, 40.53263139058432, 47.10803676454183, 52.9074743252379, 57.63412548713477, 61.085622270408486, 63.15381925093664, 63.818343919780176, 63.13606736848449, 61.22829726891106, 58.26711242082911, 54.46188731905741, 50.046726727550585, 45.26925767165221, 40.38101208507585, 35.62947358039437, 31.251749146637867, 27.469752520326093, 24.48674214062866, 22.48503542120797, 21.624716129482103, 22.04315775437431, 23.855198810445977, 27.153823022277972, 32.01121605218545, 38.48008934601146, 46.5951797686818, 56.37485036997611]",51.245304,1,7700000
"[1.256957842134144, 0.8348535087738661, 1.008138074570802, 1.5379113138997753, 1.7897312228553197, 2.265475468770815, 2.3531740602911735, 3.011404287266704, 3.0838291077695077, 3.964693984316532, 4.87081894925513, 5.020797180886788, 4.952333373308521, 6.957001743649354, 5.715158456344518, 4.7541706717384224, 7.028807180976402, 9.50241295177787, 9.385632557507119, 7.516553723005229, 6.336279144438311, 7.274577156696674, 10.046833127090755, 13.36372212274574, 15.894493448824145, 16.859255604838214, 16.173095855529755, 14.301448741018056, 12.005398795246654, 10.096090046056773, 9.25452342927164, 9.930106151508578, 12.308372183937633, 16.329166322887332, 21.735476386473724, 28.13597021656295, 35.06865365606303, 42.05749748067134, 48.657671863594125, 54.48790402625639, 59.250427717573274, 62.74014900845727, 64.84519289635222, 65.5411038442082, 64.88081090145546, 62.98215970046675, 60.014448872377784, 56.185045640039654, 51.7268284392731, 46.88692963848685, 41.917033221177206, 37.065317933824126, 32.57001932426378, 28.654506189750247, 25.52371997864326, 23.361802084898212, 22.330727248062146, 22.569766115794735, 24.195612275617965, 27.30302556821214, 31.96586196240611, 38.238379099653606, 46.15672474012441, 55.74053210795977]",51.245304,1,7800000
"[1.3871900564542357, 0.767705159099276, 1.243859838991831, 1.409416711440519, 1.8429096620422123, 2.225156200800437, 2.5046471359728972, 2.864511617436997, 3.2097042824406863, 4.679956559922479, 5.046244994494338, 5.3667754877465965, 5.136025016106166, 7.104833295261192, 6.5213021686096075, 5.921688548743697, 7.864695687292473, 9.855560663186196, 9.463629864870517, 7.437573115475795, 6.075845555477282, 6.814946893546759, 9.438905575717675, 12.674627526641451, 15.143549105802746, 16.0076086674067, 15.161741922400243, 13.101275465699716, 10.649655533350224, 8.68526357975885, 7.938816355197751, 8.880847887100268, 11.688968433130757, 16.27240452609195, 22.32995168501263, 29.421412856110063, 37.03829868920087, 44.66508860209499, 51.826832491902785, 58.1220847288191, 63.242203672034236, 66.97915508135426, 69.22438695711885, 69.96133008747849, 69.25380856124286, 67.23225262698905, 64.07918275999417, 60.01503347628161, 55.28503730576518, 50.14760485374713, 44.86441648092462, 39.692279035428385, 34.87668856344932, 30.646967472797638, 27.212803114081094, 24.761996134322462, 23.45922453148664, 23.44563772584491, 24.839110031432735, 27.735001588171738, 32.207294907478115, 38.309995189454746, 46.078701517834354, 55.53227335499709]",51.245304,1,7900000
"[1.3088407292431106, 0.7601405304386875, 1.1638113301740747, 1.4959858068152923, 1.8293525847701975, 2.2145083849964724, 2.709173107310706, 3.024074928440199, 2.6916613957068773, 4.106569710576402, 5.126039524265274, 5.46251184888986, 5.033137206868148, 7.17628228099467, 6.191358239938899, 5.222889769215108, 7.420331191642885, 9.814459223720569, 9.58347194768842, 7.649268698760672, 6.574140322426449, 7.793696994900248, 10.89369275425907, 14.413291639515705, 16.911614528909922, 17.60647244151416, 16.503415114964184, 14.203289528597448, 11.597907278408558, 9.590970978939122, 8.904763883051192, 9.981786242734245, 12.964767298967981, 17.730056329478188, 23.950376426816504, 31.167920722310566, 38.86470351838282, 46.522434864664575, 53.668379487010334, 59.90660062109532, 64.93582536897193, 68.55613898087223, 70.6670677458308, 71.25955995427613, 70.40409210520552, 68.23673696594606, 64.94461421251705, 60.751753723069946, 55.9060628796041, 50.66781287337498, 45.29984513221791, 40.05954186732295, 35.19249587597751, 30.92774486215239, 27.474395785958464, 25.019447296606742, 23.726616596318152, 23.735985886124546, 25.16429882214194, 28.105756163237068, 32.63317987280457, 38.79943488116915, 46.63901657401694, 56.16972928692077]",51.245304,1,8000000
"[1.2812225489490754, 0.7086408954674487, 1.0640622455623991, 1.3951007066494825, 1.6814884864552768, 2.133009683704603, 2.7106090548315724, 2.704742606667459, 2.8966619732631784, 3.5589309015352817, 4.254450964977891, 4.900151844048125, 4.832685722589096, 6.236773757661749, 5.750475263284388, 5.623220768036994, 7.8566699029501486, 9.954575569259909, 9.696410068684505, 7.925297487092015, 6.871128166494144, 7.850226142618724, 10.58012858572544, 13.800127215931928, 16.188582920928322, 16.964309295352756, 16.054009214068213, 13.957390836589667, 11.485353056449389, 9.499311961582904, 8.717213938613567, 9.604421045778846, 12.340433195768853, 16.84091544627138, 22.81277354182612, 29.82328676515008, 37.36941265087687, 44.9385175955599, 52.05608920068011, 58.31916000517696, 63.41625173933887, 67.13582011131076, 69.36567472629645, 70.08588771762697, 69.35747040357869, 67.30872635559578, 64.12077543994958, 60.01334523685267, 55.23157586228489, 50.03429535075432, 44.68399734312089, 39.43858596339099, 34.544836189651875, 30.233442345675407, 26.715483433733066, 24.180113751346017, 22.793283733461525, 22.69730372948462, 24.011078203966818, 26.830856467621597, 31.23136622557735, 37.26721640964252, 44.97447492695848, 54.372344504163266]",51.245304,1,8100000
"[1.3227731554360205, 0.7434988747324587, 1.0152832025707352, 1.461576723201164, 1.8265722058046765, 2.322546733323496, 2.655992890151961, 2.7459328947427286, 3.0909090449920043, 3.8515834032223517, 4.429290584626501, 4.8506910852644625, 4.744032056273694, 7.028607460333689, 6.4845853623242595, 5.763336320064361, 7.7176903613540855, 9.717945637420996, 9.281191733392472, 7.359693980630596, 6.418657284345594, 7.818453365154065, 11.089299650897548, 14.709211407174871, 17.183822454430402, 17.713326775041562, 16.333108516297838, 13.70991627428318, 10.814146311290381, 8.618376777549868, 7.889999284918573, 9.08839223521339, 12.347766236190274, 17.51734885474743, 24.232018875692393, 31.992498858228995, 40.24111493926439, 48.42518937412392, 56.04473117740873, 62.684207254987385, 68.0300416454598, 71.87641152905374, 74.12218021437407, 74.76167369969409, 73.8716530277862, 71.59638820101308, 68.13228373891602, 63.71308916547054, 58.59637340353869, 53.051657665744195, 47.35038459690428, 41.75774450488415, 36.52627264176769, 31.891064457685786, 28.066419084587363, 25.243706831117738, 23.590257446988826, 23.24907702507234, 24.33921859981191, 26.956651794430066, 31.175498163094325, 37.049519748985304, 44.613767937008326, 53.886317406467654]",51.245304,1,8200000
"[1.3100277186076443, 0.7900090025047791, 1.1982819127429, 1.3545161831306958, 1.7774678325857607, 2.390664430556893, 2.233858676196022, 2.622193581160643, 2.8927178862965572, 3.8178136528716036, 4.958838123933119, 4.869856457029046, 4.996800823469945, 7.307466952015497, 6.589464191723516, 6.010833151105467, 8.11713390953576, 10.102116040214078, 9.580462336933335, 7.530358724232472, 6.2949419643683315, 7.157340263033821, 9.754622958940395, 12.805862092419325, 15.044779291540058, 15.772449287395222, 14.9709503109363, 13.142363823530559, 11.050693547272648, 9.482027973604657, 9.074652337470713, 10.228559361585763, 13.08222873715822, 17.536841967480413, 23.308073793810188, 29.989095842339257, 37.11301444821264, 44.207363162927564, 50.836898622988755, 56.6336281731818, 61.31477224521047, 64.6903836336894, 66.66279404549745, 67.22011357976973, 66.42582156930762, 64.40617311017603, 61.33678628710401, 57.42942326060359, 52.91966421010838, 48.055910666897766, 43.089947340945244, 38.269135983695264, 33.83020455893735, 29.994522105665073, 26.964706223084544, 24.922388839038806, 24.02696063307557, 24.4151201108287, 26.201065899079712, 29.477187354091992, 34.315126869926935, 40.76710581840956, 48.8674238424782, 58.63405764261803]",51.245304,1,8300000
"[1.2362231051801411, 0.7701391714344658, 1.172515292436787, 1.3955706402578478, 1.6685674211139176, 2.095332787326228, 2.2138132823402, 2.5219439057146102, 3.123693786302398, 3.7576815904979814, 4.435807761781292, 5.426632433538426, 5.854615287282619, 7.252604291246755, 6.126140065614734, 5.542604138752434, 7.82549093957818, 10.116694381911145, 9.87520780734289, 7.986094672151947, 6.870472212374672, 7.936172815155533, 10.847598192117896, 14.22963046133077, 16.670794867999376, 17.36129304072172, 16.254980548702807, 13.9104567372964, 11.204440829135978, 9.053576316642676, 8.211606276490055, 9.158405534420567, 12.06931332191702, 16.841967976940143, 23.156733851926163, 30.550705696211303, 38.49089130071559, 46.43767174827309, 53.89416219233312, 60.440384612886284, 65.75328368148399, 69.61478178082946, 71.91053336575725, 72.62203787328819, 71.81449593508286, 69.62238729312924, 66.2343064096838, 61.87817212737561, 56.807562282825074, 51.289625511137444, 45.59479132797028, 39.988329928807865, 34.72369579790775, 30.03751406070321, 26.146025873514077, 23.24279049560738, 21.49743992263744, 21.055291408554307, 22.03763951505825, 24.54256928586117, 28.646153457830916, 34.40391773577973, 41.85247807532497, 51.01127205660826]",51.245304,1,8400000
"[1.2459660659069225, 0.7084639544417718, 1.158880149739575, 1.3557972506556981, 1.4871064508099312, 2.0131324595360978, 2.2506728610420303, 2.787845758526916, 2.8116905156246923, 3.2054094646104105, 4.299052935591406, 5.227027652144777, 5.517195368857564, 6.880583189796305, 6.082765863772293, 5.773586342256056, 7.8659749344418595, 9.808076538405487, 9.436310619706257, 7.620254970941124, 6.579905257494295, 7.625604872616235, 10.473536212605971, 13.845720711308415, 16.380077383460232, 17.244019059176345, 16.320865031061015, 14.088185756277962, 11.359092184855195, 9.016699011343306, 7.811737776665519, 8.245229030029465, 10.529176089276245, 14.605232379541595, 20.198677314339147, 26.88797278529414, 34.175299422072406, 41.54878675763175, 48.53165585193358, 54.71683513766558, 59.78780579438073, 63.52767173849642, 65.8189759374992, 66.63683275771037, 66.03770809864646, 64.14579880659224, 61.13853834313559, 57.23234771925534, 52.66939234086472, 47.7058105585938, 42.60165011389054, 37.61257907877005, 32.983319659137386, 28.942676666608126, 25.699988174787364, 23.44280552530853, 22.335606448783484, 22.519353017851866, 24.111721138844555, 27.207847108973738, 31.881457124115848, 38.186265948521594, 46.15755023757668, 55.81381963614833]",51.245304,1,8500000
"[1.3375434197969749, 0.7852773723506912, 1.034311178639481, 1.276359693570867, 1.6578160993230235, 1.9829025552519575, 1.8981097476713213, 2.9456997806034826, 3.0228633118611565, 3.6542365220742026, 4.710680225305589, 4.878472160022502, 4.961910051893127, 6.368678542888746, 5.534560344141829, 5.059271328950679, 6.970475587767708, 8.915351177742151, 8.782928018448843, 7.3325621546596365, 6.621620562282096, 7.832564553892284, 10.63137830399683, 13.775670895359886, 16.002251350348907, 16.599826237441704, 15.555146240376512, 13.406089267600228, 10.9765813893411, 9.119248150818608, 8.528386056465969, 9.63869135125303, 12.59878491280344, 17.298042158209945, 23.424299825731573, 30.53376675828644, 38.1197824935596, 45.672222496218716, 52.72355929262327, 58.88063271916069, 63.84313587178162, 67.4108922324707, 69.48242180646625, 70.04728816831387, 69.1744606088326, 66.99854625880593, 63.70533430335275, 59.51770246514925, 54.682593964896654, 49.45949302089374, 44.110609513312596, 38.89282332269762, 34.05132764858391, 29.814839010177383, 26.3922006687467, 23.970187951439293, 22.71232175013526, 22.75850499073227, 24.225312012108056, 27.206779508277396, 31.775567788956675, 37.98438110918734, 45.867554743456225, 55.44273376347296]",51.245304,1,8600000
"[1.318875253168561, 0.7454459099604723, 1.2133615989809876, 1.2934440841606745, 1.9853419257158231, 2.2025672424538314, 2.389113038285006, 2.5824603094005716, 2.922688773394691, 3.8992073812545036, 5.022345788649328, 5.176110181330885, 5.313876132292937, 7.5283106926239345, 6.053587064309847, 5.293749806483831, 8.232486216659817, 10.99105463410324, 10.437204764587806, 7.836122359141949, 6.266354060995805, 7.4813064605486765, 11.070083846000424, 15.341045505154836, 18.546013438645723, 19.653813461456053, 18.54633360987561, 15.828767318719695, 12.489635550850505, 9.574549934143052, 7.95187419611986, 8.186987610040003, 10.508998199909952, 14.841788714429486, 20.871323282087776, 28.126621756198503, 36.05875000142261, 44.10854972196731, 51.75883038673336, 58.57023027285568, 64.20210679487322, 68.42093727104574, 71.0991061558279, 72.20688622699423, 71.80009199941256, 70.00543763241184, 67.00516288439765, 63.02205496565689, 58.3056197508157, 53.11985279337558, 47.73282779803596, 42.4081503811868, 37.39820809417812, 32.93907323120379, 29.246872987783018, 26.51542344688038, 24.914922512711886, 24.59150663017035, 25.667492597825174, 28.24214581749483, 32.3928376615119, 38.17647574541221, 45.631110788324975, 54.777641854638745]",51.245304,1,8700000
"[1.3650747760804367, 0.7576263850285262, 1.0751543190433044, 1.4159053290095593, 1.7749032537258917, 2.0795010259673665, 2.1744955355524347, 2.908827664405514, 3.3794600990426096, 3.381007323900862, 5.004666738695023, 5.195110618084105, 5.301398352229611, 6.871867130237198, 6.031283105336657, 5.7944039700454155, 8.19327104466718, 10.41268851714588, 10.156124715088328, 8.305667102699607, 7.076459459509826, 7.76266616650026, 10.129195250739945, 13.021734361642105, 15.221082870482947, 15.995169934320352, 15.25661278610478, 13.447312906861695, 11.305157674353667, 9.626450889453137, 9.084350045509725, 10.122497656840928, 12.91830982532731, 17.398902216354845, 23.28987986234083, 30.179330867603653, 37.583591476437235, 45.00596181630905, 51.98361036737309, 58.12102015130951, 63.110447895267534, 66.74111558234654, 68.89943002787086, 69.56263489998229, 68.78811804558327, 66.70026216956958, 63.4763355542165, 59.33253367966876, 54.51093763595423, 49.2678673919876, 43.86388111914581, 38.55550223206181, 33.58863614688283, 29.193560063606764, 25.581322477073588, 22.94136657068336, 21.44018631317506, 21.220830423132508, 22.403083076642144, 25.08416807679929, 29.339842844199616, 35.225768409425186, 42.779060532983195, 52.01994450386265]",51.245304,1,8800000
