Sq,lambda_f,lambda_o,timeStep
"[1.3762047025218787, 0.8827893273233222, 1.0611891989099618, 1.2652322102276403, 1.5252390397787094, 2.0887094019826145, 2.105307122479994, 2.638390030766106, 2.6402596600648707, 3.2647824668128638, 3.419744466414252, 3.6401009491422114, 3.7144630862536023, 4.51048795617794, 3.9858059220803383, 3.825247600071533, 5.190856424301804, 6.283596897294338, 5.694393817018681, 4.17017982638039, 3.3631365432992273, 4.216689824612579, 6.484026942409614, 9.16615733343498, 11.186026016588245, 11.864335937430116, 11.087400613030264, 9.235983749934283, 6.9921478012730764, 5.123120018719336, 4.303382622318894, 5.001107921887048, 7.4303717328802374, 11.556787393245411, 17.138971751846654, 23.78859354879357, 31.035022452536936, 38.384866812574735, 45.370770152761615, 51.58713912816753, 56.7128196944235, 60.52218556221763, 62.886828175764904, 63.77024395904171, 63.21778858530762, 61.34385834475059, 58.31787276111386, 54.35024092397486, 49.67913778083724, 44.55861593957812, 39.2483393582315, 34.00504510290764, 29.075711060236937, 24.692322175214354, 21.068076346269837, 18.39484519987583, 16.84169743626496, 16.554297459849376, 17.65500502851649, 20.243519246846134, 24.3979299046378, 30.176059197316174, 37.616996120446984, 46.74274361048062]",51.245304,1,2000000
"[1.2769843208731242, 0.845843740136742, 1.106894996400577, 1.204794766716223, 1.6950138462241295, 1.775022502682386, 1.9889286065870881, 2.550503629964339, 2.7693414544918524, 3.4197471762494134, 3.6073376965563786, 3.804859125338048, 4.053258111403453, 5.346574247710293, 4.206602209595142, 3.814291943640826, 6.0958481148718375, 8.05098154365239, 7.365650989475662, 5.088781112481383, 3.590823592731218, 4.1784860209578, 6.526286007344873, 9.389164213543165, 11.51082373387809, 12.164946451121141, 11.276356130738394, 9.279801021399562, 6.883044307668421, 4.841541569993878, 3.793564668060171, 4.166518718770217, 6.145559552073657, 9.688017822609648, 14.566233970425188, 20.423783132227996, 26.833713790733356, 33.35120613229646, 39.55637726913467, 45.08555949542044, 49.65120652790192, 53.05171778582337, 55.17304846996863, 55.98414481483592, 55.52814861244153, 53.91106673622193, 51.2892846140643, 47.85697500477965, 43.83415028710103, 39.455846228670836, 34.96271464811873, 30.593140869987867, 26.576884532057633, 23.13016230235937, 20.45204106735673, 18.721983213384867, 18.09837563050035, 18.717875931648088, 20.695419039960594, 24.12474163506479, 29.079298658501695, 35.613463518434024, 43.76392069239095, 53.551175396244695]",51.245304,1,2100000
"[1.2675141911376901, 0.7910880080131306, 1.1432221966697127, 1.3792550751192931, 1.5434292282536872, 1.9215773512000203, 2.0857456099857443, 2.674627659290446, 2.9265621022604873, 3.548543506560092, 3.96961796702722, 4.016661127474949, 3.825580377498678, 5.471120651321233, 4.788812309131139, 4.26971106763398, 5.9965253482430265, 7.464234525271511, 6.639301862822108, 4.477377671029403, 3.1301875830762236, 3.798427389106971, 6.179861708433598, 9.086007384942425, 11.28362772286513, 12.032839128225557, 11.236229502079752, 9.321423886172369, 7.010494492739956, 5.087115072421937, 4.21923709975065, 4.854984841146589, 7.185879534999977, 11.160831661903131, 16.53194367459264, 22.915272485049528, 29.853722231286707, 36.87358740040491, 43.530094917495624, 49.44024733078053, 54.303297392216265, 57.91039943798312, 60.1455641904477, 60.980178255465276, 60.46320201841064, 58.708858758492234, 55.88326589974284, 52.1910967162152, 47.863032700057914, 43.14449021598079, 38.28588491076047, 33.534531135876186, 29.12815493302502, 25.289919854260265, 22.2248167988811, 20.11724456551157, 19.12960041627886, 19.401704289438463, 21.0508921796986, 24.17263045376439, 28.84152116398242, 35.11258714258942, 43.022743723249285, 52.59238067648525]",51.245304,1,2200000
"[1.2636096337720888, 0.771493656286318, 1.2062391850843115, 1.4181747695269276, 1.7204417852100349, 2.088552727042702, 2.0790959825173663, 2.8174817084428097, 2.823732261924048, 3.4481159216417074, 3.5753391081516908, 3.6174702983629183, 3.707273563096874, 6.005011173711067, 5.0456216984533, 4.214168182733977, 6.391896741820501, 8.457506892543007, 7.762606131751041, 5.40809393974931, 4.038788208254987, 5.126649320050556, 8.250522599536579, 11.879503021576241, 14.457270061317054, 15.089978649643573, 13.71935979010906, 10.947108403281264, 7.720816684977892, 5.030947443340235, 3.6920005719766253, 4.224793301958722, 6.825816589183497, 11.397785827199879, 17.61500336953453, 25.001995750725502, 33.010329285306625, 41.08455573588606, 48.713053779623785, 55.462928036903484, 61.00024925800755, 65.09803857253671, 67.63480470378694, 68.58638921207225, 68.01355949667573, 66.04735467484606, 62.87372937262725, 58.71861095617985, 53.834115625331016, 48.48636864937016, 42.945143132373985, 37.47536309999198, 32.33040063737469, 27.747022867405335, 23.941802935700235, 21.108791299414662, 19.41824240677349, 19.016201671669872, 20.02477418541913, 22.542916688292376, 26.647615690918517, 32.39533575947102, 39.82364188102599, 48.952917937537435]",51.245304,1,2300000
"[1.1938067778269073, 0.8028479488828474, 1.0315467119729744, 1.5016922474632237, 1.6180095499958793, 1.9275040406463653, 2.163873798453183, 2.58785001725775, 3.005486910626572, 4.027414308882728, 3.8687460791339623, 3.8024744370186383, 3.5252873204682182, 5.804392350400974, 5.116180691210361, 4.389164119249022, 6.398141705716821, 8.261590541956897, 7.526152452059349, 5.294179227446638, 4.071100744080824, 5.187127704035948, 8.182269705904215, 11.594061223570113, 13.976192726471892, 14.518438582980098, 13.188700809186019, 10.563222276315694, 7.536649184884023, 5.043756413659986, 3.8568328199999407, 4.474174163267748, 7.088237733266066, 11.611146062060104, 17.734055095933137, 25.000592164307815, 32.87999376728345, 40.83095069262978, 48.35164031481951, 55.01471258496123, 60.48814097497208, 64.54404943099823, 67.05812463587597, 68.00225000655708, 67.43274386381634, 65.47619107242328, 62.31442231234241, 58.16977839363416, 53.29143151777044, 47.94323489188996, 42.39333821987089, 36.90563391195094, 31.732978548016987, 27.112056301878887, 23.259706115322626, 20.370513899437494, 18.615467808918627, 18.14148297062837, 19.071617547029543, 21.505821405601207, 25.52207960625183, 31.17783380825842, 38.51158450152336, 47.54459507069703]",51.245304,1,2400000
"[1.2853291221350056, 0.7971989490666187, 0.9882030148301169, 1.2636801969699352, 1.7491639510701025, 2.006363826874608, 2.110203888239858, 2.193471417284243, 2.7753842869298917, 3.4610597270862242, 3.673405372532124, 3.9315013188767405, 3.761458372067246, 5.436154041255567, 4.734794120776378, 4.324163689684256, 6.4906982373149, 8.387086691778713, 7.651509456051598, 5.377183546388409, 4.076839353432312, 5.141105809352205, 8.167225020674998, 11.700786554316513, 14.255596817004637, 14.961512735673892, 13.733756266784656, 11.117421378853024, 7.999332253290954, 5.324439197886282, 3.885783663272267, 4.206449414775456, 6.503157482297455, 10.709182640173546, 16.532636658002886, 23.52978240546346, 31.17856714521147, 38.943081368602094, 46.324244517117776, 52.89539316179155, 58.32364659685741, 62.379154726946304, 64.9348456498286, 65.95932257753076, 65.50530616837399, 63.69562359806198, 60.70830837096417, 56.7619560311157, 52.10211367909067, 46.98917935316785, 41.688052441497334, 36.45960286722896, 31.55390593290009, 27.205111468250898, 23.627770684537168, 21.01442336694154, 19.534244588165734, 19.332558276838302, 20.53104031330691, 23.22845307591563, 27.50177417963824, 33.40760293238766, 40.98374774620347, 50.25091576632848]",51.245304,1,2500000
"[1.223577408785728, 0.7861172217076271, 1.1063048148235664, 1.3428520281519114, 1.7285167060876723, 1.9091587805062267, 2.3135591936752133, 2.8553842481335696, 2.768588983269383, 3.220098370823986, 3.466471404146162, 3.882041367525932, 3.8966226522868923, 5.430530598651638, 5.066245780731159, 4.483480657843606, 5.795850238764234, 7.181604708808506, 6.743929827831646, 5.10543310364944, 4.124800893227586, 4.92612231788506, 7.261232268975911, 10.015478878386126, 12.003199060344471, 12.509238455041592, 11.455437426335317, 9.294228897532586, 6.778693109867895, 4.723851532230554, 3.8221441100716764, 4.534227970824989, 7.050444503683809, 11.30606371437301, 17.030288278416965, 23.811007634662108, 31.161554909397086, 38.58041924042132, 45.59901671637835, 51.81581242090083, 56.91725544001658, 60.68726687319294, 63.00761110027281, 63.85159260303879, 63.27333609333705, 61.394566902654766, 58.390410384347454, 54.47533679438345, 49.89002767661642, 44.88964767191331, 39.73377566872503, 34.678077534270024, 29.967681650707096, 25.832139028571877, 22.481802830175777, 20.10543952807197, 18.868878705762103, 18.914515062631086, 20.36149014695677, 23.306399440559755, 27.82439029954953, 33.9705362904941, 41.7813925865687, 51.27665466204131]",51.245304,1,2600000
"[1.28731509839695, 0.8263589518031867, 0.973116950833012, 1.3477434168306925, 1.7224593688073278, 2.1382406157351137, 2.224628785279469, 2.697996177102438, 2.973023298714217, 3.4958134519114408, 4.040309652556974, 4.218677279787195, 3.8255490743644214, 6.119002586757541, 5.647371418429892, 4.625941035810926, 5.967516624155903, 7.53787923431057, 7.164131303383778, 5.580009852019926, 4.762865508298188, 5.781186813071904, 8.260346157928547, 11.018716194560533, 12.89500175645223, 13.247997373628646, 12.06883464487296, 9.843192406507079, 7.317513582150542, 5.273526722591417, 4.361741338839762, 5.007008293823861, 7.378367968319866, 11.406545586434815, 16.830884427781225, 23.259782646227222, 30.232566323063196, 37.27483245078212, 43.94289758247844, 49.855777367724095, 54.71504966261003, 58.31411719639695, 60.53894725859919, 61.362499031389234, 60.83490880352687, 59.071212452044335, 56.23803246407027, 52.540302353516964, 48.20877943539668, 43.488824721930065, 38.63071144108689, 33.88155923589561, 29.47887337260522, 25.645589462139462, 22.586476238369787, 20.485724395013648, 19.50554192911756, 19.785580590127623, 21.443029726254576, 24.573229894404307, 29.25067674623825, 35.5303043001641, 43.44895467618049, 53.02695803569455]",51.245304,1,2700000
"[1.2264241393364603, 0.7624509988097578, 1.1138897197894688, 1.340612703581373, 1.7563726269488935, 1.856393691794691, 2.2070770919475073, 2.7575201185511666, 2.928050010356484, 3.2705752359739324, 3.6132490537331163, 4.0241059187625705, 4.080395946266811, 6.00290561858805, 5.273797613752344, 4.484622467624997, 6.254223366603947, 8.088256414526688, 7.647546396802985, 5.7906278843034835, 4.754772633934122, 5.783328159649245, 8.505654836830889, 11.620465812087707, 13.814563191292539, 14.333638335645409, 13.12529618324865, 10.698250739449376, 7.866621222508213, 5.4973653767819135, 4.320614075793341, 4.820182787760339, 7.196942888846788, 11.386721564519313, 17.112038448980417, 23.949373370234778, 31.398086206840304, 38.94188364230764, 46.0979218351573, 52.45185628033618, 57.67934471529087, 61.55580330149218, 63.95681335859789, 64.8516867905317, 64.29250693991233, 62.40061078997662, 59.352069160560916, 55.36331864302004, 50.67773930591169, 45.55367256357102, 40.25413785758362, 35.03833101934572, 30.154863442496833, 25.83662010767543, 22.29706674379614, 19.727813560763227, 18.29723791197653, 18.149975174741726, 19.407101597217476, 22.166851505719606, 26.505731688435784, 32.47991631233198, 40.12682530844817, 49.466807127740715]",51.245304,1,2800000
"[1.1566183879924559, 0.7487929233022322, 1.1278087299846555, 1.374366646665457, 1.6276418312333898, 1.8289411576490686, 2.4201650028560464, 2.842791957948738, 2.9723183019765407, 3.431973630391664, 3.712170057250132, 3.8232365297941806, 3.9285945469041197, 5.9321007414259155, 5.3136334426844165, 4.3367991101131915, 5.714470531967123, 7.435846267082493, 7.282275396983759, 5.785738418119483, 4.858299313884842, 5.672782529651203, 7.9837742389647754, 10.665686311251406, 12.541800442914772, 12.929592696382711, 11.789538313248986, 9.598963592206298, 7.112379539556818, 5.124660996896685, 4.295555000014238, 5.051152679825283, 7.5538521989410015, 11.722356530063102, 17.28181569339051, 23.827092204327528, 30.886590383203472, 37.9786108519768, 44.656021298015254, 50.53790712069987, 55.328788998936965, 58.827112558221934, 60.925220222004086, 61.60309643231697, 60.917996063275424, 58.99174625129637, 55.997141711071016, 52.144489406730685, 47.66903256396119, 42.819711526892924, 37.84950354617775, 33.00742201303173, 28.532141101816997, 24.647136018246382, 21.55718380275448, 19.446047373133798, 18.475159764539814, 18.783131089197806, 20.4859134845348, 23.677476149063935, 28.430861230058454, 34.799510258885434, 42.81876899353763, 52.50749528906996]",51.245304,1,2900000
"[1.2436593247033458, 0.8295360394802372, 1.0835308162238984, 1.4887056708078252, 1.6784635983542102, 2.136721472777073, 2.1882740549081006, 2.5456931680048416, 2.8867338528713153, 3.3017492933673567, 4.004580112336421, 4.458289479666847, 4.090160978494166, 5.652679297443669, 4.952064870023825, 4.551777862348102, 6.573943752630331, 8.332272343611896, 7.746867678414378, 5.903656088518003, 5.019664749637691, 6.190766239541552, 8.935113213807577, 11.940879251979785, 13.962829495578413, 14.338758914265767, 13.085998352330884, 10.738008253125667, 8.088975623615273, 5.955650059671413, 5.00654965122303, 5.668922205866182, 8.102829443187328, 12.223570455751261, 17.752962885383326, 24.282988081673604, 31.339644490985705, 38.439209881883585, 45.13281592467531, 51.038035121532424, 55.85806708035775, 59.39021700794718, 61.52586389232434, 62.244200977544, 61.60185425231922, 59.720168451791935, 56.77158189565706, 52.96614810682254, 48.53893632039623, 43.73877014143374, 38.81854766187888, 34.027224244132825, 29.603424177748575, 25.770571315170212, 22.733383323156474, 20.67555179652818, 19.75842470550472, 20.120513215914922, 21.877657705824404, 25.123704689557954, 29.931565089510432, 36.3545432929667, 44.42784465535242, 54.17018592595069]",51.245304,1,3000000
"[1.3609902209511595, 0.8250674133120276, 1.2476369156115212, 1.3422774432172146, 1.5919917681236782, 1.9531282951360416, 2.2063285040131024, 2.488973256525533, 2.9360268114094983, 3.4006908201443533, 4.2895199284589065, 4.418118444167445, 4.251301047546838, 5.832071171192796, 5.341913344622865, 4.962707875404342, 6.53415335297048, 7.910438568715956, 7.333326456691542, 5.650815195533101, 4.766889849858307, 5.717694075465707, 8.157164395640768, 10.926204075030808, 12.849496321969937, 13.252048247504138, 12.100363067692125, 9.880427943124683, 7.362216074289348, 5.362186550898447, 4.563147902116158, 5.4100587694370095, 8.075723683846906, 12.478992299562895, 18.335467518714246, 25.222970790437206, 32.6483302572183, 40.10672172811834, 47.128875377822496, 53.31458162762679, 58.35304260002191, 62.03185273639026, 64.23695529244698, 64.9460171360494, 64.21747094146458, 62.177129209372694, 59.003875441490024, 54.91554625847267, 50.155769343125506, 44.982231789477524, 39.65662522318493, 34.43634400094303, 29.567893175535293, 25.28188461636447, 21.78945366714387, 19.279906848772672, 17.91940646420122, 17.850504946026877, 19.192356067808443, 22.04144847069018, 26.472727000662328, 32.54098749739657, 40.2824498722794, 49.716431929392385]",51.245304,1,3100000
"[1.2956467533449691, 0.7610680298526529, 1.0734379161204421, 1.255126897096043, 1.6937566928414949, 2.068016838915657, 2.377606110346419, 2.537128897913221, 2.998139049520979, 3.7083463213843095, 4.10686326001017, 4.35310040901372, 3.840164834431374, 5.687171598442749, 5.135907272394021, 4.546850294318174, 6.571177850683506, 8.579806299009471, 8.12462842872839, 6.130961498108985, 4.976869363759011, 5.9778562269339615, 8.734006894510895, 11.873837791648592, 14.042783758295398, 14.500531095527048, 13.247560700611263, 10.850725477395986, 8.160174847802871, 6.045545100133324, 5.209724127334675, 6.090997318731343, 8.839771535940185, 13.347319482120866, 19.304126694009316, 26.269605462930667, 33.74029069956157, 41.20865717340398, 48.20875046623223, 54.347744201408446, 59.324413683401325, 62.93654984353826, 65.07975189004429, 65.74003820198931, 64.98247044074503, 62.937620371788086, 59.787307970012094, 55.75065634344069, 51.07117301598966, 46.00529049039098, 40.81258326334405, 35.747718774202085, 31.054088204256846, 26.958990650163674, 23.670202262239293, 21.373742686516046, 20.23264802342948, 20.38656723697731, 21.952013426955435, 25.023119559848634, 29.672767945921986, 35.953982440413974, 43.90149105292978, 53.53338378342439]",51.245304,1,3200000
"[1.5132808549508934, 0.9000011781938978, 0.9836451949569327, 1.3007418608034418, 1.6668170610276942, 2.0140134421693356, 2.1876475633019843, 2.5435927647459464, 2.92314039769773, 3.554120800095429, 3.8421281261291194, 4.639932004504587, 4.693173319435918, 6.444616988484957, 5.229679388716872, 4.323091004435787, 6.566055738080599, 8.925263647664556, 8.597628609459566, 6.451227958507951, 5.016198191560715, 5.78398574230424, 8.443750762118553, 11.61783914199492, 13.893250960276346, 14.464956885665547, 13.290715962899634, 10.925724429500956, 8.23528331726588, 6.120231330019755, 5.318841682494342, 6.299343826659267, 9.230729084253797, 14.00933307490396, 20.317998849652675, 27.698493328983716, 35.62324578175925, 43.55773655688316, 51.0092081189233, 57.56055460042434, 62.89032288793835, 66.78091980756079, 69.11760088626359, 69.88083869181739, 69.13441688227985, 67.01120795597133, 63.69816327594344, 59.42163257698143, 54.43376927960472, 49.000481228906274, 43.391155615418064, 37.870216527378666, 32.69045512680084, 28.087996046097473, 24.278719785347736, 21.455941219193612, 19.789141722922743, 19.42356122978701, 20.48047236626018, 23.0579784335961, 27.232198094379534, 33.05872059841807, 40.57423522361469, 49.798256713541356]",51.245304,1,3300000
"[1.2407263117520495, 0.7305344683111955, 1.0295720779368434, 1.3020278488782544, 1.8110166929307094, 2.044379881300145, 2.0454856225541285, 2.5546927099320897, 2.945272730532567, 3.451809707840413, 3.399109802806739, 3.6326298799163945, 4.1260354030554165, 5.974514271087537, 5.461222564590127, 4.70943359214528, 6.156869866855086, 7.911449086177488, 7.801520024700879, 6.269635329424355, 5.178661866896767, 5.749243347219317, 7.827686694244061, 10.363559673051492, 12.213392517250837, 12.690402463183803, 11.729857015916528, 9.778676078552804, 7.565313085915831, 5.866192064255107, 5.3294040778689125, 6.373726444758533, 9.156173565481769, 13.590407289023053, 19.396237501133182, 26.162964255711426, 33.4136731268687, 40.66215689601902, 47.458062630385925, 53.41883364460651, 58.24901419669839, 61.748649173455874, 63.81303748498678, 64.42618315412464, 63.65010067263982, 61.611800908296566, 58.4894020777053, 54.498435664462505, 49.87908296094335, 44.88479942966012, 39.77256476768031, 34.79483280382974, 30.193139903914417, 26.193254774214285, 23.001707841682602, 20.803516964462002, 19.760921466918795, 20.0129430307215, 21.675605626195487, 24.842664298805843, 29.58671196791252, 35.96055288099752, 43.99874996932551, 53.71927044920203]",51.245304,1,3400000
"[1.2012454351119461, 0.8334032583011107, 1.055311585576824, 1.4066630956123618, 1.5823441955965556, 2.0482539985367993, 2.083646877950699, 2.436122244105477, 2.839768265417025, 3.2811985612474825, 4.199850350644047, 3.9410815497092364, 3.885044171466775, 6.197488952843959, 5.466001943312399, 4.536394268167474, 6.478440822819622, 8.726088462605476, 8.578038698356409, 6.691901152825096, 5.40009071485476, 6.163848231137758, 8.754161245353272, 11.875717987641048, 14.140461312320765, 14.716728775237826, 13.517144807071029, 11.06175336437616, 8.203026907236744, 5.850120786645802, 4.763107612616626, 5.437077594396117, 8.06665113059477, 12.569047681775153, 18.642011439529327, 25.836432122720158, 33.62899383780233, 41.485682067136665, 48.91154792810828, 55.48547287673503, 60.880846841065704, 64.87427788635794, 67.3449459562213, 68.26723417867663, 67.69901206978692, 65.76754883981317, 62.654599019259436, 58.581786620500964, 53.79705024375545, 48.562613154562094, 43.14471061447806, 37.805135987423014, 32.794548429886866, 28.34740837515538, 24.678362989737867, 21.97988385871115, 20.420956274717014, 20.146628007275822, 21.278240961987827, 23.914188472917505, 28.131061798850656, 33.98507013882096, 41.51363812786937, 50.73710271984845]",51.245304,1,3500000
"[1.2865126061401098, 0.7814044723117612, 1.0579967785415512, 1.2424488341698685, 1.6944935260101004, 2.139202272007574, 2.268616618822932, 2.6566234067862706, 2.9718116116897613, 3.6917592117370384, 4.087441942755258, 4.17021164685859, 4.237275429239936, 6.393951271380696, 5.880566689277568, 5.0678585001200105, 6.579518466973899, 8.198703512156406, 7.727338097219422, 5.935707062198446, 4.939481417743895, 5.938139210675934, 8.573042721051053, 11.567441216070268, 13.632113085291511, 14.040248073645358, 12.771186271300959, 10.362413187936786, 7.644551833573476, 5.4834503080905455, 4.591143807185368, 5.421547972207413, 8.14085641199747, 12.651948347319511, 18.650763611018014, 25.6959672528073, 33.27830156448768, 40.881092591063506, 48.027610874472515, 54.31410590780687, 59.4293754121172, 63.162876654261225, 65.40386611361171, 66.1340834589086, 65.41625618598476, 63.380327522365654, 60.20889515741146, 56.122949964177664, 51.368653860444745, 46.205607781689565, 40.89683617411774, 35.70054844643367, 30.86362209863745, 26.616677349712294, 23.170569863786355, 20.714108474104354, 19.41280177643567, 19.40844560898137, 20.819378507881023, 23.741251065551808, 28.24817545957371, 34.39414171146081, 42.21460647381884, 51.72817773532675]",51.245304,1,3600000
"[1.3349548707964267, 0.8670634885237222, 1.1210295941067228, 1.4174233882149714, 1.7082537040251733, 2.0722005659607263, 2.146740443298529, 2.6374030667579396, 2.8629239124335415, 3.5735675617785105, 3.853090061771813, 4.192304396392237, 4.075924692519929, 5.940326719256065, 5.445448936198337, 4.761351119242717, 6.501328279762237, 8.500269571144118, 8.35608974826775, 6.59539262021204, 5.287620768581426, 5.770146470578241, 7.880181436874047, 10.496613603863034, 12.407218886584303, 12.8863774361834, 11.860904700495938, 9.789025240046358, 7.419104411211839, 5.548332926144441, 4.84229684067731, 5.732471266266657, 8.383755701560164, 12.71359007192009, 18.442405848929933, 25.157910875661745, 32.38020351800384, 39.6193492755089, 46.42101830310269, 52.39877131815214, 57.25358692378791, 60.7823888821081, 62.87785630841588, 63.52188156920938, 62.774849354761315, 60.76257632737291, 57.66236560700947, 53.6892528891274, 49.083184518370516, 44.09758761260387, 38.98957172692142, 34.01183687565821, 29.406246654189435, 25.398949021093646, 22.19688235904269, 19.985482895141228, 18.927404769206994, 19.162070594667572, 20.805884059324637, 23.952953810122285, 28.676197281046726, 35.02871268197586, 43.045326037648394, 52.74423732645586]",51.245304,1,3700000
"[1.1766802139309964, 0.7512216227929405, 1.0464037410404354, 1.3756779752082329, 1.6344471708932176, 1.9243700822814063, 2.4095413394741954, 3.0866262952585153, 3.0552437806589436, 3.935550814968841, 4.137588836445286, 4.35806218584017, 4.01676663064364, 6.131678066104053, 5.791573424064941, 5.0611770077556315, 6.652988351296271, 8.3886434815207, 8.046457711273295, 6.364041173593966, 5.4075044206634475, 6.3328319323025895, 8.780130048644192, 11.519560292319879, 13.333011980582658, 13.558562797782015, 12.214641571291574, 9.847176914188452, 7.270246694635694, 5.318284358191999, 4.667059064180701, 5.736934796045699, 8.66776105267315, 13.345069323099198, 19.456291247972736, 26.559105874454854, 34.1489541328586, 41.717634311534596, 48.79894645339195, 55.00033498110611, 60.02142590825382, 63.66144394640639, 65.81794474026893, 66.47931681577968, 65.71326937998326, 63.65315560586555, 60.48357570543315, 56.42631570222098, 51.727336883497614, 46.64525037902261, 41.44149281454497, 36.372257606043476, 31.682124052361697, 27.599253762175085, 24.33198219754767, 22.066614282800426, 20.966230434089425, 21.1703176471112, 22.79505529399707, 25.934103941228933, 30.659765598935028, 37.024403834532215, 45.06203115158958, 54.78998836775159]",51.245304,1,3800000
"[1.3264016886739312, 0.7370762781601294, 1.1886098562497722, 1.4197414524928618, 1.5478191831613735, 1.9825305912387083, 2.150436161443335, 2.6616626042149814, 3.161052987157349, 3.5782339946038073, 4.143411311921257, 4.927504298519694, 4.462845651143977, 5.637694081306603, 5.270850054941115, 5.022906983598364, 6.723977720809226, 8.39203983356643, 8.133767755278217, 6.593251263058253, 5.608086714364652, 6.271283800221785, 8.339546630499742, 10.75124920405275, 12.40255898447436, 12.659940521222307, 11.504740048832256, 9.417381114917301, 7.1484397090126, 5.486926550996269, 5.084780163060874, 6.356170131413322, 9.44570687632316, 14.248300799556755, 20.46079283974482, 27.647721558995244, 35.30792136058573, 42.93331987697623, 50.05538275428125, 56.277759109198975, 61.2957696260839, 64.90458892119382, 66.99851068444924, 67.56375775360941, 66.66708926758405, 64.44210107695292, 61.07470982970253, 56.78891656545204, 51.83359626496312, 46.470770666018446, 40.96559552709059, 35.57812594002046, 30.556806188046483, 26.133554688253877, 22.520270598756724, 19.906568513118195, 18.458544396747865, 18.318383982011355, 19.604639931439106, 22.41302299962226, 26.817572879633808, 32.87209483656148, 40.61176759156311, 50.05484562087306]",51.245304,1,3900000
"[1.3128035010318613, 0.8162242868467632, 1.0333393706987193, 1.2668034098119734, 1.589839742981495, 2.2266720902785044, 2.395652015100659, 2.7060570512672193, 2.5561478997157785, 3.1068807045217293, 3.894228298963425, 4.059775829547878, 4.15106312378672, 5.257474550400289, 5.233166394242285, 5.470732276888026, 7.0882712543098805, 8.273762879196982, 7.694300805447193, 6.2319769186363, 5.553248348811775, 6.474074506638603, 8.613998485037904, 10.94794967297689, 12.489173309923782, 12.70240724965411, 11.600784502569867, 9.632862831121546, 7.482359830441512, 5.868011388254191, 5.3901849259547365, 6.439899169883514, 9.166701143673478, 13.492216785224237, 19.15321442885731, 25.759110455876346, 32.85198245957493, 39.96091728700204, 46.64603410186954, 52.53034718446239, 57.31963782377768, 60.81174396943303, 62.89729561572963, 63.554094025222064, 62.83721225787096, 60.86661143766483, 57.81371576204148, 53.888031977005596, 49.32457305530793, 44.37256961532819, 39.285732071015445, 34.31415968754327, 29.69787348032357, 25.661870279880596, 22.412547066270584, 20.13532023998286, 18.993257268635617, 19.126542739544654, 20.65261301799527, 23.666810250124573, 28.24342501802217, 34.43701591732349, 42.28391259829814, 51.80382571995392]",51.245304,1,4000000
"[1.262486139273244, 0.8443256112741215, 0.9852714740775554, 1.4479012685433166, 1.6447355743473555, 2.009718785938487, 2.506548284040142, 2.6438430919247615, 2.742273070605094, 3.2258229230401856, 3.6939957370993994, 4.780002887849858, 4.996723188847631, 6.172775950227834, 5.580925660105436, 5.327223209900306, 7.307454994184506, 9.205311993218151, 8.92255403769653, 7.278335515640717, 6.382728145966815, 7.403860378660579, 9.952041562417364, 12.744538615342172, 14.523024990630137, 14.621623012453755, 13.091824000674745, 10.534531534367082, 7.821490150623364, 5.83244191760127, 5.268305504360512, 6.55328898006505, 9.813099608587208, 14.906591596211877, 21.487777373521933, 29.079221021033312, 37.14336016158433, 45.14358820901742, 52.59121630041725, 59.07751689334592, 64.29201511358208, 68.0292542018085, 70.18666336465122, 70.75612449081329, 69.81154973981832, 67.49437815627385, 63.99846601503209, 59.555437416116646, 54.42120773954855, 48.86410427216503, 43.154785820025204, 37.558000309429765, 32.326107191761935, 27.69422003736528, 23.876784637755854, 21.065390968366614, 19.427616615766254, 19.10670926270942, 20.22193234887314, 22.869417979050283, 27.12339232680465, 33.0376596822184, 40.64725096109726, 49.970160374503266]",51.245304,1,4100000
"[1.3708253244110598, 0.7570217527396546, 1.0880813743633166, 1.3503902060856239, 1.6984063309299926, 1.9370216442993664, 2.217245519355298, 2.679064935548128, 2.8155151447381446, 3.847408594473479, 3.5123305914564473, 4.151094842734722, 4.347883322159147, 6.653259396074474, 6.524219750134292, 5.654975003728727, 6.679942723588696, 7.914679793033919, 7.44381469622691, 5.908736589978944, 5.147732959831745, 6.185862311722328, 8.66380642260451, 11.415126881239587, 13.278413016342602, 13.611738706103724, 12.420756435365025, 10.223864666677956, 7.80952616421693, 5.997385288265813, 5.460576152346593, 6.625681138175047, 9.642780195390174, 14.407345708578516, 20.613640036506283, 27.821835954079464, 35.52556977810935, 43.21137116303441, 50.40550299974523, 56.706837619901044, 61.80646630593521, 65.49593232569785, 67.66650187475715, 68.30195200445594, 67.46713867270292, 65.29424829244815, 61.96822800315456, 57.71249378810363, 52.775665178128705, 47.41978545883939, 41.9102596656974, 36.507574685595834, 31.460748375365213, 27.002378410533385, 23.345117431966237, 20.679380758836864, 19.172089566642164, 18.96626042258513, 20.181267122756772, 22.913619678625867, 27.23812575483478, 33.20932028917074, 40.86306840756449, 50.21826447498972]",51.245304,1,4200000
