timeStep,Sq,lambda_o,lambda_f,id
0,"[0.9937748646896225, 1.0462315741486763, 0.9776706241266522, 0.9579459315663962, 0.8602187202177034, 0.9439694268107983, 0.818466529787062, 0.8092571800458881, 0.8351964866585276, 0.7890784991319711, 0.8963746962752781, 0.9162364708054443, 0.7939183489482146, 0.9401933546108227, 0.7827439695955991, 0.9577558314226738, 0.7706238274039849, 1.3750923228255942, 1.2542352364115716, 0.7706889663277395, 1.3464710130579314, 1.9747011635486558, 1.5629699915243822, 0.882032599627574, 1.0548779469280847, 2.004899110736609, 2.7860627586496802, 2.7134710742901023, 1.91996200390735, 1.0912616335778966, 0.8816883953151772, 1.5150364891895858, 2.742307876435032, 4.053166503007209, 4.950401459091663, 5.1454106910449555, 4.623806236367948, 3.601039596803883, 2.4191008326072407, 1.4345077640644157, 0.930964111771058, 1.0705549800758922, 1.8824257542117884, 3.2796212503754343, 5.092204682788379, 7.10590294734081, 9.098381847795824, 10.868443514232135, 12.256172616653114, 13.154030323044685, 13.510096534747852, 13.325230456882, 12.646040785825548, 11.555401477431758, 10.161952584284727, 8.589682376941855, 6.968355378739412, 5.4252622722899275, 4.078534459676004, 3.0320894210701423, 2.3721476388969336, 2.1651796291634184, 2.4570937595232967, 3.273453756781966, 4.6205119127572285, 6.486854046232075, 8.845470565655715, 11.656090904390908, 14.867643507907006, 18.420728546498747, 22.25001432149618, 26.28649011134393, 30.459527505564736, 34.69871890047655, 38.935475768535824, 43.10438067935392, 47.14429604333893, 50.99923941505013, 54.619040201408204, 57.95979604217302, 60.98414922947565, 63.66140455464367, 65.96751013596167, 67.88492228655201, 69.40237449703226, 70.51456927699577, 71.22181004239052, 71.5295885500308, 71.44814164342525, 70.99198934612656, 70.17946466527938, 69.0322438817607, 67.57488462664323, 65.83437769056316, 63.83971729006848, 61.62149342500821, 59.21150900134682, 56.64242355933299, 53.94742473055378, 51.15992794052339, 48.31330436678394, 45.44063674636923, 42.57450229125187, 39.746781706656456, 36.98849310591268, 34.32964946843941, 31.79913818672153, 29.42462118667597, 27.232454077196984, 25.24762278319948, 23.493696137070312, 21.992792941646098, 20.765562069788324, 19.831174227985947, 19.207324081326853, 18.91024151223008, 18.954710863492235, 19.354097095797705, 20.12037786949803, 21.264180639073743, 22.794823925373663, 24.720362004802414, 27.04763232558762, 29.78230502873195, 32.92893401499899, 36.4910090591458, 40.47100852852934, 44.8704523151873]",1,51.245304,id00200550000005100001500000095e625004750025622652
333000,"[1.1325011895398969, 0.8492392597918664, 0.9078414022353645, 0.929607100873189, 0.9549237345673524, 1.123541099298235, 1.1486478614607432, 1.297786020433813, 1.3138030515974917, 1.2092776426633678, 1.1552365085558307, 1.3235165549668788, 1.1024205837258934, 1.3037704989419499, 1.2578134414514057, 1.4596676362394767, 1.0950614552124376, 1.8582333781921956, 1.7867272063558695, 1.0306597634082462, 1.41509095697684, 2.1341765895825975, 1.909877900563257, 1.2826383989035628, 1.3635312884648882, 2.206212481855018, 2.947361893496446, 2.884866566200494, 2.1046911963579276, 1.28047995232733, 1.0910360940381014, 1.786763480123807, 3.1194316630612984, 4.550455822023363, 5.5412455241681675, 5.769356485700067, 5.208409618275756, 4.087417226686743, 2.7818965080303917, 1.691055801428415, 1.1388047485641029, 1.3157123426195279, 2.262518551255682, 3.886087148374325, 5.995131736650597, 8.343685786682864, 10.67308166911495, 12.746609302457134, 14.374110427783936, 15.42610716946617, 15.838581779506969, 15.61032274248223, 14.795009138991821, 13.490104461709064, 11.824328856803076, 9.945091219607951, 8.006867295684813, 6.161152713700939, 4.548323020415571, 3.2915028381521623, 2.4923801601732603, 2.228791392142042, 2.553837847659811, 3.496264667725019, 5.061829114835022, 7.235398846004785, 9.98354558689641, 13.257430577723229, 16.995811512757598, 21.12803381713711, 25.576900247056653, 30.261340896578286, 35.09883019339596, 40.00751818468082, 44.90806042631794, 49.72514433482883, 54.388720280377775, 58.834953379852045, 63.00691729296, 66.85505472278403, 70.33743114012397, 73.4198088177715, 76.07556786631552, 78.28549985618034, 80.03749800081043, 81.3261659358641, 82.15236499828349, 82.52271769707279, 82.44908285904893, 81.94801579067048, 81.0402247663167, 79.75003326439558, 78.1048556439447, 76.1346923951904, 73.87164970995875, 71.3494868986275, 68.60319412237003, 65.66860200299318, 62.58202390625861, 59.37993105580684, 56.09866011094895, 52.77415242000709, 49.44172382935591, 46.13586367525436, 42.89006140016896, 39.73665910765114, 36.70672829092824, 33.82996893210726, 31.134629164072038, 28.64744370943018, 26.39358935469339, 24.39665577845383, 22.67863012552829, 21.25989380137632, 20.1592300496009, 19.39384096754801, 18.97937270889934, 18.929947716044293, 19.258202917595074, 19.975332916627, 21.091137282278964, 22.61407114063849, 24.551298339936473, 26.90874653970239, 29.69116364352323, 32.90217506034047, 36.54434133981947, 40.61921578331721]",1,51.245304,id00200550000005100001500000095e625004750025622652
667000,"[1.1649215558281072, 0.7843634466280036, 0.8681999310391689, 0.8799881362456872, 1.0391253843184245, 1.1981020653434675, 1.2025623194959634, 1.4171396915431655, 1.581977201412175, 1.6399785246660075, 1.7530724748206024, 1.8075598712719212, 1.5724146907763314, 1.8601284077657019, 2.0674131107527263, 2.476592907311063, 1.7318801187476762, 2.5068602146006227, 2.5628493071690386, 1.9823308887199502, 2.727436519510331, 3.5306924961490185, 2.913230880835912, 1.879334351296238, 1.9516211607158296, 3.0825838801509535, 4.060396456098115, 3.99271979432846, 3.037272911738766, 2.0551399658062874, 1.858299581229345, 2.709512158615711, 4.28263881281712, 5.937007912102433, 7.059213410646706, 7.298407123204549, 6.6393467616333535, 5.343447974262383, 3.822377201969631, 2.50443244225677, 1.732075928381189, 1.7054777996579156, 2.469758329818236, 3.934542427251325, 5.911951358952099, 8.16073778613469, 10.427660389897373, 12.480844756212296, 14.132952468494912, 15.254175118695994, 15.776398204240433, 15.690506956204787, 15.03893922058263, 13.905419519134679, 12.40348181994014, 10.665009601782385, 8.829654672846848, 7.03567546659624, 5.4124754441238, 4.07492437367179, 3.119404177699633, 2.621428027284154, 2.634626826889232, 3.1908720281812712, 4.301299814639353, 5.958012441975165, 8.136252593301716, 10.796871936663768, 13.888942637421627, 17.352388230708886, 21.120536545228525, 25.122521372705357, 29.285480787603888, 33.53651822784794, 37.80440764938063, 42.02103640891608, 46.12258924428215, 50.050484095474225, 53.75207584889636, 57.18114770025608, 60.29821201300133, 63.07064357155308, 65.47266823685106, 67.48522942091154, 69.09575369195294, 70.29783535774652, 71.09085818060898, 71.47957055666133, 71.47362862665707, 71.08711993892477, 70.33807850379374, 69.24800039679727, 67.84136750743063, 66.14518560479007, 64.18854160747028, 62.002183803617186, 59.61812776488632, 57.06928982911281, 54.38914928259018, 51.61143974448552, 48.76986973289328, 45.89787196386956, 43.02838059112103, 40.19363532479485, 37.42501116350731, 34.752872325466484, 32.20644886410541, 29.81373439360464, 27.601403323350475, 25.594746001780862, 23.817620193946407, 22.29241735885131, 21.040042248241043, 20.07990441453047, 19.42992028908924, 19.10652457064835, 19.124689745094635, 19.497952640672498, 20.2384470052225, 21.35694117343539, 22.862879971307873, 24.764430081372936, 27.068528165341053, 29.780931110162783, 32.90626782897803, 36.448092109811995, 40.408936062154964, 44.79036376474573]",1,51.245304,id00200550000005100001500000095e625004750025622652
1000000,"[1.243760229125844, 0.7179808823106525, 0.8484205374565236, 0.8603827550999816, 1.046375632349806, 1.1150045581872996, 1.206516119301266, 1.57857534092971, 1.7119153700476923, 1.7943572822191651, 1.801865304596967, 2.2094091096170274, 1.859478823639421, 2.117679842966402, 2.1558323061899203, 2.7515068054742695, 2.118197160867441, 2.5477251892650465, 2.8139142152985084, 2.4119501351887687, 2.6927828704527976, 3.1453993291909894, 2.826757421472854, 2.3205111899465454, 2.6008404254250426, 3.567489315031247, 4.302448971251725, 4.167323972332433, 3.3519892484839233, 2.583143753959286, 2.513395689452474, 3.323735648867471, 4.707695360097011, 6.11131333002439, 7.021317120507904, 7.1577333721868035, 6.527775031299497, 5.369590564822713, 4.041804095794082, 2.909750268071033, 2.2600389323708296, 2.255019588143936, 2.924353591975095, 4.1835216412653775, 5.867279209237825, 7.767632267304706, 9.668911361050789, 11.375672828117592, 12.731764443155956, 13.630721870403068, 14.018742335913888, 13.891966555679339, 13.289873127828416, 12.286416156453035, 10.980243164224682, 9.485002277761488, 7.92043701271929, 6.404700251632798, 5.048105836533122, 3.948376088753523, 3.1873306918991333, 2.8288887209660034, 2.9182128527020983, 3.481805315040183, 4.528362407671967, 6.05020315062087, 8.02510363983792, 10.418388855624295, 13.185155659378527, 16.272522873353555, 19.62182553787161, 23.170689955407063, 26.85494354035301, 30.61032860165284, 34.37400195969819, 38.085812818967774, 41.68935973864989, 45.132834065336745, 48.36966203860248, 51.35896118280567, 54.06582878313054, 56.46148142447412, 58.52326494437033, 60.234553891200875, 61.58455884015558, 62.56805883366687, 63.18507489135902, 63.4404990684913, 63.343692005401024, 62.90806036189761, 62.150624014666455, 61.091581445637274, 59.75388038833675, 58.162799542820025, 56.345546026701896, 54.33087220377042, 52.14871462236291, 49.82985699981844, 47.40561850142541, 44.90756797540587, 42.367264311737834, 39.81602268362981, 37.28470609770223, 34.80354141396769, 32.40195879141517, 30.108453361692117, 27.950467824874476, 25.954294591011898, 24.14499605304029, 22.546341565360407, 21.180759713080082, 20.069304485360863, 19.231634008777927, 18.68600054987001, 18.449250557348872, 18.536833581393893, 18.962818978079856, 19.739919379611074, 20.879519984287708, 22.39171279289135, 24.285334989550627, 26.568010734428803, 29.246195702228533, 32.32522376412891, 35.80935527108524, 39.70182645324873, 44.00489950349882, 48.719912962706466]",1,51.245304,id00200550000005100001500000095e625004750025622652
1333000,"[1.2375320487016663, 0.800058014584731, 0.8238864841355611, 0.990290273520532, 1.1620635480881731, 1.225916966285705, 1.42121197917882, 1.6723197141582233, 1.4953678979824672, 1.7356724375717956, 2.035797225068218, 2.199779048500364, 2.0857721626626957, 2.5061381638698954, 2.3442669971653474, 2.757859936481656, 2.3794545214906866, 2.9311672941309808, 3.062826456670894, 2.7344258764036793, 3.2203941939916008, 3.777777138226213, 3.510598288384935, 3.061715970170916, 3.3367502870504913, 4.186432291969094, 4.752659572202826, 4.497499031231105, 3.6613689757919974, 2.9553560102141216, 2.9881494314546546, 3.904728474179127, 5.3809319647054075, 6.8567074179082965, 7.816318216734345, 7.978967172890363, 7.355082143690226, 6.192400529592565, 4.864987086005697, 3.7560124595339017, 3.167540243291384, 3.270780481509393, 4.095281027744558, 5.547270868800419, 7.444848930747696, 9.5588914683808, 11.651478050169425, 13.506908661048504, 14.953207992661014, 15.87406888671463, 16.21245718721536, 15.9677183946612, 15.188175273942994, 13.96105907447029, 12.401314989346595, 10.640464231843373, 8.81635374924685, 7.064315071681203, 5.510001301580423, 4.263978383611348, 3.4180089500179913, 3.0428761371957003, 3.187541647761122, 3.8794081130475258, 5.125452621875059, 6.914009537066522, 9.217001153352488, 11.992440304853552, 15.187056703035854, 18.738926441825335, 22.58001030558555, 26.638530358009785, 30.84113528324202, 35.11482290056771, 39.38860319705439, 43.59489727622505, 47.67067705120201, 51.55835761223791, 55.20645928496885, 58.57005977966308, 61.61105881059852, 64.29827841197412, 66.60742213709284, 68.52091561471798, 70.02764973333917, 71.12264618383811, 71.80666333959282, 72.08575859160614, 71.97082136427687, 71.47708917566764, 70.62365731938212, 69.4329910650081, 67.93044772124328, 66.14381449231642, 64.10286678932889, 61.838950533590605, 59.38459100491486, 56.77312993736671, 54.03839183941146, 51.214379904899545, 48.33500137534126, 45.43382180179767, 42.543847325923295, 39.69733384412324, 36.925621726876486, 34.25899462814725, 31.726560829307115, 29.3561555107348, 27.17426232562008, 25.20595265858299, 23.474840981341437, 22.00305476429592, 20.811217462632303, 19.91844316501554, 19.342341569303173, 19.099032030549367, 19.203165509895957, 19.667953337111182, 20.50520178320462, 21.725351521649824, 23.33752113644896, 25.349553911939235, 27.768067212400464, 30.598503828845953, 33.84518473565873, 37.51136276085887, 41.59927673071742, 46.11020570220883]",1,51.245304,id00200550000005100001500000095e625004750025622652
1667000,"[1.2053749861862897, 0.7845281256404217, 0.7695450133368237, 1.0607242203401528, 1.17224889414962, 1.2312448356851153, 1.2586978224292777, 1.6399128983060007, 1.7737144655164054, 1.7603414707917184, 1.853964141705385, 2.093504952712975, 2.073675850173186, 2.313458145864357, 2.5236668235456006, 2.884480521263375, 2.6831720858530907, 3.3450730287899133, 3.4873556614251413, 3.160231949726835, 3.7000361390083594, 4.240578815930022, 3.7228636631006897, 2.9676504345059946, 3.201540832310846, 4.337603233356409, 5.303175187274746, 5.323959052343693, 4.5583215480669566, 3.7762161685719606, 3.6850188037123837, 4.49261429838757, 5.886078061609004, 7.286399909878376, 8.155684611250727, 8.203110374009515, 7.443187236210819, 6.136150820018277, 4.669804556902765, 3.437287236354802, 2.7450032899126198, 2.7635328214077135, 3.5187884535534875, 4.912544674154939, 6.7593394111777565, 8.82833640902717, 10.881965099235803, 12.706593942155065, 14.133371738698223, 15.049409054886366, 15.400687115931255, 15.188634694814803, 14.462403818337494, 13.308684380166442, 11.840567419025449, 10.186594453352646, 8.480775649176444, 6.854054064712653, 5.427448755365108, 4.306926250584145, 3.579921515731555, 3.3133468871208764, 3.5528809581718, 4.3233100103046604, 5.629694576184895, 7.459146761833476, 9.783025070918622, 12.559378913585448, 15.735502005405678, 19.250480554141898, 23.03764722321196, 27.026874574452663, 31.1466616196841, 35.32598410701766, 39.49589327569258, 43.59085919774628, 47.54986372744158, 51.31725478241921, 54.84337848158865, 58.085008858564976, 61.005596735703314, 63.57536013945134, 65.77123859279251, 67.57673293613473, 68.98165117645661, 69.98177939062298, 70.57849503173797, 70.77833820335081, 70.59255465102841, 70.03662243235357, 69.12977250788535, 67.89451187755228, 66.3561563895637, 64.54237898412065, 62.4827779073333, 60.208468342078596, 57.75169994854443, 55.14550198163809, 52.423356947147354, 49.61890316420621, 46.76566610827815, 43.89681800636059, 41.04496483439, 38.241959616187515, 35.51874073455417, 32.90519382974736, 30.430035770683684, 28.120719132673294, 26.003355595878574, 24.10265668528727, 22.441890300754956, 21.04285153019967, 19.925846296500257, 19.109686455781446, 18.61169503876732, 18.447720405399583, 18.632158163981767, 19.177979788106065, 20.09676694622874, 21.398750638927265, 23.092854316769184, 25.18674022671381, 27.686858306586814, 30.598497015078035, 33.92583554870741, 37.671996957161106, 41.83910172427722, 46.428321433790714]",1,51.245304,id00200550000005100001500000095e625004750025622652
2000000,"[1.3719272396100717, 0.625113135487202, 0.8048934899914484, 0.886402755447641, 1.0841286683203657, 1.3738443053031257, 1.3427509284402002, 1.5757431509358983, 1.6262593237740832, 1.8340937059528317, 1.9521525210751598, 2.113648587245611, 1.973644965596846, 2.555774113361475, 2.399898996764097, 2.836054665854613, 2.5533094781757835, 3.3425310204806387, 3.6379380492628117, 3.3140855694083164, 3.788638026400521, 4.367856613231291, 4.078075783851354, 3.5404469832078806, 3.7463637604635127, 4.6391817572922305, 5.361134414490246, 5.289190134312145, 4.5690819155899165, 3.864849552080557, 3.7921356856046886, 4.534816969354772, 5.817080754787401, 7.123321811065365, 7.971264992071393, 8.097998132490218, 7.513726552054348, 6.4486556672572855, 5.246623665998267, 4.2551770325573, 3.743218917697331, 3.8576478478262186, 4.61621762172693, 5.926572751014235, 7.619660232829521, 9.487295985455546, 11.316647778805848, 12.91749911252577, 14.140711681913992, 14.888085833773829, 15.114866926232013, 14.826615220271616, 14.072228075646263, 12.93473523620407, 11.521202225797682, 9.952755737830607, 8.355438361365042, 6.852334149959979, 5.557191558491696, 4.569606592244425, 3.9717118158145936, 3.8262390015337826, 4.17577693538763, 5.04302393290957, 6.43183052279702, 8.328836156400051, 10.705520365539167, 13.520510141006316, 16.722008886863946, 20.250236258957067, 24.039791219339833, 28.021871877402077, 32.12630463559673, 36.28335156714564, 40.425278771577, 44.48767976373129, 48.41055692577024, 52.13917091778295, 55.62467295718459, 58.82453830505244, 61.70282139782356, 64.23025407892281, 66.38420853893713, 68.14854606216605, 69.513371673057, 70.47471342376548, 71.03414348506902, 71.19835649585382, 70.9787188700147, 70.39080101482183, 69.4539027274061, 68.19058043897827, 66.62618349209518, 64.7884052784724, 62.70685384039885, 60.4126454492749, 57.938023717668585, 55.31600597109905, 52.58005789498768, 49.76379687200343, 46.90072392575426, 44.02398377851078, 41.16615220350994, 38.359049596772834, 35.63357950015827, 33.01959066802912, 30.545761176560372, 28.239503020202427, 26.12688561767664, 24.23257665436509, 22.579798713979795, 21.190300195507675, 20.084339067765026, 19.28067808013909, 18.79659012141306, 18.647872496580042, 18.848868972254714, 19.412498523043336, 20.35028979269391, 21.672420363941704, 23.3877600088481, 25.50391716645065, 28.02728796622375, 30.963107183844148, 34.315500579849555, 38.0875381318447, 42.28128772689725, 46.89786893270866]",1,51.245304,id00200550000005100001500000095e625004750025622652
2333000,"[1.4271859505193736, 0.728888094704408, 0.7011189017186532, 0.877994249450805, 1.0856389444652959, 1.2778564251256446, 1.2817693867413016, 1.4195654093235983, 1.6083586400699457, 1.8273005835066953, 2.0623543251952343, 2.200040924131007, 2.1403070118478764, 2.3640766011774295, 2.4251571382622212, 2.8065044122340486, 2.7493777114173534, 3.4513177559574344, 3.365360834450181, 2.9445259204134686, 3.5527978552228605, 4.2834613637555465, 4.065546484876566, 3.4933258541271077, 3.649266610911388, 4.605778672768005, 5.526550019314443, 5.687487916679612, 5.109306157448991, 4.398340917089778, 4.201488781218727, 4.787216899087765, 5.96470926593683, 7.265454136515906, 8.205007244857573, 8.480527899040448, 8.047010390415673, 7.08588622033801, 5.912464375456092, 4.870058125444917, 4.243860284844432, 4.2095266384777075, 4.81712318427146, 6.002780987286512, 7.617406739957491, 9.462355824522556, 11.324322837081308, 13.004537315387216, 14.339901002776838, 15.215630593920059, 15.570220730510139, 15.394208541501087, 14.724451150215836, 13.635570136366518, 12.229995946705047, 10.627752143414028, 8.956814971432761, 7.34460410939697, 5.910923758358236, 4.762485530001394, 3.9890047050632287, 3.6607641485060674, 3.8274785545537844, 4.51825846510234, 5.742461816307112, 7.491224619279374, 9.739476761255219, 12.448269804322123, 15.567267953064505, 19.037278748930788, 22.792724882855044, 26.763981694499858, 30.879525767932112, 35.067858186320414, 39.259181359295646, 43.38682094324583, 47.388394408637005, 51.206735511598005, 54.790589578794524, 58.09509840699446, 61.082095998810466, 63.72023757448749, 65.98498456303562, 67.8584678034981, 69.32925016852275, 70.39200841864783, 71.04715244047422, 71.30039822375456, 71.1623090775765, 70.6478177408656, 69.77574025725208, 68.56829079471164, 67.05060502048096, 65.25027820633133, 63.196922945690446, 60.921750213878916, 58.4571764930935, 55.83645880876293, 53.093358775394165, 50.26183611847704, 47.375771614106355, 44.468718959094474, 41.57368474094024, 38.72293540886984, 35.94782994458485, 33.278676785295275, 30.744613453757005, 28.37350729280885, 26.191875678512705, 24.224824090386676, 22.496000444043048, 21.027564136139034, 19.84016830987387, 18.952953917852597, 18.38355423503212, 18.148108555184415, 18.26128388778007, 18.73630355670646, 19.584981686399487, 20.817762643675824, 22.443764583931962, 24.47082632776045, 26.905556867931537, 29.75338687674923, 33.0186216497956, 36.70449498390112, 40.81322354477557, 45.346061333140824]",1,51.245304,id00200550000005100001500000095e625004750025622652
2667000,"[1.3713927072865528, 0.6742634101239976, 0.784287129749447, 1.103746233201613, 0.9743685698582838, 1.153304159366108, 1.3125784665220146, 1.5654527181415925, 1.7689573795122204, 1.9135646631852619, 1.9818543032817733, 2.098551263239761, 2.401585178856319, 2.6715774908156495, 2.5407296737967435, 2.94229260068066, 2.8833123507043528, 3.555300539577614, 3.7009314924257306, 3.296666867931337, 3.803067700348822, 4.58564480945325, 4.443864318247718, 3.816069963839987, 3.8003488603042426, 4.544204394469997, 5.2775430246575095, 5.323994736003191, 4.713374176522146, 4.01266184849566, 3.806890594987449, 4.322214972643992, 5.370293153486797, 6.525520690236289, 7.36234662756545, 7.625511693963959, 7.288753440042652, 6.519655846296069, 5.594468120416415, 4.805268702277531, 4.387287719756576, 4.477844194766598, 5.106055103885718, 6.205733912885732, 7.641827765445026, 9.241650496803516, 10.82446484050537, 12.225529537617186, 13.312929308093896, 13.997102833185723, 14.233967997207678, 14.023023276771692, 13.401923831313653, 12.438925946726068, 11.224371117264658, 9.862116284635892, 8.461556584043114, 7.130656995728382, 5.970220513128416, 5.069474611701941, 4.502951635230508, 4.328566527346752, 4.586750736887126, 5.30047796049065, 6.476010191054611, 8.104196714748586, 10.162170511162364, 12.615303027555676, 15.41929727821778, 18.522319002844352, 21.867085016628444, 25.392846091631444, 29.03721821371292, 32.737830580431954, 36.433771133142024, 40.06682076613727, 43.582475729378835, 46.93076429819811, 50.066868716026676, 52.95156693270945, 55.551510971532, 57.83936006561884, 59.79378719797878, 61.39937753063074, 62.64643656863396, 63.53072490577538, 64.05313515145052, 64.2193252353358, 64.0393208028994, 63.52709791021509, 62.70015574692616, 61.579087695860224, 60.18715770116626, 58.54988768021574, 56.694660587530365, 54.65034272603438, 52.44692800225534, 50.11520603487485, 47.686455345182644, 45.19216227686615, 42.66376580353673, 40.13242797727127, 37.62882944185918, 35.182989172088384, 32.82410739725259, 30.58043051549933, 28.4791366985516, 26.546240817177406, 24.806517280591876, 23.283439372387672, 21.99913367681902, 20.97434821808779, 20.228432977998363, 19.779331510754123, 19.643582435002603, 19.836329650150468, 20.37134019447965, 21.26102873504876, 22.516487752393914, 24.147522555540913, 26.16269033391708, 28.56934252170929, 31.373669816524377, 34.58074925747044, 38.19459282772646, 42.21819710312124, 46.65359352110613, 51.501898893759154]",1,51.245304,id00200550000005100001500000095e625004750025622652
3000000,"[1.3780211437509133, 0.6619641038145305, 0.8134154253557286, 0.9275117574317159, 1.0759919300566283, 1.1552501672724853, 1.4081760927865843, 1.4350203490684046, 1.7502721766514544, 1.8709343798313562, 2.050457928271437, 2.3178311971937973, 2.3880468129712207, 2.655823879771725, 2.511625173924603, 3.1287084039860185, 2.9541864197401613, 3.465980485251119, 3.480713820752102, 3.1285902142148747, 3.753113673499288, 4.592328669106704, 4.522597024579877, 3.9973508498620234, 4.0165412475463524, 4.672861798837292, 5.25953387037084, 5.226501540528417, 4.7019547798627395, 4.269325233915854, 4.448191092739844, 5.35519644785142, 6.697352729732591, 7.986227960203247, 8.788817870108273, 8.889168612471826, 8.325617268751431, 7.332286361081927, 6.236520222726072, 5.35777192341874, 4.934967286143415, 5.090937771594757, 5.829854276982113, 7.05755146906265, 8.613631510392956, 10.306115609931258, 11.942373449409512, 13.352959667992048, 14.407271219035279, 15.021465010192918, 15.159920759346853, 14.831867106171586, 14.084785841871588, 12.99601633731445, 11.663705921996364, 10.19796032540076, 8.712780018624148, 7.3191415394855825, 6.119402904738179, 5.2030769934376995, 4.643920790506295, 4.498224841530138, 4.80414945828511, 5.581936053998848, 6.834818293054754, 8.55046424672126, 10.702794040385054, 13.254034888309793, 16.156894898395382, 19.35675707338212, 22.793814444935265, 26.405085505779144, 30.12626557861778, 33.89338421824289, 37.64425108654962, 41.31968299047218, 44.864513036006144, 48.22838928937831, 51.36637514412872, 54.23936698098872, 56.814346888779, 59.064489394552275, 60.96914152137813, 62.513695226034315, 63.68937051981336, 64.49292647624483, 64.92631599192295, 64.99629868366853, 64.71402475211953, 64.09460107788493, 63.15664928713269, 61.921864062567685, 60.414578606858754, 58.66134290413123, 56.6905192799235, 54.53189873450671, 52.21634061811419, 49.77543742579154, 47.24120580845169, 44.6458043179858, 42.021277919726636, 39.399328906479, 36.811113525912326, 34.28706337867186, 31.856730449769646, 29.548654492789705, 27.39025138786601, 25.40772103355724, 23.625973303564436, 22.06857059626091, 20.757685523379223, 19.71407231966445, 18.957050604136747, 18.50450018259387, 18.372865647373274, 18.577169601848688, 19.131033411696233, 20.046704461001653, 21.335088967458457, 23.005789486147446, 25.067146304835177, 27.526282004717093, 30.38914852856225, 33.66057616292284, 37.34432390221441, 41.4431307199011, 45.958767325659906, 50.892088037259164]",1,51.245304,id00200550000005100001500000095e625004750025622652
