timeStep,Sq,lambda_o,lambda_f,id
0,"[1.0085761003144795, 1.0478657465489827, 1.0996971567170326, 0.8812533936735123, 0.9329853652399496, 0.8174110526622622, 0.671320556704231, 0.661565471836664, 0.6276698891778071, 0.7541812530911942, 0.6247236272270659, 0.4681941155466875, 0.8100918431591391, 0.48171040357382333, 0.8098112751861515, 0.4792527763656281, 0.7896816638223341, 0.8942454734336376, 0.4506703706652408, 0.7452626710082666, 1.329291520753321, 1.1520470706946324, 0.5812150492889728, 0.5960082911107385, 1.3433202615408169, 2.1065810271967567, 2.1992409212785, 1.5852805732694148, 0.7962179831572795, 0.45484691047537434, 0.8650932198225877, 1.8961155209976197, 3.125372474326532, 4.082590206509738, 4.45064320660294, 4.1550461315095975, 3.345337671766746, 2.310214728941813, 1.3744564473642042, 0.812818758983593, 0.7977560156134678, 1.3825206371446, 2.51204354068385, 4.050652972172567, 5.816299959504939, 7.613537451757368, 9.260553405456234, 10.60822045858284, 11.551046084231896, 12.031065619910846, 12.036257365151483, 11.595163606249242, 10.7692488290289, 9.644250676009905, 8.321470142737518, 6.909657415374039, 5.517903816609364, 4.249756302902264, 3.198626728993259, 2.4444668837575056, 2.0516138527481216, 2.0676705933342547, 2.523266790065722, 3.4325394491411005, 4.7941768800748354, 6.592880341912655, 8.801112192067245, 11.381016021157343, 14.286411646882366, 17.464785019375135, 20.85920939904807, 24.41014917005451, 28.057111085109103, 31.740119469610136, 35.401001913867184, 38.98448029493409, 42.439068690207705, 45.71778500528863, 48.778687091836325, 51.58524694075806, 54.106578367012425, 56.31753461445363, 58.19869265258656, 59.73624074905612, 60.92178530467994, 61.75209203894239, 62.22877550476573, 62.357949668946375, 62.14985098199339, 61.618444028826154, 60.78101853937099, 59.6577852753615, 58.27147711816649, 56.64696057689227, 54.81086192530191, 52.791211264649, 50.6171069981238, 48.318402489277375, 45.92541605750647, 43.46866493298567, 40.97862334490529, 38.48550454354718, 36.01906625139299, 33.60843879390155, 31.281974969790316, 29.067120576903772, 26.990304406745658, 25.076846452663577, 23.350883038159395, 21.835307558034142, 20.55172553172973, 19.52042269146724, 18.760344864219967, 18.289088453263325, 18.12290037946085, 18.276686402404753, 18.764026805180126, 19.597198492313765, 20.787202617114893, 22.343796921061095, 24.275532033276402, 26.58979104181739, 29.292831709900334, 32.38983076898666, 35.88492977649641, 39.78128207867698, 44.081100468679345, 48.785705176165514]",1,37.75791,id00500550000005100001500000095e625004750018878955
333000,"[1.245307495471611, 0.8024016379925737, 0.8050473623972859, 0.8544416642352882, 0.9077962122206696, 0.9345095351926435, 0.8955555702962025, 1.026455557461981, 1.195916364778879, 1.188570949773158, 1.0822222580533405, 1.0795417044339066, 1.255338693289665, 1.0448230061966088, 1.3058439700935156, 1.2296784605340974, 1.654025077283362, 1.6522653553851254, 1.1889566755949559, 1.5041105442676916, 2.0588061552574874, 1.8472946722569257, 1.2714951845211395, 1.2611105684583936, 1.9162233056278009, 2.561087900399001, 2.604487200059999, 2.0606464353147516, 1.4141606720735096, 1.1799786026779868, 1.5714768111635213, 2.439516295144069, 3.4180075639728327, 4.130392561686273, 4.343438980331199, 4.024669214438963, 3.315700801339026, 2.459055595913625, 1.7161837042563515, 1.3020622145334109, 1.34718546327037, 1.8866572431930646, 2.869956418690554, 4.18301827929172, 5.675016728625984, 7.184206181401448, 8.559383186369308, 9.675410270001699, 10.442605342291815, 10.810642051735288, 10.768028368913503, 10.338356273749644, 9.574456849315954, 8.551438628144396, 7.359391868636102, 6.09634413327775, 4.861873146365638, 3.751630513850304, 2.8529069137145173, 2.2412745468903736, 1.9782729200371079, 2.11005568452322, 2.6668854921146026, 3.6633471028872053, 5.099143127381148, 6.9603390548352895, 9.220932281629386, 11.844631772909974, 14.78674919335858, 17.996117585647255, 21.416969003219453, 24.990717215841556, 28.657605214620627, 32.35818943858771, 36.03464326186012, 39.631871265355386, 43.098433200825845, 46.387282428470826, 49.45632810323666, 52.26883365311077, 54.79366629957544, 57.0054136807258, 58.88438420959862, 60.41650778081098, 61.59315296009565, 62.410875970294185, 62.87111572409437, 62.97984793266766, 62.74721000984504, 62.18710714941017, 61.316808622200114, 60.15654205312636, 58.7290922200673, 57.05940978337764, 55.1742343168305, 53.10173507347506, 50.87117208453452, 48.51257945445423, 46.05647207667069, 43.533576447161224, 40.9745857898524, 38.40993932240122, 35.869625175321985, 33.38300622449915, 30.97866789957415, 28.684286881604667, 26.526519496272922, 24.530908537751987, 22.72180721761688, 21.12231891793868, 19.75425143346119, 18.638084410582216, 17.792948727263685, 17.23661660495611, 16.985501298520678, 17.054665270734887, 17.457835822376698, 18.20742721550517, 19.31456839507577, 20.789135481363193, 22.639788271942944, 24.8740100565161, 27.49815011011297, 30.51746828978773, 33.9361812165185, 37.757509577482935, 41.98372613405435, 46.616204067732205]",1,37.75791,id00500550000005100001500000095e625004750018878955
667000,"[1.2597609032743011, 0.6947475844313854, 0.7491992748904589, 0.9111067335605583, 0.9780763684511176, 0.9522392770264876, 1.1227754575989555, 1.091063091773653, 1.2051290362078846, 1.349401454119161, 1.3604587451585133, 1.2675723279149254, 1.5782497615362105, 1.648775144650865, 1.8708213041485364, 1.5062729506877781, 1.7833742685695022, 1.892467966209671, 1.6415704765264127, 2.0942771644547267, 2.712359606703981, 2.4994350820253044, 1.8715736032074124, 1.8163472868051045, 2.4760453120037003, 3.159290600395348, 3.2278669982751103, 2.666272603153484, 1.968783660477328, 1.6864836605755753, 2.0677256429427877, 2.977445547318673, 4.039617423564502, 4.852980539642409, 5.157485711117492, 4.901005689043908, 4.216215569939663, 3.3462041596372276, 2.5589296279475477, 2.078054293381798, 2.042256648639088, 2.4930895723261868, 3.384693963424511, 4.6064879077759935, 6.010707719757485, 7.438809291250259, 8.743132971669421, 9.802278451419975, 10.530096587484664, 10.87908556405217, 10.839392747505478, 10.434714240244055, 9.716280860460785, 8.755920685786085, 7.638960521278508, 6.457510746023011, 5.304489432806903, 4.268589243305277, 3.43027391760205, 2.858806154837356, 2.610249973452448, 2.726352860907911, 3.2341913523156234, 4.146454062157247, 5.462235349729606, 7.1682181247272005, 9.240133759036409, 11.644399087507077, 14.339843844396004, 17.27945567777187, 20.41208343313497, 23.68405221399768, 27.040655481705798, 30.427499946233038, 33.79168812178145, 37.08283115225, 40.25389088810657, 43.26185529714149, 46.068255225374955, 48.63953341696065, 50.947278687401926, 52.96833935779851, 54.68483062964841, 56.08405063201316, 57.15831951676076, 57.90475531196312, 58.324999354279505, 58.42490308149218, 58.21418683725604, 57.70608017128052, 56.9169519490763, 55.86593744655215, 54.574568518826204, 53.066411915667985, 51.36671987854628, 49.50209630233869, 47.50018098077196, 45.38935377819831, 43.19845997883482, 40.95655755400047, 38.69268665300786, 36.435661258345974, 34.21388264440184, 32.05517403486528, 29.986635660862184, 28.034519273700926, 26.224121057130176, 24.579691808816147, 23.1243632143871, 21.880089015341518, 20.867599870292903, 20.10637072378611, 19.614599525040273, 19.409196177628992, 19.505780647834367, 19.91868921209462, 20.660987880793936, 21.74449209508948, 23.17979185425574, 24.976281492093328, 27.142193381435796, 29.684634905005666, 32.60962808827101, 35.92215134513168, 39.62618283989642, 43.72474501890593, 48.21994991215115, 53.11304484927975]",1,37.75791,id00500550000005100001500000095e625004750018878955
1000000,"[1.2149261857162343, 0.6620025238112961, 0.7309561088101317, 0.7585161394427824, 0.9206449176115846, 0.9311484652049552, 1.092280987937434, 1.195329892676939, 1.1386183107056054, 1.509614596400379, 1.3779129175571108, 1.3156136935679192, 1.7955077081291653, 1.5503263494056843, 1.84800950024993, 1.5881150233072703, 2.0877523976451053, 2.383935492361253, 1.990485506042213, 2.2782803045823936, 2.9016987261603866, 2.7498231667523365, 2.0974908310239924, 1.9878607081162845, 2.7043573960723553, 3.5594710459800583, 3.77753480323428, 3.2330491662835126, 2.44696673812696, 2.094010685143276, 2.5331615388594684, 3.650956322088513, 5.0010469571916305, 6.068182966813467, 6.492738063205519, 6.175794893627069, 5.265593381008801, 4.069690632112244, 2.94456811105293, 2.2009820398985744, 2.0440259065540083, 2.550665661328583, 3.677640735856037, 5.288722104595166, 7.190532346079161, 9.168486744409092, 11.017411845382409, 12.564142442655223, 13.681488630840159, 14.294325201646405, 14.379282684943888, 13.959774226309746, 13.09803869917084, 11.885653608962372, 10.433670465228099, 8.863215093560214, 7.297113208735868, 5.852865298414015, 4.63710957785344, 3.7415751044588723, 3.2404329248514108, 3.188893778726429, 3.6228687902507977, 4.559497840210794, 5.998353062281156, 7.923137374802933, 10.3037164078495, 13.098343781285529, 16.255962357673795, 19.718486372792672, 23.422990259191337, 27.303748921035986, 31.29409086894843, 35.32803986499369, 39.34173258979615, 43.27460945413894, 47.07038322698, 50.67779586609701, 54.05117805647155, 57.15082872466786, 59.94323343403752, 62.401141287716946, 64.50351996527786, 66.23540796298711, 67.58768214227352, 68.556757439172, 69.14423415125025, 69.35650668076937, 69.20434603953116, 68.70246686310506, 67.86908817826107, 66.72549574506807, 65.29561247297933, 63.60558219980048, 61.68337102944532, 59.55838945004826, 57.26113759612092, 54.82287527230081, 52.27531771536916, 49.650357527989875, 46.97981276374686, 44.29520076996687, 41.62753709394252, 39.00715852118456, 36.46356913328505, 34.02530814040896, 31.719838152449164, 29.573452497182448, 27.611200167642505, 25.856826979289107, 24.33273153586565, 23.059934637130787, 22.058060808446957, 21.345330688523436, 20.938563074867048, 20.85318549451909, 21.103252238617795, 21.701468871700197, 22.659222299196013, 23.986615548257692, 25.692506487107412, 27.78454977584061, 30.269241406625568, 33.15196525314373, 36.437041107675235, 40.12777373932237, 44.22650255838755, 48.73465151989361]",1,37.75791,id00500550000005100001500000095e625004750018878955
1333000,"[1.3310471330328908, 0.7260380573014847, 0.7341645299103181, 0.7566916245647967, 0.9122610850744942, 1.0825313054541412, 1.0360448370662303, 1.2069074722966566, 1.369077811116679, 1.2869516593126034, 1.198592064797775, 1.3056828379787384, 1.4852958649826273, 1.4272714255850227, 2.030566473155565, 1.632280994397945, 1.8877009047325475, 2.128327760110566, 1.883640727967374, 2.422853828056214, 3.180690933005961, 2.994874726033702, 2.3185466723225203, 2.2667104475185424, 3.0121829399359665, 3.7828263255362, 3.8548273390088346, 3.213355373330815, 2.4391451950188245, 2.1862355899404973, 2.751897612684059, 3.969872306752491, 5.373843911320479, 6.457505596135315, 6.882351322027587, 6.5673266451451155, 5.6675133636757735, 4.485994575730815, 3.367518641156792, 2.609060061138495, 2.4041989724868102, 2.8232677691222507, 3.8221814556927245, 5.269358469954892, 6.980435881166517, 8.75276403846482, 10.394540734228357, 11.746073469159512, 12.692659515171172, 13.169872495766292, 13.162731992557273, 12.700464216772925, 11.848495324418307, 10.699086587811994, 9.361719060466699, 7.954027756480228, 6.593807957379697, 5.392385992851219, 4.449468096112692, 3.849450767342614, 3.6590878995504412, 3.926355858761497, 4.680329998282997, 5.931877781120555, 7.674978953692044, 9.88849737955525, 12.538248589115192, 15.57922913196662, 18.957896489820413, 22.614410279487206, 26.48476587464708, 30.50276988433137, 34.60182288982963, 38.716488393553654, 42.78383813777091, 46.74457295908681, 50.54392535981854, 54.13235523107278, 57.46605389455857, 60.50727407707467, 63.22450481656401, 65.59251082662206, 67.5922557009178, 69.21072768093427, 70.4406856778478, 71.28034194857388, 71.73299637312779, 71.80663574329172, 71.5135099127092, 70.86969512339078, 69.89465334856683, 68.61079510209122, 67.04305187701343, 65.21846320054355, 63.165782234071486, 60.91510290560676, 58.49751073524741, 55.94475879700726, 53.288969645872506, 50.56236351962323, 47.79701269246669, 45.02462150339738, 42.27633129798331, 39.58254929979652, 36.97280025918196, 34.47559960521144, 32.118346744775856, 29.927237104704126, 27.927191493019823, 26.14180135901823, 24.59328855437867, 23.302478235180956, 22.288783594114296, 21.570201170473393, 21.163315550248704, 21.083312337650554, 21.343998351000053, 21.95782806861699, 22.935935422944354, 24.28817011270696, 26.02313767264387, 28.148242607692275, 30.66973396298535, 33.592752762345974, 36.92138080588537, 40.658690371739226, 44.80679441781906, 49.36689692674329]",1,37.75791,id00500550000005100001500000095e625004750018878955
1667000,"[1.3869220915202565, 0.6670274756372865, 0.6721660935660602, 0.8487555184933353, 0.8500303047659652, 0.9899099859395548, 1.0316396499810898, 1.2399116971766404, 1.3434660409189827, 1.3463898506595429, 1.405185202996834, 1.4102081005013645, 1.8154656080012364, 1.4730236631932732, 2.065940145272599, 1.5724533626112893, 2.005408533024574, 2.3796905478391426, 1.8224671144512519, 2.071088302490574, 2.849743107996138, 2.7706575943068144, 2.108738919546558, 2.06152243216129, 2.911893200498305, 3.8641378623751885, 4.091825517427796, 3.506351099772062, 2.6870247675094223, 2.338363478216394, 2.8181627350907985, 3.999025134403402, 5.421168285162626, 6.5596035583215855, 7.04747379400118, 6.780497693948422, 5.9041779872470865, 4.726748246463232, 3.60839018293561, 2.8649340588717767, 2.7057671180459386, 3.2096304028679397, 4.33178715342844, 5.931663044655062, 7.809892364671148, 9.74587857231223, 11.529979012348258, 12.987286689924593, 13.992232243539751, 14.474736818499782, 14.419479724316767, 13.86015793392798, 12.870577146949358, 11.554173866670093, 10.033236467973214, 8.438745971120293, 6.901439136177021, 5.544429863535733, 4.477516798411972, 3.7931533208759625, 3.563953720716456, 3.8415473297300387, 4.656561582937493, 6.019507100667171, 7.922345886147712, 10.340541952562736, 13.235417762022719, 16.556666543515735, 20.24489756485573, 24.234117221446528, 28.454072406367874, 32.83240350765567, 37.29657231816499, 41.77554513782026, 46.201223539429726, 50.50962488972732, 54.641822048442336, 58.54465701154781, 62.17124692156289, 65.48130312500281, 68.4412850793496, 71.02441113653529, 73.21054776489333, 74.98599779549924, 76.34320694230678, 77.28040627293917, 77.80120659928082, 77.91415899416195, 77.63229388438256, 76.97264946760025, 75.95579858480443, 74.60538167413891, 72.94765204999935, 71.01103850102203, 68.82572908384718, 66.42327900436283, 63.836244619517025, 61.097844853618625, 58.241650694852204, 55.301302911220795, 52.31025769065001, 49.30155955788189, 46.30764064162469, 43.360145150212105, 40.48977775430495, 37.726174463116855, 35.097794509103494, 32.631831718551446, 30.354143836231252, 28.289198286102582, 26.460032882439588, 24.888230052741584, 23.593903191983195, 22.595693834221837, 21.910778399819083, 21.55488335246145, 21.542307678037307, 21.885951675805153, 22.59735113001173, 23.686716006254628, 25.16297289070592, 27.03381046126775, 29.305727347407593, 31.984081799542654, 35.07314264922006, 38.57614109789213, 42.49532292477421, 46.83200075314302]",1,37.75791,id00500550000005100001500000095e625004750018878955
2000000,"[1.3732031584158084, 0.6647389506871092, 0.7335767942620199, 0.7631209696141683, 0.8751153319400313, 1.0757180450773751, 1.0391697988954525, 1.2079662572405165, 1.2381152716711517, 1.3530737276107914, 1.3762186982013354, 1.3542839082348335, 1.596332419076464, 1.442573849306907, 1.8994954173162697, 1.6806095366511133, 2.009044002240262, 2.23643394775596, 1.8872959320151552, 2.1408935137416445, 2.7247112774092113, 2.686715988490392, 2.2708813924533477, 2.319399721287291, 2.988687153098121, 3.6745663986739956, 3.782218596025597, 3.2770662558867216, 2.617678968354696, 2.3415002360272554, 2.71024772542814, 3.6127974709566115, 4.690118094287421, 5.543364806117816, 5.902964374170326, 5.703216322878764, 5.066886577610514, 4.2350805158192735, 3.4817884023864156, 3.041699295892314, 3.0651622642757137, 3.602020392907612, 4.608705768841166, 5.9701154359678466, 7.527989925948228, 9.109312663463818, 10.550525787549912, 11.715447975899119, 12.506382212942206, 12.868956862923913, 12.791821152693215, 12.30253452386467, 11.460968921534441, 10.351384831959095, 9.074120230073316, 7.737596121202492, 6.451122641077823, 5.318800843198759, 4.434662897552024, 3.8790771682711367, 3.7163610765717165, 3.993488907279544, 4.739748540032593, 5.967185480232936, 7.6716700762646415, 9.834430649467382, 12.423908321040274, 15.397806119316753, 18.705223580034115, 22.28878708433066, 26.086704592150845, 30.03469053059227, 34.0677219584538, 38.12160052482847, 42.13430609974118, 46.04713731883222, 49.80564176926465, 53.36034431704127, 56.66728633107434, 59.68839150214612, 62.391675789877134, 64.7513199530828, 66.74762330852974, 68.36685698185693, 69.6010341042029, 70.44761329068191, 70.90915041464528, 70.99291224889906, 70.7104640494947, 70.07724166253999, 69.11211728016914, 67.83696658802255, 66.27624375392638, 64.4565695191018, 62.40633657635753, 60.15533545680047, 57.73440329648504, 55.17509711326201, 52.50939258611507, 49.76940878741986, 46.98715886498114, 44.19432629716836, 41.42206604267999, 38.700829668283035, 36.06021335549384, 33.52882755323425, 31.13418695118367, 28.902619391598716, 26.859192310108256, 25.027655293331755, 23.430397358584845, 22.088417594453023, 21.02130784714927, 20.247246193328966, 19.78300000282541, 19.643937462411767, 19.844046502341563, 20.395960139539724, 21.310987323648604, 22.599148443658247, 24.26921472275296, 26.328750796655, 28.784159835656524, 31.640730632360093, 34.902686135642895, 38.57323296638945, 42.65461150200825, 47.14814616466829]",1,37.75791,id00500550000005100001500000095e625004750018878955
2333000,"[1.2587297746556838, 0.6972085940723919, 0.6835529913770949, 0.8540988937638283, 0.9143999064474224, 0.9990510745986024, 1.0090958456779011, 1.1725954268636392, 1.3512639921221603, 1.4651836100638738, 1.4910037445187723, 1.3377000836088953, 1.6282203122194614, 1.4792897310850837, 2.090774195701037, 1.8116872480155892, 2.2973880263987083, 2.5575712658593353, 1.9980679193414903, 2.205080473611243, 2.9134823385365842, 2.9171496363223124, 2.4497700767261983, 2.533362202709259, 3.395475519659078, 4.311999393196622, 4.523575693117011, 3.9411704544415627, 3.1048458365089675, 2.6895831567317527, 3.0557837032077755, 4.105676435686014, 5.418860364689188, 6.502667661644645, 7.004905547088379, 6.815099476276605, 6.0547699675213185, 4.997527121892452, 3.966984689837489, 3.2484250776053503, 3.032345161240633, 3.3928439249769045, 4.294424279065225, 5.616967491043157, 7.188744449315894, 8.819511914204387, 10.328574197638721, 11.565298946510898, 12.42156178667556, 12.836878630639424, 12.797658356530373, 12.33223001277943, 11.503227845310485, 10.398686678948623, 9.122905195969876, 7.787836885638032, 6.5055022833373375, 5.381696929527909, 4.511100517772115, 3.9737703961956643, 3.832920137490428, 4.133833521169949, 4.903738493176737, 6.15245790657392, 7.873658653911869, 10.04653384849183, 12.637770675503466, 15.603676942532791, 18.89236043104231, 22.445875651276427, 26.202271720275593, 30.09749232431961, 34.06709383942507, 38.04776058581906, 41.97860692595509, 45.802264604342824, 49.465760546923164, 52.92119549254141, 56.12623753566535, 59.04444713367119, 61.64545158031599, 63.90498756098071, 65.80483035802969, 67.33262771919966, 68.48165547079662, 69.25051076315046, 69.64275747194502, 69.66653682215173, 69.33415481234644, 68.66165654362, 67.66839613484352, 66.37660956056945, 64.81099649694302, 62.99831611554066, 60.967000730522, 58.746790282133894, 56.368389827461876, 53.86315150302693, 51.26278181733404, 48.599074617640916, 45.90366964623028, 43.2078362492519, 40.54228151765372, 37.9369819169532, 35.42103729306886, 33.02254601805543, 30.76849995579851, 28.684697877528844, 26.795675934970355, 25.12465380018161, 23.693495101357804, 22.52268081923584, 21.63129435596617, 21.037017044524536, 20.756132929470542, 20.803541717039842, 21.192778862427936, 21.93604183323052, 23.044221659152406, 24.52693894831841, 26.392583619043872, 28.64835766215592, 31.300320312441915, 34.35343506822108, 37.81161805515267, 41.677787284092446, 45.953912403005965, 50.64106458965597]",1,37.75791,id00500550000005100001500000095e625004750018878955
2667000,"[1.342671905752966, 0.7027058352374426, 0.6837539893298269, 0.7480243603520287, 0.9506739858974365, 1.1226480944370447, 1.108959033381379, 1.3015299880657338, 1.3872626767694247, 1.3539420525648556, 1.5799661288977345, 1.5619395141476, 1.732481512082945, 1.5591570486752284, 1.836043681568643, 1.6193198142298029, 1.884445160468493, 2.074293116438711, 1.893694552890812, 2.1957216420823134, 2.6137872467165324, 2.4537897947335034, 2.04985635683209, 2.1009622323863177, 2.7049701467391127, 3.368159631666416, 3.5960747327949036, 3.3161914201185363, 2.85388574163083, 2.6322331764999207, 2.887344257055415, 3.5671744726879546, 4.409487286698068, 5.1004481120131855, 5.414455877335892, 5.283284197376286, 4.791830439980541, 4.12607413763845, 3.505018370184794, 3.121013395931393, 3.1011230237491856, 3.49194952707864, 4.263874295266971, 5.327951145208939, 6.558631878449467, 7.816883447340024, 8.970112600027814, 9.90705539024143, 10.547139200853902, 10.844720339387507, 10.789093254629332, 10.401356440526351, 9.72920755484672, 8.840612227287144, 7.817110733285091, 6.747335810006037, 5.721137732023305, 4.824561334973174, 4.135797953006077, 3.7221424967027343, 3.637919005394907, 3.9232928612982074, 4.603860230722929, 5.690891293654129, 7.1821000351461, 9.062816950385221, 11.307449638329102, 13.881128077887784, 16.741444955207175, 19.840215644824234, 23.125196531832483, 26.54171372243889, 30.034166442669243, 33.54738033770287, 37.02779534442045, 40.42448079473255, 43.689976961198106, 46.78096747001038, 49.65879100056734, 52.28980360366689, 54.64560494695913, 56.70314298098341, 58.44471204995779, 59.85785947642627, 60.93521524344121, 61.6742586841071, 62.077035154052055, 62.149834582164246, 61.90284263035699, 61.34977399408745, 60.507496181220446, 59.39565094774667, 58.03627946705956, 56.453456280497505, 54.672936130667125, 52.72181692117152, 50.62822127869952, 48.420998515138514, 46.12944819552534, 43.783066007810554, 41.411312197122754, 39.04340246438521, 36.70812093033419, 34.43365452471165, 32.24744797025088, 30.176078385875513, 28.24514842745479, 26.479196812070562, 24.90162502804678, 23.534639013429086, 22.399204586081844, 21.515015425445295, 20.900472436039326, 20.57267336319268, 20.54741157976154, 20.839183016673985, 21.461200268198333, 22.425412963365584, 23.74253355671418, 25.422067753423114, 27.472348845107202, 29.90057529238762, 32.71285094828601, 35.91422737212318, 39.508747736622965, 43.49949188114082, 47.88862211120314, 52.677429388812804]",1,37.75791,id00500550000005100001500000095e625004750018878955
3000000,"[1.447838585193207, 0.6822565608358265, 0.6430173136782541, 0.8279783228487733, 0.9499646802202903, 1.0149814761412017, 1.1267614611621077, 1.2132572663067493, 1.3925055912144928, 1.5442850250219486, 1.591316026208667, 1.5244705572978579, 1.8568615325800408, 1.4335438047836733, 1.772211526483796, 1.621586463684039, 1.9857870613424344, 2.2345291097566706, 1.9588961526974873, 2.3422217139302015, 2.9830843355968826, 2.85631874346038, 2.336669078542511, 2.4219023034838716, 3.2632253607617487, 4.123834242829498, 4.291363738837182, 3.7133545173385762, 2.9134090810582634, 2.5116261662273125, 2.8181220043128756, 3.722487154406811, 4.834841231641065, 5.718874069844264, 6.0792085596150764, 5.842464730937269, 5.138900817078414, 4.225025032687478, 3.390950060817707, 2.8834344619690855, 2.8589753019222126, 3.368048878781506, 4.3638775780846615, 5.726326082200613, 7.292031164154626, 8.883985731047689, 10.336322458848377, 11.512282428079876, 12.315021042890342, 12.691963721917485, 12.633972723982735, 12.170762677998166, 11.363939861776059, 10.298847033689457, 9.076148788604804, 7.803841426127946, 6.590144184040728, 5.537538422597136, 4.738071415528171, 4.2699297756005645, 4.1952094344969915, 4.558758719074997, 5.387942628741385, 6.6931646532390525, 8.468982850987688, 10.695665701047917, 13.341047461517487, 16.362560093435764, 19.70933748934209, 23.32430649803318, 27.146197163262375, 31.111421100774464, 35.15578167029409, 39.21599238416805, 43.230990794984784, 47.14304398035483, 50.89864881991485, 54.449235704790965, 57.75168832294159, 60.76869492271589, 63.46894816678731, 65.82721153459163, 67.82427038401869, 69.4467853953031, 70.68706532593662, 71.54277492011732, 72.01659253661293, 72.11583066475265, 71.85203105388524, 71.24054473761443, 70.30010582903255, 69.05240662538775, 67.52168030993415, 65.73429638785768, 63.71837294917915, 61.50340891693694, 59.11993861279557, 56.59921025097331, 53.97288934961741, 51.272787519813924, 48.5306166488441, 45.77776812826072, 43.04511648091666, 40.362846506446814, 37.76030288438239, 35.26586104099542, 32.90681799353764, 30.70930182771588, 28.69819843553541, 26.897094136117637, 25.32823281735899, 24.012486267476245, 22.96933640918279, 22.216868202533682, 21.771772042830303, 21.649354545247775, 21.863556676224167, 22.4269782616199, 23.350907971973967, 24.645357954837923, 26.31910235234948, 28.379719008282954, 30.833633732296743, 33.686166549640724, 36.94157942193008, 40.603124978597016, 44.67309584919785, 49.152874233877704]",1,37.75791,id00500550000005100001500000095e625004750018878955
