timeStep,Sq,lambda_o,lambda_f,id
0,"[0.9734051544506898, 0.8754176937829611, 1.0281823249387223, 0.9899164886631379, 0.9264695083781191, 0.8420375405856375, 0.8865836079187251, 0.9506426094103736, 0.8953372489878165, 0.8787933840007452, 0.9804184854703537, 0.9387755182231567, 0.9101992698054099, 1.1579976870008377, 0.9440387351242887, 1.217033170892299, 0.9372899355907935, 1.1216492124349091, 1.5138266527888184, 0.9373296001939608, 0.9633252289569187, 1.7445225357502612, 1.8577045810892432, 1.2342009130149363, 0.9954295142324833, 1.6166777663008656, 2.4702442309322055, 2.731116744824153, 2.2045425218560557, 1.3679322089640156, 0.8883047559331717, 1.1489208387777876, 2.0807475648504514, 3.285281338714288, 4.2829741804080586, 4.728751580581849, 4.516060017894103, 3.7682625759345436, 2.7585463539454, 1.8073857775301068, 1.1942438134652582, 1.1018190221489355, 1.5955580890318952, 2.6316253499692044, 4.082781003144805, 5.771888584866885, 7.505108978531121, 9.09976492629867, 10.404499131887162, 11.31132023574358, 11.76037772198755, 11.738940087235568, 11.276239279136485, 10.435752778138204, 9.306254512330757, 7.99266978419441, 6.607475512959708, 5.263126789230682, 4.065777314242015, 3.1103969015875808, 2.4772698960898833, 2.2297773977965756, 2.4133161211517735, 3.055180490752125, 4.165225976217942, 5.737135544629946, 7.75012332850458, 10.170926955913862, 12.955960032439812, 16.053517209872133, 19.405944848975032, 22.951709617801306, 26.627314916230244, 30.36903047876627, 34.114413760683654, 37.80361276949347, 41.38044896918717, 44.79328592436068, 47.99569466673341, 50.946930576357744, 53.61223909548663, 55.96300904889856, 57.97679293065558, 59.63721341555931, 60.93377472507616, 61.861596461873795, 62.4210862429123, 62.61756600683911, 62.46086532745594, 61.96489349498429, 61.14720058002438, 60.028536208294646, 58.632413373766035, 56.98468332125752, 55.113126347444464, 53.04706230641305, 50.816983662844976, 48.454213109798786, 45.99058705360599, 43.458165658686774, 40.888969632116314, 38.31474350293561, 35.76674480570376, 33.27555830289019, 30.870934167958623, 28.58164889237854, 26.43538756782949, 24.458646122645316, 22.676652052809118, 21.113302176910608, 19.791115956389035, 18.731202952665395, 17.953243037541274, 17.47547802913483, 17.31471348975485, 17.486329492013834, 18.00429923308243, 18.88121445255866, 20.128316685544533, 21.755533458032815, 23.771518605684342, 26.18369596879896, 28.998305785200408, 32.220453168460956, 35.85415812110943, 39.90240659101094, 44.36720213389224, 49.24961779598686]",1,64.565034,id00100550000005100001500000095e625004750032282517
333000,"[1.047715016681377, 0.9113380740128443, 0.9755841915694071, 0.9244149870351382, 1.0778163559027976, 1.1325863885117204, 1.1434627346080524, 1.2150535949534762, 1.206821081804654, 1.2563717409635178, 1.163154362322471, 1.1923700839336604, 1.299839246841942, 1.2778565228233691, 1.1376710297441848, 1.4808092240501851, 1.2101909111374582, 1.3324488999430233, 1.708347942871313, 1.1376697703283727, 1.3256740520189025, 2.328799940596138, 2.409430808870053, 1.5368649625163004, 1.1576596831875503, 1.8857558533453238, 2.9263487092778604, 3.23516912530503, 2.572129353142414, 1.5436971840121518, 0.9818447017760965, 1.3491713916389383, 2.539678400155662, 4.0452579335551295, 5.27090349172805, 5.7997720589146855, 5.514818419986683, 4.580796148466267, 3.3408180641647056, 2.188832842691951, 1.4624077081878597, 1.3769530509207657, 2.003477388526984, 3.2806974349005373, 5.048197514171227, 7.088003629757443, 9.165000073291024, 11.060285368418288, 12.594804731629921, 13.642977034312626, 14.13751019210303, 14.06732009167019, 13.470649151196424, 12.42532634903525, 11.037783932281874, 9.432060790562568, 7.7396489965583894, 6.090715566504943, 4.606970843397865, 3.3962589942785955, 2.5488084368586406, 2.1349908600513405, 2.204386530647688, 2.7859311903042463, 3.888917828768436, 5.5046383077457826, 7.608470019895233, 10.162237605971866, 13.116706397474562, 16.41409073424247, 19.990485321241003, 23.7781505333093, 27.707602619288483, 31.709476933851, 35.716146659651955, 39.66309112233019, 43.490016972755654, 47.1417424843668, 50.56886027585933, 53.728197207955866, 56.583092291934115, 59.103514440802435, 61.266042020046164, 63.053725614878125, 64.45585439834197, 65.46764510603354, 66.08987102015573, 66.32844663680164, 66.19398191417098, 65.7013182365467, 64.86905652480715, 63.71908631177186, 62.27612310197382, 60.56725996413605, 58.62153806751509, 56.46953977184915, 54.1430069123829, 51.67448608087044, 49.09700198304627, 46.44375934394269, 43.747873325003155, 41.04212800125076, 38.35876211292577, 35.729281044380194, 33.184293784458525, 30.753373478534176, 28.46494008490336, 26.346163590154973, 24.422886212940615, 22.719562027459872, 21.259212461828096, 20.063396167808243, 19.152191813268622, 18.544192413805526, 18.256509892385186, 18.304788633184838, 18.703226876025298, 19.46460487921137, 20.60031885986446, 22.120419800846317, 24.033656291267476, 26.347520642681385, 29.068297594889444, 32.201114993467044, 35.749995885436945, 39.717911539822786, 44.10683495606732, 48.91779447550401]",1,64.565034,id00100550000005100001500000095e625004750032282517
667000,"[1.1443535133186136, 0.8063882147853877, 0.9622426580475821, 1.0113711618172307, 1.2234052160998272, 1.2509495850719052, 1.4160091730204252, 1.3988422742162312, 1.424885304804867, 1.44041772689017, 1.616011516224859, 1.4293042176755446, 1.590439570172675, 1.963002205723618, 1.5810429331775497, 2.0226105226720223, 1.6424083624382118, 1.919526461679683, 2.477481112004756, 1.814920006786014, 1.7788391124718754, 2.5913556145934757, 2.6571836760163214, 1.9073213454468576, 1.5959759399965279, 2.258625975909335, 3.214553180122105, 3.5517878955703557, 3.026815271672398, 2.124484134307407, 1.5532801819863475, 1.7394464107810454, 2.6369556186842984, 3.846081888897738, 4.86992011985321, 5.341913685252618, 5.139426869570449, 4.379593539292861, 3.339018361592091, 2.3481767166072385, 1.6991056064278725, 1.5860704027938215, 2.0826334618030033, 3.1484783753384864, 4.655264390309744, 6.420899620498777, 8.243933639918353, 9.932746975612961, 11.326936685709972, 12.310355219433191, 12.816581880719832, 12.828296548787025, 12.372251721132333, 11.511467954911755, 10.336044874949211, 8.95368183977203, 7.48070071881903, 6.034092399374271, 4.7248840593257295, 3.652949450993199, 2.903256265139875, 2.543456691517233, 2.6226721260133963, 3.1712933355783295, 4.20160680446869, 5.709060986473417, 7.673998350217703, 10.063696952917867, 12.834586162340532, 15.934523107601136, 19.30503807894627, 22.883477464577208, 26.604991308446195, 30.404328864091674, 34.21741947326066, 37.98272772643283, 41.642381278061976, 45.14307707050767, 48.436777283589, 51.481210305353684, 54.2401946502448, 56.683805261093696, 58.78840223330576, 60.53654188512529, 61.916789436476456, 62.923451497043786, 63.556245225924755, 63.819919513077814, 63.72384193020787, 63.28156357163625, 62.51037230489736, 61.43084341408846, 60.066395173236785, 58.44285554996861, 56.5880450220718, 54.53137939583885, 52.30349554555348, 49.9359021449616, 47.460656728397794, 44.91006979409941, 42.31643613673995, 39.71179316138002, 37.12770557771864, 34.59507559267019, 32.14397750215188, 29.803515421267157, 27.60170277809535, 25.56536212295498, 23.72004376585545, 22.089961744095426, 20.697945634455078, 19.56540675561546, 18.71231735235845, 18.157201410307582, 17.91713581552282, 18.007760644644748, 18.443297446388765, 19.23657445225729, 20.399057731920788, 21.940887385644242, 23.87091794146668, 26.196762197847384, 28.92483782261655, 32.06041608590208, 35.60767216796973, 39.56973654242671, 43.94874699091568, 48.7459008572405]",1,64.565034,id00100550000005100001500000095e625004750032282517
1000000,"[1.195489875755443, 0.9077278651872908, 0.9207044042049328, 0.9631320605147458, 1.230566582862317, 1.4308954953952395, 1.3334315649903055, 1.574656617517736, 1.7321449664114357, 1.752450808103324, 2.012989813616467, 1.911046243766582, 2.037762078237448, 2.2926217808861713, 1.9180318396994174, 2.1334688873868566, 1.989430108211441, 2.3364215028287125, 2.5555409948485464, 2.158626116624357, 2.3375718143857003, 2.8998569029105594, 2.8417709230038635, 2.3435623371683936, 2.287943452714714, 2.9000410494212554, 3.5840520817317536, 3.6929330157147837, 3.1328288581081067, 2.3409886813249154, 1.8776113636225673, 2.0478356559902844, 2.77766265406625, 3.725833357392707, 4.493975691011964, 4.804734304135427, 4.584344085243792, 3.9506109800035825, 3.1421907934691213, 2.4308782224622276, 2.0475387624297303, 2.1365005235505414, 2.740074652090928, 3.8070180464164163, 5.2158167490705605, 6.804062761954122, 8.397257648890823, 9.832870636343545, 10.977694945065856, 11.738188101619118, 12.064517579240146, 11.949561369804519, 11.424275499550506, 10.550771735195061, 9.414255688926268, 8.114733258998257, 6.759149049860162, 5.454400272194746, 4.301485444106519, 3.390901880010467, 2.79929731831886, 2.5873045168679867, 2.798437789734021, 3.458901853180074, 4.578151052559715, 6.150036781717092, 8.15438911377573, 10.558892442400866, 13.321131997134646, 16.390706684267258, 19.711322502990182, 23.222798855343452, 26.862936772333608, 30.56921302576469, 34.28027708415879, 37.937238844220076, 41.48474407449484, 44.87184166614868, 48.0526522649779, 50.986851852966176, 53.639986561326126, 55.98363663302746, 57.99544820462435, 59.65905162287202, 60.963884510876156, 61.90493689114164, 62.48243447855157, 62.7014748752569, 62.571629913841726, 62.106525870687825, 61.32341175941329, 60.24272445323633, 58.88765800305863, 57.28374323399735, 55.458442528762795, 53.44076364759138, 51.26089549273771, 48.94986789868921, 46.53923681260225, 44.06079561650363, 41.54631282592192, 39.027295970487955, 36.53478111209607, 34.099147176860264, 31.749954060006502, 29.515803300071084, 27.424220002897027, 25.501554620070877, 23.772903144372105, 22.262044270871954, 20.99139208148964, 19.981962838637642, 19.25335451617393, 18.82373774983665, 18.709856951763808, 18.927040402110237, 19.489218203078913, 20.408947055132426, 21.697440890303675, 23.364606472208482, 25.419083145637657, 27.868285989734762, 30.718451697184857, 33.974686567130824, 37.64101606141011, 41.72043543197045, 46.214960981886215, 51.125681573218635]",1,64.565034,id00100550000005100001500000095e625004750032282517
1333000,"[1.1720881197206245, 0.790558679150116, 0.9212549069778386, 0.9851069012298671, 1.1582492714205195, 1.4554850725247306, 1.474114614017648, 1.765016689942675, 1.6287533583806504, 1.9858663338932074, 2.078992164979674, 2.1365280187289715, 2.325163384550636, 2.1459792966112663, 2.2080260194797177, 2.820685721155524, 2.623281183949411, 2.7126341262663645, 3.1183819344900967, 2.8189245644571446, 2.8700123269363296, 3.3748788431183034, 3.3217096861142332, 2.7538370361343283, 2.5671274969136566, 3.103606005864932, 3.8265149529415736, 4.042795506703099, 3.5767078301349144, 2.823119590125212, 2.3558911052680793, 2.519335712445862, 3.267506889164079, 4.259942758127173, 5.077944979492616, 5.418965594225196, 5.193124969767298, 4.516870905460014, 3.640115629579275, 2.8522212287258584, 2.4012799009396995, 2.4438826464636945, 3.0277598240264423, 4.100667638223448, 5.53546614848368, 7.16173514829457, 8.796596769808454, 10.27022731613795, 11.444020033084177, 12.221169398008392, 12.550558962411094, 12.42537318111696, 11.877988728882558, 10.972589960957057, 9.796718146678053, 8.452687606953974, 7.049533655172986, 5.695922893514595, 4.494265766878198, 3.536124832175794, 2.8989056687592623, 2.6437444808093087, 2.814460629051135, 3.437417464577644, 4.522125633905496, 6.062425095981758, 8.038091904128363, 10.416730572698711, 13.155830417461019, 16.2048830045668, 19.507476570661854, 23.00330114114462, 26.630014510158404, 30.324933911949763, 34.02653093840166, 37.6757180020146, 41.21692346291934, 44.5989595545998, 47.77569262058543, 50.706529102097974, 53.35673339260938, 55.6975952961075, 57.70646557900608, 59.36667816408131, 60.66737703405719, 61.603265028944065, 62.17429055210475, 62.38528684369636, 62.245577017535155, 61.76855655352707, 60.97126344342288, 59.87394474129894, 58.49962689983724, 56.87369599840089, 55.02349280108921, 52.97792652862624, 50.76711028875938, 48.42202028401282, 45.97418019876963, 43.455371553546065, 40.89737029557812, 38.33170946335025, 35.78946741005116, 33.301080788704255, 30.89618128167324, 28.60345489154145, 26.45052249163975, 24.463840255946728, 22.668618543484815, 21.08875779607053, 19.746800015327985, 18.663894410793, 17.859775851828555, 17.352754808543814, 17.159717528044855, 17.2961352596494, 17.7760814140649, 18.61225561519728, 19.816013677769718, 21.397402618099413, 23.36519987825142, 25.726956014611797, 28.48904017012164, 31.656687714558, 35.234049499041014, 39.22424222918203, 43.6293995158648, 48.45072321352459]",1,64.565034,id00100550000005100001500000095e625004750032282517
1667000,"[1.1828704514978163, 0.7137491765002693, 0.9561379007800073, 1.0381898143430062, 1.288896234790711, 1.3392100566868284, 1.540161812792183, 1.83682220267226, 1.7251507335931302, 1.9800796468261317, 2.0650368570158757, 2.1064174466626406, 2.442291626394705, 2.6946383326915413, 2.7400612992477322, 2.8668678087386863, 2.7240309174506243, 3.2780012891275523, 3.884804115162541, 3.4234656305844764, 3.3701365449754963, 3.9564320918008993, 3.994581029488978, 3.3936801033143458, 3.0663660548308393, 3.4294797301285582, 4.0153167024771905, 4.187313668747823, 3.7973520208035514, 3.2165175183323846, 2.951865012426263, 3.2764833386568464, 4.105187987124956, 5.100344073157462, 5.873155819762612, 6.154413914851051, 5.873954058687605, 5.149740008805119, 4.220444584727661, 3.360913587021528, 2.809659893191009, 2.722856834075012, 3.15699290802024, 4.074848570188111, 5.366469692014431, 6.8769367504717, 8.434470869852607, 9.874652099331822, 11.058582276601019, 11.884406292653512, 12.292653915885099, 12.26644778063999, 11.827856564309453, 11.031671893057567, 9.957749723664346, 8.702853103263614, 7.372711056589146, 6.074796921288434, 4.912144263090449, 3.9783660371529534, 3.3539237846176517, 3.1036060185048866, 3.2751146022984483, 3.8986202943169554, 4.98712915459188, 6.537495955613425, 8.531925373503105, 10.939813398598394, 13.719797500082754, 16.821902549292794, 20.189688772902084, 23.762326910319093, 27.47654348129343, 31.268395109908596, 35.074844908656104, 38.835125885811784, 42.491886215537406, 45.99211910909292, 49.28788611320528, 52.33684713872376, 55.10261360546864, 57.55494299514786, 59.66979404205739, 61.42926195414509, 62.821412618560366, 63.840033858249264, 64.48432059990026, 64.75850939785812, 64.67147622305177, 64.23630984217, 63.46987153610454, 62.39235038018378, 61.026821862452515, 59.39881627103847, 57.535902050418024, 55.46728821577331, 53.22344892630778, 50.83577245030705, 48.336236002087674, 45.757107287036945, 43.13067304772699, 40.48899445286907, 37.86368880264988, 35.285736729753374, 32.78531384637292, 30.391645615425425, 28.132884101194506, 26.03600517355937, 24.12672469425365, 22.429432197336844, 20.967140583982232, 19.76145037913182, 18.832527140471417, 18.19909066499513, 17.878414702127454, 17.886335952356486, 18.237271204426357, 18.94424154051507, 20.018902615984874, 21.471580097013675, 23.311309414718913, 25.54587906750329, 28.181876773697585, 31.22473784371402, 34.6787952045557, 38.54733056945061, 42.83262630149289, 47.53601757244329]",1,64.565034,id00100550000005100001500000095e625004750032282517
2000000,"[1.1101132979463169, 0.7707296054393717, 0.8052837760959141, 1.0439072049283293, 1.1932329934066543, 1.3293746848929653, 1.5886631372891957, 1.791323100579765, 1.9900585572577416, 2.1078310447204913, 2.3292622875084756, 2.2789920733623106, 2.5981147679622327, 2.987186518521657, 2.803958584520393, 3.1318747307337924, 3.1430166072327776, 3.5369397608967157, 3.9415248207570848, 3.4822319694179242, 3.453760666276277, 4.0293094360465345, 4.051828462250947, 3.4649365669424226, 3.2614410133365253, 3.8778064798319263, 4.7284451039037965, 5.014679089847685, 4.52332239884754, 3.697866625449457, 3.184923856512357, 3.3671130798427926, 4.186971368801707, 5.261316264646112, 6.125539668058176, 6.448615540222333, 6.137881788162955, 5.330652133975729, 4.3131637469746575, 3.4161128417909845, 2.924137395736708, 3.0183241383009474, 3.7550329094865758, 5.074455495050515, 6.828230605853988, 8.815449594920416, 10.818614298817927, 12.634061411832427, 14.094125687416565, 15.080443691813317, 15.529199777861471, 15.42986918720468, 14.819277217708258, 13.772733769991255, 12.393759796284204, 10.803600460119002, 9.131388235298818, 7.505518071954545, 6.046545582694701, 4.861723596982694, 4.0411498240859265, 3.655401948809553, 3.754477835046742, 4.367829156525922, 5.505269032171173, 7.158541598520022, 9.303358634967756, 11.901731277057602, 14.904450447371897, 18.25359570210708, 21.884977226174524, 25.730438743813853, 29.719969589400648, 33.78359185185532, 37.85300332973277, 41.86296912459464, 45.752464264597556, 49.465577050417586, 52.95218813927527, 56.16844402192032, 59.07704578383013, 61.6473751377445, 63.855479906940545, 65.68394063628001, 67.12163899132354, 68.1634472271286, 68.80985639404634, 69.06655920042957, 68.94400165302993, 68.45691580791606, 67.62384423514101, 66.46666516302268, 65.01012574573438, 63.281389505030006, 61.309602740402894, 59.125483583376926, 56.760936388403, 54.24869329940659, 51.6219840997277, 48.9142348349691, 46.15879518331914, 43.38869412611032, 40.6364231326355, 37.93374580777429, 35.31153274947552, 32.79962021688621, 30.4266911108812, 28.220176709614925, 26.206177575891815, 24.409402054754466, 22.853120803519655, 21.559135837996866, 20.547762633854042, 19.837823887641655, 19.446653614956475, 19.39011034116254, 19.682598220947018, 20.337095005075337, 21.365185854644544, 22.777102083806735, 24.581763990469945, 26.786827010210562, 29.398730501046487, 32.42274853546675, 35.863042140958065, 39.72271249107175, 44.00385460578868, 48.70761117257381]",1,64.565034,id00100550000005100001500000095e625004750032282517
2333000,"[1.2169987133120532, 0.7728448812214621, 0.9941669694785105, 1.0038759333642038, 1.2621577413222504, 1.4891352352406024, 1.7104758318883473, 1.8581996724929974, 1.9994396028429757, 2.2189325173236494, 2.3655983639953946, 2.4063338723899648, 2.820561359625207, 3.0001554632361027, 2.8692282095492097, 3.2935045405957353, 3.2748511626493557, 3.4427841071418146, 3.8392794515564734, 3.598218119982146, 3.7843713986070258, 4.368641708428965, 4.38995174454844, 3.997960212721406, 4.060825118595908, 4.785281477790477, 5.53297580162002, 5.6246048915288025, 4.98088868981267, 4.092577520782384, 3.5738162593827445, 3.752473803879871, 4.54033389410303, 5.559994007988057, 6.3758757388913265, 6.687462468086672, 6.417158384642678, 5.695374873780222, 4.782673660356413, 3.9743796536439433, 3.5206347526883865, 3.5775938588153213, 4.191264063186838, 5.307088195410361, 6.79530532857223, 8.482635538408175, 10.183126545440897, 11.723732398968902, 12.962602046815158, 13.799823745796937, 14.181471002016956, 14.098340703738373, 13.580923056098467, 12.692045673085339, 11.518408749903543, 10.161956536789113, 8.731762921262858, 7.33687282681179, 6.0803475282044985, 5.05461239545311, 4.33809633460675, 3.9930773127288712, 4.064601275182784, 4.580316269225628, 5.55105422872195, 6.97199509715415, 8.824258091513583, 11.076780043606783, 13.688358673805002, 16.609757688776263, 19.785789537641552, 23.15730966453362, 26.663072604160906, 30.24141495178939, 33.83174294468971, 37.375813092694486, 40.81880305843323, 44.11017694417445, 47.20435446326073, 50.06119735275403, 52.646329020507835, 54.931305011897265, 56.893652616057544, 58.51679798077995, 59.789898623348904, 60.707598346512185, 61.2697204100765, 61.48091346630133, 61.350263320964764, 60.89088209558807, 60.119484889766774, 59.055962613678965, 57.72295830711954, 56.1454530016968, 54.350366028918394, 52.366173634877775, 50.22254883376737, 47.95002461571003, 45.57968191510498, 43.14286313773632, 40.67091153102227, 38.194936254015474, 35.745602653830176, 33.35294697477093, 31.04621450748355, 28.853720020216954, 26.802729195523046, 24.9193597167197, 23.22850060307121, 21.75374837535851, 20.517358639367536, 19.540211699425292, 18.841790853614345, 18.440172073338793, 18.3520238296176, 18.59261589437131, 19.17583601496133, 20.11421343258977, 21.418948288424755, 23.09994603430312, 25.165856036628, 27.624113631876423, 30.48098495938481, 33.741613961357345, 37.41007100104474, 41.48940260755901, 45.981681909720265, 50.888059371623626]",1,64.565034,id00100550000005100001500000095e625004750032282517
2667000,"[1.3403146579779917, 0.7343404580223816, 0.8607082034229625, 1.0387275305750399, 1.172084717266133, 1.5692244161367974, 1.4976874653389145, 1.7592304892643205, 1.9668668905146973, 2.0427032636851457, 2.5586321409600137, 2.6051354465193515, 2.6489810044654476, 2.8552615779579535, 2.995157921980149, 3.5788373631513517, 3.5097531950050893, 3.9428927264734104, 4.538558581076456, 4.042447727924442, 4.161975850033578, 4.946318412734434, 4.985701385051759, 4.373799929484153, 4.279420383852304, 5.066311852891164, 5.970667912538691, 6.13121078550762, 5.4371742216170516, 4.498492381090818, 4.071591475854385, 4.5382274489834975, 5.7490320396429935, 7.194790405271898, 8.30575261809944, 8.697762745905095, 8.280970694363312, 7.2364414873890945, 5.912773297987684, 4.701374947102899, 3.9327724404501976, 3.813952910480005, 4.408372478661641, 5.649379517653491, 7.37386651929215, 9.363714320731248, 11.385674011036928, 13.223985898210582, 14.70324049538979, 15.701322034431097, 16.153703324337766, 16.051038563598397, 15.432147034197714, 14.374302448552678, 12.982402870753859, 11.378206744827054, 9.690449622220292, 8.04633848989279, 6.5646687185996795, 5.350621819498586, 4.492172766921872, 4.057953263708693, 4.096371401368487, 4.635769141610636, 5.685398909910888, 7.237012971850994, 9.26687928310601, 11.73806155978609, 14.602826830710736, 17.805068933399628, 21.282660138855256, 24.969664630166456, 28.79836654314684, 32.70108156813254, 36.611734740450366, 40.46719815298313, 44.20839111682592, 47.78115202290035, 51.136896082428265, 54.23307651147187, 57.03346882768583, 59.50829898135366, 61.63423626074295, 63.3942714823809, 64.77750006358013, 65.7788283165863, 66.39861981722923, 66.6422970809692, 66.51991210186416, 66.04569763470283, 65.23760947247385, 64.11686842340055, 62.707509246751606, 61.03594247901246, 59.13053387957488, 57.02120515043059, 54.73905863597339, 52.316027882483525, 49.78455522561376, 47.177296970231914, 44.526856221460385, 41.86554300943239, 39.22516101385526, 36.6368199288061, 34.13077230456034, 31.73627355344334, 29.481463703079534, 27.393269416009712, 25.49732476313597, 23.817909234170575, 22.377901486182683, 21.198747367031167, 20.30044080009292, 19.701516176904008, 19.41905097228212, 19.468677369764187, 19.864601761745295, 20.619631066852044, 21.745204885441083, 23.251432591560537, 25.147134535358894, 27.43988660308004, 30.13606745192323, 33.240907803791465, 36.75854124504855, 40.692056038688776, 45.04354751072745, 49.81417062413318]",1,64.565034,id00100550000005100001500000095e625004750032282517
3000000,"[1.294705922126683, 0.8437809526753677, 0.9003705435969176, 1.0038394480413622, 1.2555823946090223, 1.5326663976114308, 1.5703530142008268, 1.6284679421627204, 1.7896332841289226, 2.1588574010003168, 2.346204832540221, 2.5466456856240653, 2.8585222163168247, 3.1306053897061163, 3.1414968969653256, 3.857416466401399, 3.5256323200256534, 3.644935809648871, 3.8475648787976344, 3.5396202544570805, 4.076882577017287, 4.956882551640125, 4.9170209647289305, 4.225570147820352, 3.9797563397587625, 4.579927937675043, 5.46900210915038, 5.885341869191287, 5.564644629079647, 4.838803192806897, 4.274460406025382, 4.260959334849149, 4.822924714409425, 5.685263380569669, 6.468042349221701, 6.873595114685703, 6.7881711501294735, 6.2879922831406425, 5.58027612344148, 4.9202116827008835, 4.5362235888734945, 4.580715923896148, 5.110010715273249, 6.088645161383174, 7.409570494553723, 8.9216795902168, 10.457847363045904, 11.859029476622643, 12.992162563798724, 13.761295038203842, 14.112480760529271, 14.033563737423576, 13.550200514408637, 12.719438994818725, 11.622005850399681, 10.354227380900614, 9.020271127169645, 7.725176830408944, 6.568959522222061, 5.641919069997622, 5.021178237950695, 4.7683912411139096, 4.928511708749039, 5.529477629801245, 6.582656300443351, 8.083890222758802, 10.01499169117799, 12.345546495716942, 15.034903424512647, 18.034244252611625, 21.288647304220778, 24.739075495592882, 28.324236339187994, 31.982276298646255, 35.65228490442966, 39.27559509538879, 42.79687537401582, 46.165016660631835, 49.33382236151387, 52.26251431374244, 54.916070133433145, 57.26540927238031, 59.28744597113461, 60.96502746031296, 62.28677536522874, 63.246847451297114, 63.8446357291389, 64.08441561988097, 63.974959446020286, 63.52912602831917, 62.76343668703401, 61.69764650626476, 60.35431835254293, 58.75840586315022, 56.93685044890189, 54.91819629711664, 52.73222641542985, 50.40962192460972, 47.981646084558236, 45.47985391628495, 42.935827756640435, 40.38093864402227, 37.846133073829286, 35.36174437377204, 32.95732772308874, 30.661517668446933, 28.50190686548109, 26.504944691717032, 24.69585432783816, 23.0985668842197, 21.735671153358325, 20.628377591780485, 19.796495173304425, 19.258419805733542, 19.031133062230953, 19.130210044241345, 19.569835262756524, 20.362825497175837, 21.520658664511757, 23.053507805024175, 24.970279362559033, 27.278655008148274, 29.98513632320508, 33.09509172347401, 36.61280506645908, 40.541525443135065, 44.883517709234766, 49.64011336224357]",1,64.565034,id00100550000005100001500000095e625004750032282517
