mag,Sq0,Sq10000000
1.0,0.24887579374341895,3.098826740212836
2.0,0.3345768785705176,2.8839024693831385
3.0,0.36158523481446947,3.2707191872219346
4.0,0.4346378774773884,2.755152960643178
5.0,0.3627446053532553,4.035670888550412
6.0,0.3667223459421244,3.2248877380928174
8.0,0.47300814999172097,4.2901205898796
9.0,0.3760247354906933,3.507623961876423
10.0,0.40517381941604924,3.465373733442377
11.0,0.35553004999648735,3.4657401114111432
12.0,0.36109265692618453,4.38979697822489
13.0,0.32383211651206634,2.9061175997530007
14.0,0.42420251910632667,2.7674542749198054
16.0,0.3318239696971289,2.9093857576783813
17.0,0.30054671568453084,2.5958229234041448
18.0,0.3680318282504577,2.56441539646812
19.0,0.3632280624200641,2.5175555914982577
20.0,0.4099632829627566,2.396274895564371
21.0,0.3515331616478747,2.3996919244561643
22.0,0.3787753167312198,2.276427451127219
24.0,0.32774111777971815,2.3176268462168466
25.0,0.37103246084141694,2.395096501795119
26.0,0.3610218908711468,2.1499454450761037
27.0,0.41085860956099224,2.46194670995756
29.0,0.360419982328255,2.1163147284588337
30.0,0.38666179968760067,2.0082768010181735
32.0,0.45349879198397075,1.8787363749149972
33.0,0.429302689605172,1.875774971895399
34.0,0.4183349931909901,2.0667090094442884
35.0,0.41261087519538003,2.151283378028991
36.0,0.33768634516851787,1.8144939598279584
37.0,0.3706889580229012,2.1634208343870243
38.0,0.40057187494125424,1.965600785880008
40.0,0.3879459643153137,2.3244257047944217
41.0,0.41597702961149696,1.8571049211273123
42.0,0.4036553854633154,1.789665507448764
43.0,0.3605572784457967,1.3517398091278279
44.0,0.4890344838824186,2.0502751492891274
45.0,0.40094694408010284,1.8810762145781303
46.0,0.3636745967278201,1.493457539306268
48.0,0.3649424313705199,1.6367111240512813
49.0,0.3899911545679071,1.6617960324254164
50.0,0.4202128218432233,1.761665247913677
51.0,0.48423405253368346,1.955485294691281
52.0,0.41937791010545905,1.8033077272506397
53.0,0.4569613871378653,1.6796104438788075
54.0,0.44776275940853566,1.706236833068157
56.0,0.47501646273134457,1.5997227090135404
57.0,0.3970766910187474,1.7645030386238336
58.0,0.5184417018995199,1.5646410682310978
59.0,0.4084317443717369,1.6988571794383418
61.0,0.4548523272266623,1.5988458562356511
62.0,0.4570249375077546,1.7169543459023429
64.0,0.35885638378127016,1.4707295381231986
65.0,0.4500625490832544,1.647071697691652
66.0,0.44292726073360233,1.5775354706269564
67.0,0.46401443908944046,1.4024863579934028
68.0,0.453895586353974,1.3883001574515943
69.0,0.4149397183470109,1.5929965885632988
70.0,0.443162863702257,1.4717075052388258
72.0,0.4200868846400754,1.4963955013861714
73.0,0.46203653155880947,1.714801390229735
74.0,0.4602097782769957,1.4924581153239576
75.0,0.500033840122851,1.5881253237903374
76.0,0.48319084656902994,1.3538900710790682
77.0,0.4481067773754393,1.6217721861837269
78.0,0.4310385192797794,1.4720564596872445
80.0,0.46297499135939624,1.470669555942265
81.0,0.43579903747377646,1.4805337700042902
82.0,0.507096742818029,1.461078990358214
83.0,0.47974789671212775,1.5717065192704756
84.0,0.517835311125099,1.332189817509767
85.0,0.44330439885495015,1.515357509884699
86.0,0.4808586536978678,1.408187930310166
88.0,0.3839042828227056,1.421865865021558
89.0,0.4937860755763166,1.406245367757451
90.0,0.5024802725646252,1.3901515197021987
91.0,0.5508714896523933,1.4309839936375202
93.0,0.49871573192147806,1.548299390319704
94.0,0.4878842903135542,1.4931635370095309
96.0,0.4399060547354109,1.3187673778725113
97.0,0.5397704004604229,1.4873873157746273
98.0,0.47059647708959,1.4222521609386067
99.0,0.5603980755858569,1.3534976592645902
100.0,0.5188178038672779,1.4977897488038308
101.0,0.5231530370982617,1.4066407194208943
102.0,0.4925878079996864,1.4041820169852999
104.0,0.5255476506853399,1.3148197227251766
105.0,0.5343401163094359,1.3812597229460786
106.0,0.5715561022566183,1.3914153867749195
107.0,0.523283838931223,1.4020585936879861
108.0,0.5535175556751069,1.2422834739074267
109.0,0.5197242703959299,1.4011334891714364
110.0,0.5222771859192736,1.2765566508659798
113.0,0.5683446155958338,1.3442976865511809
114.0,0.5110396768463102,1.2621809284131564
115.0,0.5711357646361397,1.309306405632532
116.0,0.5358596907490325,1.3633249388719513
117.0,0.5620963509841242,1.2210358313196428
118.0,0.5358600694079008,1.4105642955964375
120.0,0.5018001766474302,1.2124635734956402
121.0,0.5170449820550352,1.3646227934516295
122.0,0.5537859325331403,1.3420708570647877
123.0,0.5559143498981896,1.2262387706006372
125.0,0.5500645638588573,1.2964871394618425
126.0,0.5369218009712904,1.1912154149787548
128.0,0.6783926383580048,1.546217197637276
129.0,0.5713046375259233,1.2225917251317797
130.0,0.5953718333382984,1.3059603354230203
131.0,0.55378412411112,1.262134382564338
132.0,0.5684674939500192,1.2762154710768885
133.0,0.548365209496735,1.1254189770484557
134.0,0.5875767828628723,1.2450944354488365
136.0,0.504496784376528,1.2625451316032115
137.0,0.6189976992490712,1.2003178429824863
138.0,0.572128142665477,1.1790991559370498
139.0,0.614236985395224,1.278575318448435
140.0,0.5570592664011872,1.1420472203521645
141.0,0.5800306170220687,1.1910206419701002
142.0,0.6125597611736906,1.142550737383
144.0,0.5717210788971633,1.2015587577546962
145.0,0.6189635404100612,1.2675805419013395
146.0,0.6004600161658264,1.1699953212525627
147.0,0.6138370479461698,1.1267420058005868
148.0,0.5764876070389551,1.2048589770880476
149.0,0.6276977347989874,1.1263133784351576
150.0,0.6365379191085474,1.2743589011654382
152.0,0.5700271305984381,1.1976718163870825
153.0,0.6479870879048659,1.1402646141404644
154.0,0.592422770629483,1.3218341006452534
155.0,0.6056375565181907,1.1524014617683773
157.0,0.6054286763544222,1.2508715890127655
158.0,0.6826064717128711,1.1589822268664995
160.0,0.6440544569682124,1.247179810560046
161.0,0.6410754531999105,1.1352849435950247
162.0,0.6561563003008681,1.12795523192859
163.0,0.5585634361864101,1.0172617048307568
164.0,0.647184179385036,1.1955808989784849
165.0,0.628097628132621,1.039240530075479
166.0,0.6510922273701155,1.1176435957957973
168.0,0.5694322398357157,1.1652089601441278
169.0,0.5618183210930277,1.1148631222629264
170.0,0.6332704975469063,1.1408629378810375
171.0,0.6529356920378213,1.0922493560912991
172.0,0.6482099108742625,1.1327967365413305
173.0,0.6480282389470837,1.164194217647782
174.0,0.6794965990740212,1.1987611604311845
176.0,0.8569429095842314,1.0531164918831863
177.0,0.659232474013431,1.1596327999872127
178.0,0.6845983938027663,1.0877455972628265
179.0,0.6835995301194902,1.1280521556920768
180.0,0.6188861631137875,1.1854154288544894
181.0,0.645756205116922,1.1139521774684473
182.0,0.7145206328032008,1.1881720841871488
184.0,0.6364665256341435,1.0752695265708498
185.0,0.6708170970209336,1.0898504640143811
186.0,0.6588278585505912,1.123863504489083
187.0,0.6738514179739311,1.0490093025095886
189.0,0.7339992487059077,1.1329198428227587
190.0,0.6836977971852399,1.1216437210754453
192.0,0.7144193526278517,1.0491024211987368
193.0,0.660094314248197,1.0970225667887135
194.0,0.6642196932665673,1.0599046155203118
195.0,0.7054782222477495,1.1392552630209951
196.0,0.7060220225376844,1.1666835968660634
197.0,0.7073343224625047,1.0667458081881038
198.0,0.6573323229872563,1.0482742723156513
200.0,0.6890367789999865,1.1338622676409782
201.0,0.6876856053604965,1.076657075481274
202.0,0.6281648057469642,1.083956170223064
203.0,0.7721356144600825,1.1133097378390957
204.0,0.8067475534891958,1.0490778080399927
205.0,0.7146721937166921,1.089938635733101
206.0,0.7044777298040437,1.1252842125162417
208.0,0.6782916553098097,1.3151937385403982
209.0,0.752431949555782,1.0742860945491297
210.0,0.6715864468131999,1.047807868975061
211.0,0.6443270002707281,1.0685344677035127
212.0,0.7713961027242161,1.1190863232200852
213.0,0.7079308681471662,1.0456583680545388
214.0,0.7176160040208485,0.9687551642140135
216.0,0.7734016248296912,1.0543869797354815
217.0,0.7953526416436342,0.9773910710508735
218.0,0.7829823070206301,1.1089347653671173
219.0,0.7960925012743308,1.1028127904789824
221.0,0.7629704760905222,1.0369187032966944
222.0,0.701488467211458,1.0439099153953868
224.0,0.7419149485410094,1.0441687034224243
225.0,0.7531497154121419,1.0074150581280372
226.0,0.8003052569041191,1.1150153743611335
227.0,0.7337194823700844,1.1327796953460236
228.0,0.6949310100283037,0.8740526987251079
229.0,0.7783951618803048,0.9925550732395817
230.0,0.7474867974303686,0.9993921988554381
232.0,0.9102157025530442,1.0527745657861234
233.0,0.8250213971432073,0.9750720050884937
234.0,0.7742218386400453,0.9930524744588627
235.0,0.780003992288567,0.9323054493947921
236.0,0.7307488424985437,0.9438128798797442
237.0,0.7456431594435395,0.989344750432422
238.0,0.7184911856116512,0.965074004003845
241.0,0.7402739462141403,0.968673731569789
