poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
0.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
0.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
0.6,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
0.8,1.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.0,2.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.2,3.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.4,2.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.6,3.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.8,7.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.0,5.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.2,13.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.4,9.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.6,14.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.8,19.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.0,11.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.2,21.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.4,24.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.6,21.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.8,36.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.0,27.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.2,41.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.4,37.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.6,38.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.8,46.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.0,47.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.2,58.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.4,44.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.6,63.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.8,65.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.0,60.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.2,62.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.4,76.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.6,74.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.8,105.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.0,91.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.2,77.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.4,91.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.6,96.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.8,96.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.0,99.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.2,112.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.4,112.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.6,144.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.8,141.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.0,131.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.2,174.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.4,157.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.6,165.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.8,181.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.0,165.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.2,180.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.4,184.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.6,194.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.8,230.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
11.0,229.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
