timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,CL-Con,Temperature,damp,N_heat,N_isot
5.714e6,0.12260997236311777,2.5068925611961506,0.3726412617044017,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,0.18032711999334755,4.110568181548407,0.6150868826846758,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,0.30038508461389984,6.210314628365189,0.9241137297329521,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,0.42188846161223176,6.138024062580361,0.919464157622105,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,0.5473037161758153,5.113555492513638,0.7655793243261602,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,0.6740636134517709,4.104846213583136,0.6127325623401308,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,0.7951747096056886,3.173111738747169,0.47453913925392327,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,0.9152313939481499,2.748272023431208,0.41097895998682166,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,1.0397852401470045,2.3714119838585668,0.3551364252234845,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,1.1632740824150767,2.1428198853915013,0.3206947462952057,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,1.285069794223404,1.9282861774540514,0.28860346502516504,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,1.4060646354825657,1.8009705898567723,0.26955149801537015,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,1.529267988647962,1.6644931480128982,0.2490586627396003,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,1.6544893196370571,1.5226912353419864,0.22805677637574906,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,1.7764898651584191,1.4145220547657078,0.21168903187609428,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,1.8975458543527737,1.3734425713908525,0.20534233901426108,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,2.0196982268053985,1.2836840687065225,0.19201630633022854,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,2.1429053146845822,1.217125043369324,0.18212265846009845,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,2.2656774774872943,1.1478887441068146,0.17172045848646178,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,2.3884126458152695,1.0945668326551088,0.16374465962095172,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,2.511927649343784,1.0465132825860335,0.1565581912057491,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,2.6341933331917624,1.0135598190871946,0.15160067495947988,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,2.755648857804553,0.9636165479240624,0.14423285509687003,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,2.8788171903773057,0.9222637775435281,0.1379541733702611,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.0017293329555184,0.882520443741161,0.132069949271639,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.1241584681959176,0.8493996485537576,0.12708948977025128,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.2480822149816126,0.824869023673573,0.12351139812032286,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.371312916715214,0.8010857812737413,0.11984539109316428,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.493036183014238,0.7765816642609125,0.11616246446652212,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.6150606471025566,0.7474492523487856,0.11184550361734771,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.7368677972108544,0.7335272835984553,0.10975379634472296,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.8598725940708536,0.7131829653954056,0.1067074369320343,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,3.9828321808618665,0.6940523559373876,0.10383219725801299,0.02,0.05,0.05,1.0,500000.0,9.5e6
5.714e6,4.105753323878391,0.6858391652463062,0.10263671990347925,0.02,0.05,0.05,1.0,500000.0,9.5e6
