TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM,id
100000.0,0.014311269999999997,0.3632352,-183.6738,0.0,113.21870000000001,332.7153,0.02876994,2.0342580000000002e239,2.0342580000000002e239,0.0005213695,0.007831011999999998,0.011299889999999998,0.019130920000000003,0.050.050.055000.01.00.001
200000.0,0.015160129999999999,3.914201,-1148.1879999999999,0.0,-982.4522,352.4503000000001,-0.040645350000000004,43679.810000000005,43679.79000000001,0.0013316119999999998,0.005265319,0.005174690000000001,0.01044001,0.050.050.055000.01.00.001
300000.0,0.025118009999999996,12.60616,-2149.454,0.0,-1867.33,583.9561,-0.0827983,44325.58,44325.5,0.0017355580000000003,0.008735004,0.008653290000000001,0.01738829,0.050.050.055000.01.00.001
400000.0,0.03506012000000001,25.19652,-2885.009,0.0,-2481.2110000000002,815.0952,-0.10749140000000001,44696.72,44696.61,0.0019121819999999997,0.01230061,0.012125259999999999,0.02442586,0.050.050.055000.01.00.001
500000.0,0.04502446,40.32692,-3407.3089999999997,0.0,-2877.6409999999996,1046.751,-0.11812179999999999,44849.6,44849.46000000001,0.001949257,0.01596682,0.015603559999999999,0.03157037,0.050.050.055000.01.00.001
600000.0,0.05005936999999999,51.00341999999999,-3779.2880000000005,0.0,-3181.37,1163.8050000000003,-0.1301655,154.7511,154.621,0.0018021530000000001,0.017914209999999996,0.017370620000000003,0.03528483,0.050.050.055000.01.00.001
700000.0,0.050037189999999995,54.914519999999996,-4042.7270000000003,0.0,-3439.6940000000004,1163.2900000000002,-0.14686490000000002,402.81289999999996,402.66600000000005,0.0015738179999999998,0.01799724,0.01736511,0.03536235,0.050.050.055000.01.00.001
800000.0,0.050017500000000006,57.66331,-4221.994000000001,0.0,-3615.3059999999996,1162.8319999999999,-0.15822410000000003,570.4764,570.3181,0.0013710690000000002,0.01806021,0.01736076,0.03542095,0.050.050.055000.01.00.001
900000.0,0.05003479000000001,60.078680000000006,-4363.646999999999,0.0,-3753.1410000000005,1163.233,-0.16709090000000001,699.5602000000001,699.393,0.0012544070000000001,0.018135839999999997,0.017375499999999995,0.03551133000000001,0.050.050.055000.01.00.001
1.0e6,0.05001291,61.90933,-4474.746,0.0,-3861.982000000001,1162.724,-0.17414570000000001,804.6501000000001,804.4759000000001,0.001141598,0.0181755,0.017363460000000004,0.035538980000000005,0.050.050.055000.01.00.001
1.1e6,0.05001601,63.17667,-4559.206,0.0,-3944.535,1162.7969999999998,-0.17946709999999996,884.6611999999999,884.4819000000001,0.0010079927000000001,0.018215030000000004,0.017365230000000002,0.035580230000000004,0.050.050.055000.01.00.001
1.2e6,0.050010259999999994,64.58546999999999,-4637.402,0.0,-4020.6410000000005,1162.6649999999997,-0.18438559999999998,957.1501999999998,956.9656000000001,0.0009521823000000001,0.01826192,0.01736232,0.03562422999999999,0.050.050.055000.01.00.001
1.3e6,0.05002979,65.60741999999999,-4700.254,0.0,-4081.667999999999,1163.118,-0.1882936,1016.665,1016.4762000000001,0.0008090385,0.01830035,0.01737562,0.03567595,0.050.050.055000.01.00.001
1.4e6,0.05001857,66.86715,-4754.197,0.0,-4133.925000000001,1162.856,-0.19168169999999998,1068.898,1068.708,0.0008426395000000001,0.018332159999999997,0.01737133,0.035703509999999994,0.050.050.055000.01.00.001
1.5e6,0.050031229999999996,67.73889,-4804.026,0.0,-4182.334,1163.15,-0.19478610000000002,1117.18,1116.986,0.0007985154999999999,0.018369879999999998,0.01736895,0.03573883,0.050.050.055000.01.00.001
1.6e6,0.05000414999999999,68.62314,-4847.6669999999995,0.0,-4224.737,1162.5199999999998,-0.1975623,1160.3929999999998,1160.196,0.0007425467000000002,0.01839287,0.017368830000000002,0.03576167,0.050.050.055000.01.00.001
1.7e6,0.04998863,69.57654,-4887.302000000001,0.0,-4263.228999999999,1162.1599999999999,-0.2000689,1200.47,1200.271,0.0007473016999999999,0.0184129,0.017361150000000002,0.03577405000000001,0.050.050.055000.01.00.001
1.8e6,0.050014840000000005,70.36809,-4920.247,0.0,-4294.624000000001,1162.7690000000002,-0.202055,1234.1460000000002,1233.944,0.0007115174999999999,0.01845283,0.01737011,0.03582294,0.050.050.055000.01.00.001
1.9e6,0.04999083,70.78108,-4951.119000000001,0.0,-4325.058999999999,1162.212,-0.2040546,1268.1820000000002,1267.979,0.0006729520999999999,0.01846996,0.017354500000000002,0.03582449,0.050.050.055000.01.00.001
2.0e6,0.05000582,71.40632000000001,-4977.286000000001,0.0,-4349.978,1162.5620000000001,-0.2056399,1296.186,1295.981,0.0006507018999999999,0.01849751,0.017367109999999998,0.03586459,0.050.050.055000.01.00.001
