timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,CL-Con,Temperature,damp,N_heat,N_isot
7.142e6,0.12260997236311777,3.3636992317578347,0.4473299369604563,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.18032711999334755,5.104752240267895,0.6884993000053454,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.30038508461389984,6.997423525506631,0.9403903126121218,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.42188846161223176,6.582459442511302,0.8822427590130404,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.5473037161758153,5.476059728313614,0.7446845829933997,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.6740636134517709,4.084842031414598,0.5500807819532028,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.7951747096056886,3.333532459714104,0.45038767878523156,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.9152313939481499,2.8082403458971563,0.3789281952759115,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.0397852401470045,2.3997438246934157,0.3233741816803532,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.1632740824150767,2.09827460731099,0.2831450355726485,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.285069794223404,1.9616023470277457,0.2646906021294591,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.4060646354825657,1.778063680087709,0.2396232457700921,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.529267988647962,1.6456222468371915,0.2220290688187331,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.6544893196370571,1.5361280137987585,0.2070911892774722,0.02,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.7764898651584191,1.4239666157969353,0.19209286704360415,0.02,0.05,0.05,1.0,500000.0,9.5e6
