timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,CL-Con,Temperature,damp,N_heat,N_isot
7.142e6,0.14035337688976313,4.0120687852239545,0.5703698969533993,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.23118883655542335,5.155119542233178,0.8036728062113312,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.36865297629669136,5.90774997178381,0.918280963480559,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.49578181434181856,5.038055115756211,0.7938845153765477,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.6316992266781518,4.017022930621168,0.6340632873412708,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.7765730964377991,3.071599920807559,0.48472028726417965,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,0.9118261737934198,2.5114421126678645,0.3977051512294073,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.0467729057487014,2.2441473952149744,0.3533838761099074,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.1862805975307404,2.038017199838155,0.32207433398025576,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.3291722231417957,1.8069075244467985,0.2851452318923907,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.4707713835122431,1.6621925677045275,0.2625524646266504,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.6084526684259386,1.5212060415824675,0.24047011589084058,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.7510464099569683,1.422008539727626,0.22497227297557632,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,1.8948722009262244,1.3231118650899565,0.20876107373176658,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,2.0331158518868166,1.257578582461734,0.19840782606918123,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,2.1717551154026,1.1940230528870812,0.18831691857046573,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,2.3115065744531664,1.1197835241054208,0.17671937942009036,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,2.4517589855222015,1.0371167862549737,0.16346981667352048,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,2.5928660782449326,1.0121623859133384,0.15976471203547257,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,2.733969286639893,0.9652519591834166,0.152285909324663,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,2.874637732216465,0.9125417502430683,0.14374786859808017,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,3.0146584286898803,0.8873378918447902,0.1400341637338158,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,3.154129197473871,0.8382379128544072,0.13221659639246341,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,3.2951436030870127,0.8030944921446833,0.12674581757290676,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,3.435422222855883,0.7790373430580285,0.12312635981329964,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,3.5758965302390724,0.7526954043100793,0.11884748401728859,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,3.7182917976163745,0.7321022190254655,0.11558229071144385,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,3.8592771901868836,0.7059589376438458,0.1112825141249731,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,3.998671825034765,0.6834607521644781,0.10789402128955967,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,4.138328464880112,0.6743850589059904,0.10631019399507043,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,4.277650979489294,0.6578655237599291,0.10364144180184773,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,4.418480022919902,0.6499952818702691,0.10254808668744395,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,4.559417152720413,0.641912000760156,0.10127671062648202,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,4.700072919069511,0.6413022843212901,0.10126186653748401,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,4.840476814396357,0.6414364366817342,0.10117061318459468,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,4.980787286520819,0.6600354063187728,0.10420997577636615,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,5.121288671183869,0.679074098376168,0.10719263979738085,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,5.2610479620771216,0.7146257880292737,0.11279952848364046,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,5.401531308976948,0.7592459080438999,0.11984821896628235,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,5.542043472639002,0.8208048513974948,0.12953948704683038,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,5.681874099055399,0.9138845321300938,0.14412864710898257,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,5.822277572553842,1.0174787559365377,0.1605541489559511,0.03,0.05,0.05,1.0,500000.0,9.5e6
7.142e6,5.894841829370074,1.0628522342264148,0.1684469916652736,0.03,0.05,0.05,1.0,500000.0,9.5e6
