timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,CL-Con,Temperature,damp,N_heat,N_isot
1.428e6,0.0,0.0,0.0,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.21880726803532513,1.7462060002391109,0.6452600759321687,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.3747669072067089,2.601923984347836,0.9526468555925918,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.5318863833776222,2.5931839817209617,0.9607215170517494,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.6961717028486047,2.4211429093666803,0.9002478950504665,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.8548049667437518,2.1948746934707146,0.8224812176546094,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.003104855718448,2.0028804931363173,0.7524800202861572,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.1521226635989714,1.8126747100311822,0.6778341443678284,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.3073825505704653,1.609690452736976,0.6000608977697836,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.4636519500583907,1.5084918177347588,0.5653103088303799,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.6175182514920998,1.3994923175681524,0.5231510050430593,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.769629374296353,1.3185335481327238,0.4922552445449394,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.9265539102664264,1.238135132729649,0.46344972783934324,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.085672817007156,1.164208328115279,0.43584873960036746,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.2402992196314835,1.1234591344627591,0.42084510649699675,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.3918607759554757,1.0344705994139383,0.38788794740195653,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.5445374825749694,1.0124126822126527,0.3789563864361993,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.6988060807693874,0.9729163917952587,0.36384173008073195,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.853932498022398,0.916965811112556,0.34274449171202975,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.009064210489927,0.8816303935848389,0.3296029136897996,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.1642303569594774,0.8489322915883297,0.31755018482725433,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.318283259274186,0.8071308877840293,0.3018246362966951,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.4722171256532746,0.790204706143476,0.29550283085596796,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.62740054653879,0.7723868115791384,0.2884241214123819,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.781335212160716,0.7410098242158798,0.2770596256755965,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.935887345386505,0.7259979045712048,0.27113934472033996,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.092862767439631,0.7056318974464706,0.26405886684680957,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.248134733469396,0.6874163216249257,0.257174849412372,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.401720146007895,0.6886816552408406,0.2579384926861477,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.555944085119298,0.6757601033593647,0.25266596694869614,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.708513889603124,0.6812095582178592,0.25463391912668887,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.862920635809377,0.687624161462206,0.2572307015088281,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.018264805612903,0.7082060800402425,0.2647836320134043,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.173278090518665,0.7384158438240604,0.27627089120982806,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.327748193109139,0.7836900448880264,0.2930630278588867,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.481958370598517,0.8382579530048503,0.31372019257391776,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.636653344830873,0.9274358534630291,0.3471545121355339,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.790550673779092,1.0232196827098368,0.3830612948289572,0.04,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.870197452086399,1.125936293007678,0.4212682794186442,0.04,0.05,0.05,1.0,500000.0,9.5e6
