poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,1.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.2,1.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.4,3.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.6,3.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.8,8.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.0,9.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.2,10.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.4,10.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.6,15.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.8,22.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.0,26.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.2,31.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.4,27.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.6,32.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.8,36.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.0,38.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.2,39.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.4,58.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.6,57.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.8,57.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.0,66.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.2,63.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.4,65.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.6,78.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.8,79.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.0,69.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.2,79.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.4,101.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.6,110.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.8,135.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.0,107.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.2,150.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.4,144.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.6,145.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.8,161.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.0,206.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.2,202.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.4,192.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.6,205.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.8,205.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.0,279.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.2,261.0,0.04,0.05,0.05,1.0,500000.0,9.5e6,10000000
