poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.2,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.4,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.6,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.8,2.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.0,2.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.2,8.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.4,8.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.6,12.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.8,9.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.0,7.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.2,17.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.4,15.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.6,19.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.8,19.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.0,33.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.2,33.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.4,28.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.6,28.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.8,39.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.0,49.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.2,49.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.4,51.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.6,57.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.8,51.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.0,74.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.2,85.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.4,85.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.6,85.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.8,95.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.0,97.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.2,109.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.4,126.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.6,132.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.8,118.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.0,127.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.2,154.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.4,147.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.6,147.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.8,176.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.0,183.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.2,161.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.4,204.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.6,212.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.8,223.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.0,231.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.2,246.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.4,242.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.6,242.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.8,258.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.0,278.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.2,287.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.4,305.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.6,323.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.8,344.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
11.0,313.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
11.2,353.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
