poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.2,0.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.4,1.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.6,1.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
0.8,1.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.0,2.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.2,3.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.4,5.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.6,9.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
1.8,8.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.0,6.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.2,10.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.4,12.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.6,22.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
2.8,30.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.0,21.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.2,34.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.4,27.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.6,37.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
3.8,27.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.0,34.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.2,43.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.4,71.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.6,65.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
4.8,64.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.0,64.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.2,59.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.4,73.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.6,87.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
5.8,98.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.0,118.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.2,121.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.4,110.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.6,110.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
6.8,130.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.0,122.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.2,161.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.4,139.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.6,160.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
7.8,138.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.0,175.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.2,196.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.4,213.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.6,219.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
8.8,236.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.0,237.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.2,222.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.4,255.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.6,261.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
9.8,257.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.0,269.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.2,245.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.4,315.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.6,307.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
10.8,319.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
11.0,324.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
11.2,358.0,0.03,0.05,0.05,1.0,500000.0,9.5e6,0
