poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.2,0.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.4,0.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.6,3.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.8,6.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.0,9.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.2,8.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.4,8.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.6,14.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.8,11.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.0,7.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.2,21.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.4,13.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.6,10.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.8,12.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.0,17.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.2,18.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.4,21.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.6,20.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.8,27.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.0,22.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.2,18.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.4,23.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.6,27.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.8,23.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.0,29.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.2,29.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.4,32.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.6,32.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.8,41.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.0,38.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.2,45.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.4,46.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.6,47.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.8,57.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.0,49.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.2,45.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.4,56.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.6,50.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.8,63.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.0,67.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.2,82.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.4,80.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.6,81.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.8,78.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.0,89.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.2,99.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.4,88.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.6,123.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.8,91.0,0.01,0.05,0.05,1.0,500000.0,9.5e6,10000000
