TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM,id
100000.0,0.014206380000000001,0.06294388,-31.87461,0.0,263.4648,330.27700000000004,0.03830593,42454.69000000001,42454.73,9.379614e-5,0.007756701,0.01129339,0.019050100000000004,0.010.050.055000.01.00.001
200000.0,0.0149912,0.8243012999999999,-243.33579999999998,0.0,-83.05277,348.523,0.01712712,42782.880000000005,42782.880000000005,0.00027315909999999996,0.0051082259999999996,0.005179429,0.010287649999999999,0.010.050.055000.01.00.001
300000.0,0.02498417,3.1988169999999996,-561.9952000000001,0.0,-292.5221,580.8446,0.01860145,42759.58,42759.59,0.00042552780000000004,0.008534442,0.008644535,0.01717898,0.010.050.055000.01.00.001
400000.0,0.034991259999999996,7.696878,-921.2695000000001,0.0,-539.6978,813.4943999999999,0.01766431,42773.58,42773.6,0.0005481851999999999,0.01199921,0.012121749999999999,0.02412095,0.010.050.055000.01.00.001
500000.0,0.04499513000000001,14.435939999999997,-1282.4019999999998,0.0,-785.7072000000001,1046.07,0.016797529999999998,42785.95,42785.95,0.0006421081,0.01551564,0.015597759999999999,0.03111341,0.010.050.055000.01.00.001
600000.0,0.05006122,20.6116,-1623.4,0.0,-1064.772,1163.848,0.006392033,162.4026,162.409,0.0006478604,0.017355670000000004,0.01735505,0.0347107,0.010.050.055000.01.00.001
700000.0,0.05005499,24.33043,-1917.993,0.0,-1354.6950000000002,1163.7040000000002,-0.01232206,450.19000000000005,450.17779999999993,0.0005903441999999999,0.01740232,0.017369729999999996,0.03477206000000001,0.010.050.055000.01.00.001
800000.0,0.05002937,27.57023,-2165.852,0.0,-1598.516,1163.107,-0.02809085,691.8338,691.8054,0.0005448366,0.01745277,0.01737079,0.034823549999999995,0.010.050.055000.01.00.001
900000.0,0.05003217,30.120569999999997,-2370.607,0.0,-1799.9219999999998,1163.1739999999998,-0.04108059,891.7475000000001,891.7059999999999,0.000499357,0.017501330000000002,0.01737377,0.0348751,0.010.050.055000.01.00.001
1.0e6,0.050035750000000004,32.64735,-2555.3759999999993,0.0,-1981.5400000000002,1163.2559999999999,-0.05279249000000001,1071.2079999999999,1071.155,0.0004720651,0.017542980000000003,0.01737244,0.034915440000000006,0.010.050.055000.01.00.001
1.1e6,0.05003959,34.67502,-2712.184,0.0,-2135.438,1163.3470000000002,-0.06271573000000001,1222.54,1222.4759999999999,0.0004385443,0.01760146,0.01737077,0.03497224,0.010.050.055000.01.00.001
1.2e6,0.05002052,36.55882999999999,-2852.204,0.0,-2273.38,1162.902,-0.07164366999999999,1359.0989999999997,1359.028,0.0004114517,0.017617439999999998,0.017367419999999998,0.034984850000000005,0.010.050.055000.01.00.001
1.3e6,0.05001846000000001,38.31992,-2977.177,0.0,-2396.109,1162.855,-0.07956487999999999,1479.497,1479.4170000000001,0.0003896467,0.01765002,0.01736594,0.035015979999999995,0.010.050.055000.01.00.001
1.4e6,0.05002052,39.70516,-3089.14,0.0,-2506.1730000000002,1162.901,-0.08666265,1588.467,1588.379,0.00036496809999999995,0.017671529999999998,0.01737767,0.035049199999999996,0.010.050.055000.01.00.001
1.5e6,0.05002987,41.112719999999996,-3187.29,0.0,-2602.314,1163.1200000000001,-0.09285125,1683.2899999999997,1683.196,0.0003471543,0.01771536,0.0173726,0.03508793,0.010.050.055000.01.00.001
1.6e6,0.050021319999999994,42.463589999999996,-3279.829,0.0,-2693.312,1162.92,-0.09873485000000001,1773.3929999999996,1773.2939999999994,0.00033177909999999996,0.01773228,0.01736802,0.03510031,0.010.050.055000.01.00.001
1.7e6,0.05001560000000001,43.48482,-3364.04,0.0,-2776.188,1162.788,-0.1040904,1855.756,1855.65,0.00031158739999999997,0.01775898,0.01736141,0.035120389999999994,0.010.050.055000.01.00.001
1.8e6,0.05002147,44.6092,-3442.546,0.0,-2853.301,1162.924,-0.10905619999999998,1931.632,1931.523,0.0002977647,0.01777074,0.01736731,0.03513803,0.010.050.055000.01.00.001
1.9e6,0.04999948,45.61042,-3512.2300000000005,0.0,-2921.774,1162.413,-0.11350719999999999,2000.7520000000004,2000.6380000000001,0.0002865897,0.01778995,0.01736146,0.03515141,0.010.050.055000.01.00.001
2.0e6,0.050002729999999995,46.42351000000001,-3574.0159999999996,0.0,-2982.3639999999996,1162.489,-0.11741130000000002,2061.357,2061.237,0.0002755044,0.01781548,0.01736049,0.03517601,0.010.050.055000.01.00.001
2.1e6,0.05001116,47.29968999999999,-3630.8350000000005,0.0,-3037.809,1162.684,-0.12097580000000001,2116.564,2116.443,0.0002647559,0.01783916,0.017368969999999997,0.035208119999999996,0.010.050.055000.01.00.001
2.2e6,0.050039049999999995,48.1301,-3683.6160000000004,0.0,-3089.273,1163.334,-0.12425420000000001,2167.38,2167.2529999999997,0.0002561308,0.017850130000000002,0.017389219999999997,0.0352394,0.010.050.055000.01.00.001
2.3e6,0.050011490000000006,48.781659999999995,-3734.447,0.0,-3139.5330000000004,1162.692,-0.12753799999999998,2218.915,2218.787,0.0002443983,0.017864790000000002,0.017369680000000002,0.03523445,0.010.050.055000.01.00.001
2.4e6,0.05003528,49.58012,-3782.4089999999997,0.0,-3186.2619999999997,1163.246,-0.1305172,2265.5640000000003,2265.432,0.0002369893,0.017890490000000002,0.01737184,0.03526234,0.010.050.055000.01.00.001
2.5e6,0.050006659999999994,50.231759999999994,-3831.5979999999995,0.0,-3234.5750000000003,1162.5790000000002,-0.13367729999999997,2314.644,2314.512,0.00022587319999999998,0.017900229999999996,0.01737665,0.03527688,0.010.050.055000.01.00.001
