timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,CL-Con,Temperature,damp,N_heat,N_isot
4.285e6,0.16640712653797785,1.751720365072865,0.49106532196828523,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,0.26644652718160705,3.45570795113433,0.9334812222280554,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,0.4146184035584643,3.039821779866039,0.844221251384476,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,0.5721939835905296,2.8755298406425345,0.7957054339343061,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,0.7372391047304465,2.350194521330191,0.6538323709097409,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,0.9110485184054838,2.0330200355021626,0.5627246350619217,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,1.075891060681915,1.8381760899087947,0.5083306579153699,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,1.2405125526094756,1.6707205898581399,0.4620754347676256,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,1.4100753393638379,1.4990286494873317,0.41487427264709636,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,1.5781649628537946,1.4015836411247056,0.38782634209376027,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,1.7446683485012755,1.323109453972825,0.3661901712677097,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,1.9084264728269837,1.2591573132390494,0.3480895392373996,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,2.073677887387049,1.1915587255140427,0.330146222760759,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,2.2433442279603497,1.0797440748233655,0.29896198068604574,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,2.410935901692485,1.0538471506678202,0.2918411138319338,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,2.5759721587773035,0.9917243066220311,0.274420395705148,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,2.7408751778542473,0.9486958499461527,0.2628735461262793,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,2.9078190808239657,0.8921677493639624,0.24706799819912728,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,3.075096969217735,0.8547078569961192,0.23733237808595292,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,3.2415286478287078,0.8235061888214025,0.22817532961639647,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,3.4093960864458897,0.7830182461735258,0.21661673572634457,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,3.57536079712662,0.7528153336068028,0.20864447249761264,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,3.739948284783737,0.7329217367401901,0.20284214402873735,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,3.9073893900820065,0.7022260478144334,0.1944529586686662,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,4.074087291048524,0.6848241830963521,0.18958630332219248,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,4.239973016158672,0.6648478511252784,0.18413034492317973,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,4.407323146499056,0.653008495574091,0.18088820900150535,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,4.574671793958157,0.6455607362975215,0.17867830670294377,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,4.740685206894386,0.6425862886840255,0.17783843331709198,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,4.9069750068880795,0.6541698964166391,0.18129463208735244,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,5.072444808144045,0.6715672976102212,0.18610784276616846,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,5.238882741566024,0.7067425866295568,0.19560621912021886,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,5.405923118956908,0.7593639517265369,0.210316482141293,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,5.572671841390216,0.8439585857094702,0.23351971162322513,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,5.739172713052713,0.9525185711395341,0.26361770457672296,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,5.905577090220496,1.0756439863873462,0.2977141039618501,0.05,0.05,0.05,1.0,500000.0,9.5e6
4.285e6,5.990656555367199,1.0933779722943864,0.30087276215037206,0.05,0.05,0.05,1.0,500000.0,9.5e6
