TimeStep,c_t,c_wcaPair,c_patchPair,c_swapPair,c_ep,c_ek,v_eT,v_ec,v_eC,c_p,v_eB,v_eA,v_eM,id
100000.0,0.01423371,0.1332462,-69.54171,0.0,226.2207,330.91220000000004,0.03594405999999999,6.78086e238,6.78086e238,0.0001922301,0.007776936999999999,0.01129593,0.019072860000000004,0.020.050.055000.01.00.001
200000.0,0.01503795,1.586843,-479.0948,0.0,-317.5045,349.6094,0.0020712853,43016.93,43016.93,0.0005399934,0.005150553,0.0051722520000000004,0.010322800000000002,0.020.050.055000.01.00.001
300000.0,0.02504073,5.9935719999999995,-1047.9910000000002,0.0,-774.6292000000001,582.1594,-0.012417389999999999,43239.71,43239.7,0.0007926328999999999,0.00860446,0.008645144,0.017249590000000002,0.020.050.055000.01.00.001
400000.0,0.035045019999999996,13.634660000000002,-1608.54,0.0,-1219.2099999999998,814.7443000000001,-0.026094500000000003,43447.990000000005,43447.98,0.0009591828999999999,0.012115919999999999,0.01212266,0.024238580000000003,0.020.050.055000.01.00.001
500000.0,0.04501628,24.03808,-2096.7360000000003,0.0,-1588.0099999999998,1046.5620000000001,-0.034932069999999996,43580.21000000001,43580.16,0.001057973,0.01567782,0.0155925,0.03127031,0.020.050.055000.01.00.001
600000.0,0.05007634000000001,32.58472,-2515.2799999999997,0.0,-1940.9810000000002,1164.199,-0.05011492000000001,177.1738,177.1239,0.0010121965,0.017574859999999998,0.01737443,0.0349493,0.020.050.055000.01.00.001
700000.0,0.05006043,36.80683,-2836.9049999999997,0.0,-2257.462,1163.8310000000001,-0.07055695,488.09340000000003,488.0228,0.0008896643,0.01763557,0.017373099999999995,0.035008670000000006,0.020.050.055000.01.00.001
800000.0,0.05004626999999999,40.36083000000001,-3089.583,0.0,-2505.484,1163.499,-0.08657958999999998,731.1700999999999,731.0834000000001,0.0007878102,0.01770848,0.01737148,0.03507995000000001,0.020.050.055000.01.00.001
900000.0,0.050039259999999995,43.086259999999996,-3290.2339999999995,0.0,-2702.7090000000003,1163.336,-0.09931428,925.1333999999999,925.0341999999998,0.0007072952,0.017755789999999997,0.017369330000000002,0.035125119999999996,0.020.050.055000.01.00.001
1.0e6,0.05003706,45.45323,-3460.254,0.0,-2869.242,1163.288,-0.1100615,1088.855,1088.745,0.0006486321,0.017815209999999998,0.01738223,0.03519742000000001,0.020.050.055000.01.00.001
1.1e6,0.05002307,47.4138,-3604.582,0.0,-3011.3729999999996,1162.9600000000003,-0.1192524,1228.182,1228.0639999999999,0.0005898005000000001,0.017835900000000002,0.01737667,0.03521255,0.020.050.055000.01.00.001
1.2e6,0.050020010000000004,49.15667,-3723.2149999999992,0.0,-3127.6549999999997,1162.892,-0.126759,1343.005,1342.878,0.0005463316,0.017875529999999997,0.01737624,0.03525177,0.020.050.055000.01.00.001
1.3e6,0.049995559999999994,50.57521,-3826.4970000000003,0.0,-3229.242,1162.322,-0.1333497,1444.515,1444.382,0.0005001627999999999,0.01790904,0.017360579999999997,0.03526961,0.020.050.055000.01.00.001
1.4e6,0.050010580000000006,52.01917999999999,-3916.193,0.0,-3316.857,1162.6710000000003,-0.13897969999999998,1529.3480000000002,1529.2089999999998,0.0004749799,0.017932410000000003,0.01737832,0.03531073,0.020.050.055000.01.00.001
1.5e6,0.0500186,53.162729999999996,-3995.2580000000003,0.0,-3394.345,1162.857,-0.143967,1606.0030000000002,1605.859,0.00044001459999999995,0.017977730000000004,0.0173609,0.03533862,0.020.050.055000.01.00.001
1.6e6,0.050028760000000005,54.16903,-4064.9880000000003,0.0,-3462.543,1163.093,-0.1483516,1673.6150000000002,1673.4650000000001,0.00042116280000000005,0.018004100000000002,0.01736844,0.035372549999999996,0.020.050.055000.01.00.001
1.7e6,0.050006629999999996,55.033,-4131.6,0.0,-3528.1409999999996,1162.5810000000001,-0.15261699999999997,1739.261,1739.11,0.0003858698,0.01801578,0.017366259999999998,0.03538205,0.020.050.055000.01.00.001
1.8e6,0.05001263,56.10598,-4193.236999999999,0.0,-3588.197,1162.718,-0.15648259999999997,1798.6690000000003,1798.5130000000001,0.00036372870000000003,0.01805606,0.01735895,0.035415,0.020.050.055000.01.00.001
1.9e6,0.050017650000000004,57.22484999999999,-4249.307,0.0,-3642.567,1162.8349999999998,-0.15998269999999998,1853.5990000000002,1853.437,0.000355777,0.018076180000000004,0.017376250000000003,0.035452439999999995,0.020.050.055000.01.00.001
2.0e6,0.050002290000000005,57.85653,-4298.06,0.0,-3690.5859999999993,1162.4779999999998,-0.16310360000000002,1903.0989999999997,1902.935,0.0003253385,0.018092530000000002,0.01736677,0.035459300000000006,0.020.050.055000.01.00.001
2.1e6,0.05000633,58.606680000000004,-4338.374000000001,0.0,-3729.8230000000012,1162.571,-0.1656289,1943.777,1943.614,0.00032133220000000003,0.01811048,0.01736982,0.0354803,0.020.050.055000.01.00.001
2.2e6,0.05002575,59.13656999999999,-4378.331,0.0,-3768.9859999999994,1163.023,-0.1681265,1984.3570000000004,1984.187,0.0003018726,0.01811973,0.01737756,0.03549732,0.020.050.055000.01.00.001
2.3e6,0.050018419999999994,59.801199999999994,-4416.557,0.0,-3806.0769999999998,1162.8529999999998,-0.1705305,2023.328,2023.158,0.0002908372,0.01814883,0.01737882,0.035527649999999994,0.020.050.055000.01.00.001
2.4e6,0.050014800000000005,60.154340000000005,-4451.978,0.0,-3841.2130000000006,1162.769,-0.1728027,2060.405,2060.2329999999997,0.0002596524,0.01815165,0.01737172,0.03552338,0.020.050.055000.01.00.001
2.5e6,0.05001999,60.709579999999995,-4484.358,0.0,-3872.637,1162.89,-0.1748226,2094.4880000000003,2094.313,0.0002473098,0.018169650000000002,0.01737925,0.035548920000000005,0.020.050.055000.01.00.001
2.6e6,0.05000682000000001,61.19613,-4516.478000000001,0.0,-3904.4120000000003,1162.5839999999998,-0.1768921,2129.996,2129.819,0.0002323482,0.018184879999999997,0.01735497,0.035539850000000005,0.020.050.055000.01.00.001
