poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
0.5,1.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.0,2.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
1.5,8.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.0,0.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
2.5,4.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.0,11.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
3.5,12.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.0,15.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
4.5,19.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.0,23.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
5.5,23.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.0,33.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
6.5,41.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.0,28.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
7.5,50.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.0,44.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
8.5,46.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.0,62.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
9.5,69.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.0,79.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
10.5,65.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
11.0,87.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
11.5,93.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
12.0,86.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
12.5,103.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
13.0,98.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
13.5,130.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
14.0,116.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
14.5,132.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
15.0,143.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
15.5,153.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
16.0,150.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
16.5,157.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
17.0,140.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
17.5,153.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
18.0,165.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
18.5,148.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
19.0,167.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
19.5,190.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
20.0,187.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
20.5,215.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
21.0,195.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
21.5,161.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
22.0,156.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
22.5,206.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
23.0,203.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
23.5,203.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
24.0,217.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
24.5,193.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
25.0,203.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
25.5,193.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
26.0,205.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
26.5,204.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
27.0,184.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
27.5,208.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
28.0,211.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
28.5,190.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
29.0,182.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
29.5,165.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
30.0,172.0,0.05,0.05,0.05,1.0,500000.0,9.5e6,10000000
