timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,CL-Con,Temperature,damp,N_heat,N_isot
1.428e6,0.12260997236311777,1.182728719648455,0.37337994078904774,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.18032711999334755,1.5280418001433955,0.4839992899816125,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.30038508461389984,2.312973766281508,0.7301067188407411,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.42188846161223176,2.908868054690593,0.9169687958042504,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.5473037161758153,3.1592996792517596,0.9950440615201203,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.6740636134517709,2.8972426400972546,0.9134214451596525,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.7951747096056886,2.703862444853944,0.8524536885489938,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,0.9152313939481499,2.412757663838809,0.7610475927490358,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.0397852401470045,2.1408910167797535,0.6751565466196264,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.1632740824150767,1.994007598476474,0.6293569231782387,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.285069794223404,1.814770795240922,0.5726187836310167,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.4060646354825657,1.673299721885203,0.527624069179685,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.529267988647962,1.5703709659713079,0.49517313511430816,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.6544893196370571,1.4429517854383547,0.4551281064197579,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.7764898651584191,1.3801944208354646,0.4354305471521087,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,1.8975458543527737,1.3154688839736184,0.4149861625865647,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.0196982268053985,1.2504883314832913,0.39443311318011864,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.1429053146845822,1.1787487974918753,0.3718206903691915,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.2656774774872943,1.1335534109701357,0.3576192523649566,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.3884126458152695,1.0826743212205758,0.34157590727341935,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.511927649343784,1.023268850851458,0.32291916780882934,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.6341933331917624,0.9980590509830384,0.314891781856653,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.755648857804553,0.9496288212552277,0.29944240911121056,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,2.8788171903773057,0.938857084563745,0.2960711583734419,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.0017293329555184,0.9079387286527464,0.2864206119726512,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.1241584681959176,0.8756965824391614,0.2762437639328036,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.2480822149816126,0.8467112873089431,0.267080015989959,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.371312916715214,0.8227256694562147,0.25952513436057173,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.493036183014238,0.7976611466052795,0.25159044406713704,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.6150606471025566,0.7810698681663378,0.24643680951466332,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.7368677972108544,0.7642863862043292,0.24104977173333947,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.8598725940708536,0.7508625081486178,0.236809741959143,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,3.9828321808618665,0.7408367151755451,0.23367401455420408,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.105753323878391,0.7269060752546228,0.22934443958314593,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.229056041381112,0.7247228763015607,0.22866722211009777,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.35155022613671,0.7180294633399559,0.2265229998835307,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.473829198298251,0.7189676958443998,0.22672107024281968,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.5960959510647665,0.7157727744058265,0.22575450246585654,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.718691561812616,0.7196992754541319,0.22697916320818043,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.841272810837096,0.7335518367780581,0.23137505849749881,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,4.963630210876686,0.748080439058953,0.2359408899165893,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.086265738369912,0.7697254325609921,0.2428251938821458,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.208963508467435,0.7968202153280546,0.25135239409160975,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.332231041663267,0.8340418487157925,0.26310698324923115,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.4558262263321735,0.8774005662241745,0.27674836120343305,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.578542048890609,0.9259825025037578,0.292111352741863,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.6999695783235405,0.9835710884081246,0.3102137796171948,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.821899006472368,1.0519504713802772,0.33180490263993134,0.02,0.05,0.05,1.0,500000.0,9.5e6
1.428e6,5.885278673429668,1.11291440132746,0.35092184129205856,0.02,0.05,0.05,1.0,500000.0,9.5e6
