poreDomain,histLength,phi,CL-Con,Temperature,damp,N_heat,N_isot,timeStep
0.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
0.2,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
0.4,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
0.6,1.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
0.8,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.0,0.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.2,3.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.4,7.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.6,5.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
1.8,5.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.0,8.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.2,8.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.4,6.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.6,7.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
2.8,13.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.0,13.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.2,25.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.4,22.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.6,22.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
3.8,33.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.0,28.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.2,35.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.4,30.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.6,39.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
4.8,41.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.0,41.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.2,42.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.4,67.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.6,58.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
5.8,56.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.0,57.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.2,72.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.4,74.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.6,88.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
6.8,89.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.0,105.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.2,89.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.4,92.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.6,112.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
7.8,119.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.0,117.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.2,125.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.4,159.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.6,131.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
8.8,159.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.0,151.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.2,161.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.4,171.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.6,167.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
9.8,174.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.0,195.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.2,171.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.4,198.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.6,210.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
10.8,230.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
11.0,223.0,0.02,0.05,0.05,1.0,500000.0,9.5e6,0
