timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
5.71e6,0.09731560440562248,2.100594133955238,0.2971752640279397,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.14312573712117277,3.2648611820243176,0.4661158039756468,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.23841581153825495,5.677290027055933,0.7934739031259352,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.33485311057702105,7.03743002458972,0.9694214990827209,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.4343952690516561,6.376177671060335,0.8925088392840271,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.5358233857687565,5.481661496247172,0.7695683685171641,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.6339063392655175,4.2905955763379655,0.5990015434171445,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.7277837832062057,3.8133707293143977,0.5342780101095937,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.8259376414919914,3.336070340707112,0.46738172431972436,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,0.9243210918481215,2.87925886930485,0.40330898838064977,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.022182801803496,2.5911248213809177,0.3624586989516315,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.1173471327217428,2.3089817775230665,0.32258027326913585,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.213688464411393,2.085648281784873,0.2912258666348009,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.313273450527723,1.9505829405676984,0.27355185135076326,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.4107318949698813,1.81596708152899,0.25408983623421644,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.506640864861161,1.7225884600556178,0.24130474470470084,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.6034451523315203,1.6162249337543144,0.2261305715797568,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.7014414145142422,1.5176669680977126,0.21231065511785782,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.7987265555996903,1.4432338438570855,0.20192850267198606,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.8957888248253194,1.3719871304477165,0.1921079945882264,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,1.9943789369970213,1.2925563991858158,0.18109019346035374,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,2.0914301624586282,1.2419594037785548,0.17373047802315372,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,2.187082507395002,1.1915825733512135,0.1668293458122285,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,2.2849417235593523,1.1549819128027785,0.16155278354066485,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,2.382710404909207,1.1234086103265015,0.15717415703607623,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,2.4799731415277058,1.0657320014070222,0.1490690676944146,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,2.5776972027758394,1.0295013768873127,0.1440519677988727,0.01,0.05,0.05,1.0,500000,9500000
5.71e6,2.67554753703456,0.9910628493311687,0.13865256568638434,0.01,0.05,0.05,1.0,500000,9500000
