timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
2.85e6,0.16640712653797785,2.0094931122857953,0.5752614560525474,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.26644652718160705,2.9351154770528267,0.8749189985752187,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.4146184035584643,3.0402024538050334,0.9119723723374625,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.5721939835905296,2.5281946715377086,0.7578721172746241,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.7372391047304465,2.316136385259773,0.6980234683662156,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,0.9110485184054838,1.994774727821391,0.6004365138595998,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.075891060681915,1.7843245570953365,0.53846951205957,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.2405125526094756,1.5693685455965716,0.4718893663608342,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.4100753393638379,1.5173828332500277,0.45580313769012015,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.5781649628537946,1.4192785355764512,0.4275008191644795,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.7446683485012755,1.34380437350718,0.40348651960005655,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,1.9084264728269837,1.2036141674394758,0.3627019163977529,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.073677887387049,1.166177203212725,0.3507044083332809,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.2433442279603497,1.0890770859023426,0.32706732032839375,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.410935901692485,1.0472215950178696,0.31475517102134926,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.5759721587773035,0.9984204238984754,0.3002593710054985,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.7408751778542473,0.9490683848705751,0.28462324393041105,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,2.9078190808239657,0.9063129232636818,0.27246191316817603,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.075096969217735,0.8641110699213224,0.2593873140308113,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.2415286478287078,0.8184542615209419,0.24610571538527884,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.4093960864458897,0.7951691863673941,0.23901872535491606,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.57536079712662,0.7551900556928968,0.22741958302621193,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.739948284783737,0.7281422928724798,0.21899309161315036,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,3.9073893900820065,0.7031086679001413,0.21126665903961897,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.074087291048524,0.6996539679702126,0.21063401305386723,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.239973016158672,0.6640998512232916,0.1996446318418432,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.407323146499056,0.6643261840152209,0.19997465587037647,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.574671793958157,0.6508329787089103,0.19573707466824133,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.740685206894386,0.6508731017837545,0.1958417873428446,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,4.9069750068880795,0.6566038655637217,0.19743689100162506,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.072444808144045,0.6809747657279438,0.204752546523606,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.238882741566024,0.7131540285671356,0.21451100328768846,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.405923118956908,0.7655711287831465,0.23012352127811442,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.572671841390216,0.8536493323070061,0.2565804588350901,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.739172713052713,0.9550896644634839,0.2867539963358186,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.905577090220496,1.0944978083568875,0.32921094454677075,0.05,0.05,0.05,1.0,500000,9500000
2.85e6,5.990656555367199,0.992521775521357,0.30003427456898984,0.05,0.05,0.05,1.0,500000,9500000
