timeStep,q_mean,Sq_mean,Sq_mean_norm,phi,chi_4,temp,damp,N_heat,N_isothermal
8.57e6,0.16640712653797785,2.917778735216052,0.635423589233454,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,0.26644652718160705,3.835221628508027,0.8404572177995737,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,0.4146184035584643,3.534713384772809,0.7981310213360989,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,0.5721939835905296,3.3104760967858304,0.7352743751045888,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,0.7372391047304465,2.5151807103665997,0.5691393512127478,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,0.9110485184054838,2.2631024093267134,0.5070187506581446,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,1.075891060681915,1.8585715311995503,0.41679907985351217,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,1.2405125526094756,1.6816166879357493,0.37475130275749696,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,1.4100753393638379,1.5181252751839167,0.33996027269958184,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,1.5781649628537946,1.415012762880557,0.31886447642971266,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,1.7446683485012755,1.2963356939887667,0.29196986408842046,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,1.9084264728269837,1.2520789696950556,0.2808629536710701,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,2.073677887387049,1.1622391977713136,0.2608085803605767,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,2.2433442279603497,1.126451987489195,0.25204341131992974,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,2.410935901692485,1.0557040503559072,0.2363945773901167,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,2.5759721587773035,0.9846449231722033,0.22065670149953584,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,2.7408751778542473,0.9576573676067269,0.21495920160060014,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,2.9078190808239657,0.8874910662896673,0.19937851347333405,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,3.075096969217735,0.8592933583079388,0.19291258011402598,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,3.2415286478287078,0.8150163022674421,0.18295272856435285,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,3.4093960864458897,0.7856141934389287,0.17617074951525213,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,3.57536079712662,0.7612919622004398,0.17066419403105013,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,3.739948284783737,0.7319359500571015,0.16380780197011788,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,3.9073893900820065,0.6886575803383863,0.15424621623626847,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,4.074087291048524,0.6707592456806256,0.15054494668429255,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,4.239973016158672,0.6559255967982475,0.1470346617317194,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,4.407323146499056,0.6359402368701068,0.14289862062702988,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,4.574671793958157,0.630761879794683,0.14132019671740648,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,4.740685206894386,0.6392317009159402,0.1433342699249368,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,4.9069750068880795,0.6355105296039353,0.1426228162314592,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,5.072444808144045,0.6607351266283975,0.14816490468405397,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,5.238882741566024,0.6885971647525925,0.15475033587482898,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,5.405923118956908,0.7473832779054788,0.16758987793193483,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,5.572671841390216,0.8268853829103993,0.18510941842806108,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,5.739172713052713,0.9348201339087384,0.20950975028977534,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,5.905577090220496,1.0694232577779903,0.23969178691979767,0.05,0.05,0.05,1.0,500000,9500000
8.57e6,5.990656555367199,1.0684071133238042,0.2361259724122564,0.05,0.05,0.05,1.0,500000,9500000
