timeStep,qmean,Sqmean,Sqmeannorm
0.0,0.09731560440562248,0.8532762376093663,0.7258674742962284
0.0,0.14312573712117277,0.8049187477403278,0.6951029717168612
0.0,0.23841581153825495,0.8490600546305525,0.7431424099739401
0.0,0.33485311057702105,0.8217691558783125,0.7233844572944135
0.0,0.4343952690516561,0.8285469572670585,0.7298161360689932
0.0,0.5358233857687565,0.8546784099550931,0.7515568325152021
0.0,0.6339063392655175,0.8344530006137191,0.7336785807567806
0.0,0.7277837832062057,0.8358219343499365,0.7352606779651201
0.0,0.8259376414919914,0.8577285227812776,0.7567002179834252
0.0,0.9243210918481215,0.8521109208552528,0.7508537253535679
0.0,1.022182801803496,0.8708013941599495,0.7667144842052417
0.0,1.1173471327217428,0.8585738858718699,0.75558725812344
0.0,1.213688464411393,0.8672659763166888,0.7637267267583925
0.0,1.313273450527723,0.8837266725495342,0.7774856780905601
0.0,1.4107318949698813,0.8696820748465589,0.76440172963487
0.0,1.506640864861161,0.876184538501206,0.7713202789121337
0.0,1.6034451523315203,0.899969360511148,0.7923765916883234
0.0,1.7014414145142422,0.892974231689319,0.7863741087631139
0.0,1.7987265555996903,0.8907471778150754,0.7839726109046589
0.0,1.8957888248253194,0.9076312588204788,0.7993876547614607
0.0,1.9943789369970213,0.9182575734448362,0.8081023107245613
0.0,2.0914301624586282,0.9302667261558619,0.8196045608326337
0.0,2.187082507395002,0.9309808058892421,0.8201733436671027
0.0,2.2849417235593523,0.9466103826044616,0.8333496284520008
0.0,2.382710404909207,0.9382005401660989,0.8259191171388875
0.0,2.4799731415277058,0.9478400289913518,0.8335492169669804
0.0,2.5776972027758394,0.9722198098921228,0.855786524546344
0.0,2.67554753703456,0.9620077236507513,0.8470862927765295
0.0,2.772503006914722,0.9781776287021475,0.8611515975988289
0.0,2.8692806372181447,0.9842566603318412,0.8663202387867198
0.0,2.96593377447594,0.9851411915184125,0.8670769034497152
0.0,3.0635297477775563,0.9854674391529044,0.8675981576338598
0.0,3.1614185011165015,1.0013977717832732,0.8814725916109325
0.0,3.2589325618292024,0.9964757407985285,0.8766781610975484
0.0,3.3562862594722063,1.0058263204912423,0.8858113082456851
0.0,3.453757438034321,1.0035384767303803,0.8841425603340476
0.0,3.551161144114627,1.0042041214413016,0.8834198794483352
0.0,3.6478625652505854,1.0098565602503375,0.8892512206216747
0.0,3.7451440320694656,1.009152845080901,0.8881262357616488
0.0,3.8426210059407913,1.0069088250703115,0.8866138377002459
0.0,3.9395947445724304,1.011553483840157,0.8903113479844051
0.0,4.037095535211362,1.0062508963784622,0.8862134379556658
0.0,4.134549388617974,1.0127384576776006,0.8912762353058096
0.0,4.232215552445368,1.0158934721816177,0.8941631819069416
0.0,4.330103843164631,1.0089099743402923,0.8875068487998392
0.0,4.427361922080238,1.0086629273079235,0.8876723829158936
0.0,4.524137645996126,1.009509182834704,0.8890781495002973
0.0,4.621068005352794,1.0128666817126148,0.891596799082901
0.0,4.718398679508387,1.010817090665,0.8900648692398866
0.0,4.815930194097771,1.0103657068835554,0.8893267804006166
0.0,4.913344955822582,1.0101409300382282,0.8895077508784153
0.0,5.010894737573997,1.0057443618755753,0.8852821126271117
0.0,5.108560944675358,1.0023317662463804,0.8825239830125092
0.0,5.2060950464250615,1.0070472579877199,0.8861038186885404
0.0,5.302964777800892,1.0015470819604286,0.8819330145787919
0.0,5.400192108614449,1.0005154755796506,0.8804269069076955
0.0,5.497500456516036,1.004789650833843,0.8843992158534582
0.0,5.594369116860314,1.001377789079589,0.881672970674621
0.0,5.691732337002324,0.9998624969906593,0.8798118244606167
0.0,5.789059600838352,1.0033694325485285,0.883168760528692
0.0,5.886718625195528,0.9991590520416901,0.8795089163758671
0.0,5.936251868742972,0.980834156696794,0.859708085759132
