timeStep,qmean,Sqmean,Sqmeannorm
1.0e7,0.12260997236311777,3.9029683197255016,0.4196343282602049
1.0e7,0.18032711999334755,6.805308993789997,0.7379751360464333
1.0e7,0.30038508461389984,8.728064063297818,0.9550091156197684
1.0e7,0.42188846161223176,7.380149694296139,0.8087658927421696
1.0e7,0.5473037161758153,5.611121986978114,0.6153609960688067
1.0e7,0.6740636134517709,4.276640155036105,0.4708462835767467
1.0e7,0.7951747096056886,3.342915929631352,0.3677981098415292
1.0e7,0.9152313939481499,2.835048411495341,0.31118832749113645
1.0e7,1.0397852401470045,2.4473153311557447,0.2685462803376234
1.0e7,1.1632740824150767,2.1763882081998536,0.2387310046269223
1.0e7,1.285069794223404,1.9357776765170152,0.21281355892072593
1.0e7,1.4060646354825657,1.7733270488969581,0.19471306442406933
1.0e7,1.529267988647962,1.6597273395052305,0.18233967682094313
1.0e7,1.6544893196370571,1.5577188978534524,0.17104034449306738
1.0e7,1.7764898651584191,1.431927074414409,0.15730955057084117
1.0e7,1.8975458543527737,1.3706102682358723,0.15045415906488982
1.0e7,2.0196982268053985,1.2898406789315946,0.1417658738982519
1.0e7,2.1429053146845822,1.2308324442419385,0.13519349632418193
1.0e7,2.2656774774872943,1.1554228285248076,0.12701372994455867
1.0e7,2.3884126458152695,1.0948923653319353,0.12037008116078154
1.0e7,2.511927649343784,1.035536642779089,0.11354117816982016
1.0e7,2.6341933331917624,0.9902117507539707,0.10873016848878389
1.0e7,2.755648857804553,0.9525271824777395,0.10467531042506369
1.0e7,2.8788171903773057,0.9127151903219651,0.1002696065421401
1.0e7,3.0017293329555184,0.8927605546507789,0.09805005984315822
1.0e7,3.1241584681959176,0.8437754727952891,0.09270964635250176
1.0e7,3.2480822149816126,0.8185369004653349,0.08991374001448751
1.0e7,3.371312916715214,0.7930297035831766,0.087147881174654
1.0e7,3.493036183014238,0.763856426360584,0.08391665115476017
1.0e7,3.6150606471025566,0.7464179188020132,0.08192499217216007
1.0e7,3.7368677972108544,0.7267375750986329,0.07984590597895992
1.0e7,3.8598725940708536,0.7038632780454628,0.07725667170651976
1.0e7,3.9828321808618665,0.6867131480859701,0.07543553368936354
1.0e7,4.105753323878391,0.6742032002712763,0.07403002593577761
1.0e7,4.229056041381112,0.6616198258501699,0.07264356947990654
1.0e7,4.35155022613671,0.6538024381063572,0.07182774066455241
1.0e7,4.473829198298251,0.648372469472038,0.07121955439329362
1.0e7,4.5960959510647665,0.6451761510688584,0.07086289142520566
1.0e7,4.718691561812616,0.642242572003539,0.07052955622135518
1.0e7,4.841272810837096,0.6498226107108913,0.07140185909259364
1.0e7,4.963630210876686,0.6596380226194485,0.07244908235206451
1.0e7,5.086265738369912,0.6754246662160127,0.07417887864821077
1.0e7,5.208963508467435,0.7025155425869781,0.07714951252459887
1.0e7,5.332231041663267,0.7350690186606743,0.0807475471978089
1.0e7,5.4558262263321735,0.7860804555694787,0.08632402160601771
1.0e7,5.578542048890609,0.8512835166041972,0.09348482777659542
1.0e7,5.6999695783235405,0.9230617594740999,0.10140094932963047
1.0e7,5.821899006472368,1.0119362212319882,0.11113422990672764
1.0e7,5.885278673429668,0.8642052302705068,0.09467894355209136
