timeStep,qmean,Sqmean,Sqmeannorm
0.0,0.16640712653797785,0.2488757937434099,0.22437848528734766
0.0,0.26644652718160705,0.3570225240780079,0.31872579521083977
0.0,0.4146184035584643,0.3880222029317365,0.348444417833975
0.0,0.5721939835905296,0.38328649363598155,0.34467593585236883
0.0,0.7372391047304465,0.3506534635239526,0.3151548519471187
0.0,0.9110485184054838,0.39395512678278655,0.3537690457818038
0.0,1.075891060681915,0.39636339247028796,0.35583539483381926
0.0,1.2405125526094756,0.44085088896699387,0.3953746856953009
0.0,1.4100753393638379,0.44885819441352115,0.4025060936686787
0.0,1.5781649628537946,0.49159786021657254,0.44123789883542497
0.0,1.7446683485012755,0.5331017524428243,0.4785277604942865
0.0,1.9084264728269837,0.568750309750137,0.5104098647258745
0.0,2.073677887387049,0.6253514491122544,0.5608877469342045
0.0,2.2433442279603497,0.6700719681677387,0.6016682077402322
0.0,2.410935901692485,0.7261893414491605,0.6522415446940651
0.0,2.5759721587773035,0.7617342881563859,0.6838754488949894
0.0,2.7408751778542473,0.7984303440274308,0.7167102122399645
0.0,2.9078190808239657,0.8646799095496632,0.7755536262773713
0.0,3.075096969217735,0.9254558709854956,0.8304809434034878
0.0,3.2415286478287078,0.9568830147305689,0.858879752006847
0.0,3.4093960864458897,0.9980464563778462,0.8955065144001872
0.0,3.57536079712662,1.020831863937186,0.9159165332977397
0.0,3.739948284783737,1.0439151593746037,0.9369584747363888
0.0,3.9073893900820065,1.059186025928959,0.950657596872533
0.0,4.074087291048524,1.0654906003188473,0.9564956453783349
0.0,4.239973016158672,1.0688311911999255,0.9594441796997335
0.0,4.407323146499056,1.0704664731769857,0.9608943818634614
0.0,4.574671793958157,1.0664723626571213,0.9571713368244484
0.0,4.740685206894386,1.0623506742095248,0.9534840171313517
0.0,4.9069750068880795,1.0428973240089947,0.9361342075671267
0.0,5.072444808144045,1.0396369533170626,0.9331305688224434
0.0,5.238882741566024,1.0263071722468764,0.9209019253267288
0.0,5.405923118956908,1.025371826469692,0.9203411313640448
0.0,5.572671841390216,1.0132503470586078,0.9093390616546246
0.0,5.739172713052713,1.0080688784924718,0.9047923575494929
0.0,5.905577090220496,0.9948043628954398,0.8928320771927363
0.0,5.990656555367199,1.032369854844359,0.9227846696599731
