timeStep,q_domain,Sq,lambda_o,lambda_f,id
0,0.12260997236311812:0.02415911896006458:6.283185307179586,"[46.05967404263116, 36.25689654722679, 74.42461066046317, 60.53602293424192, 22.237401098959083, 2.7680410516250924, 7.483521612323189, 16.52069419252753, 15.273780763260172, 6.583191409820991, 1.124915556089957, 3.1359456047522065, 7.4174416685210245, 7.643182657797557, 3.8856779665629384, 0.9882608103153462, 1.7492132233216917, 4.043154180846815, 4.422916345785264, 2.540170393982658, 0.9302606649519731, 1.3528090306566107, 2.768492643394656, 3.0990389413955226, 1.9599232780669258, 0.8641717347130436, 1.062596138938767, 2.0465217121756725, 2.4359405047367444, 1.7788675328170995, 0.929599127220809, 0.8024261401168502, 1.2878398137627145, 1.5916160319010988, 1.3234119709554357, 0.8909620029954863, 0.8469267747030491, 1.1644498609547314, 1.3536411280733134, 1.1546358265930443, 0.850378899863381, 0.8414324738143095, 1.1096531571153205, 1.2728637465747006, 1.1054128826042224, 0.8184963300089902, 0.7641866327865976, 0.9840801985276311, 1.1820035829827134, 1.1176966092196945, 0.89203217442642, 0.7817229726898333, 0.8797245413633427, 1.0102597171716656, 0.9879257879933595, 0.8522809590227938, 0.7873569729673078, 0.8678106697528565, 0.9742913771840191, 0.9659301286711285, 0.8612787849136229, 0.7953247166379314, 0.8319842467115299, 0.891043322315521, 0.8758134004231799, 0.8146864415853589, 0.8214942431566146, 0.9331849881827763, 1.0490273368927023, 1.0537661868079635, 0.9589211406306877, 0.8788225298501132, 0.8831499663236206, 0.9235665644463724, 0.9200772501856808, 0.8789822444244733, 0.8816764339716775, 0.9628037960506498, 1.046470018679249, 1.0336307066174955, 0.9307230222730702, 0.8489865259909575, 0.8712753525388879, 0.9566750427244204, 1.000861422039819, 0.9662769789666001, 0.9144979317411842, 0.9125120372610228, 0.9478126966594417, 0.9598774601981612, 0.9305717439776666, 0.9043866199166624, 0.9181132731399883, 0.9457026749663736, 0.9356877167824396, 0.8863117133506806, 0.852683389306458, 0.8746176968310785, 0.9219911994365809, 0.9324932748321475, 0.8944499201318156, 0.8655358332934899, 0.8991666070957761, 0.9715645988861891, 1.0060735968271115, 0.9677865258030739, 0.9083909456599265, 0.9025673010861791, 0.9566572908719057, 1.005106571815627, 0.9950707619523118, 0.9477388061669633, 0.9215163663014622, 0.9332632813002364, 0.9441243449256327, 0.923756306221164, 0.8999904536184731, 0.9238605825864094, 0.9974608969362346, 1.0626163495995145, 1.066445488926268, 1.0198832155455622, 0.9781117388816416, 0.9730728324749807, 0.9839709335756371, 0.977013032138476, 0.9563873215223493, 0.9579982528044078, 0.996758762203714, 1.0415104891767015, 1.0524087616337279, 1.0288573978165458, 1.004496663400491, 1.0013062889154072, 1.0067269905650327, 0.9992831086490834, 0.9814688594916884, 0.9741320053716122, 0.9843416573509083, 0.9957092862969246, 0.9939920011333477, 0.9875035871475163, 0.9931486678447909, 1.011884687011817, 1.028002462570108, 1.0296171902190179, 1.0241478852261583, 1.0315425934085074, 1.0596548695332708, 1.0884802821029627, 1.0888214453389902, 1.0587575150056467, 1.0293236761989957, 1.0280412980861064, 1.0483574974228282, 1.0641146502329348, 1.0649996862108586, 1.064728688456486, 1.0761133345762146, 1.0912410183059835, 1.0939248077311752, 1.0848049373670372, 1.0813329629445998, 1.091652357854993, 1.1012431747011473, 1.0929864811124743, 1.070481462378385, 1.0498252357711828, 1.0342627493447851, 1.0121760683044632, 0.9822827685609214, 0.9672657281055317, 0.9911571779637509, 1.0460352571039158, 1.0917778678171826, 1.095122882007929, 1.0662115465102349, 1.0490831927517408, 1.072600113900225, 1.1159220910680567, 1.1302721726725533, 1.0944809116109218, 1.0400008033226276, 1.0155388402282572, 1.0332458244481009, 1.0596971560733768, 1.0594036909194335, 1.0355571122987892, 1.019635171376763, 1.0272238789985706, 1.0383158171015932, 1.0266246725294415, 0.9988596255142363, 0.9920071683739776, 1.0297260272228246, 1.0905253433581765, 1.1266566637752793, 1.112414752940097, 1.0673794019260343, 1.0309424432121692, 1.0206664068944975, 1.0226381682654964, 1.0191057287966354, 1.0123474659366196, 1.015299238691289, 1.029009223616408, 1.0405993547182801, 1.039837109448783, 1.028493497277691, 1.0140998790900777, 1.0013111600824416, 0.9906895458969333, 0.9819963638330854, 0.9760032540127745, 0.9732018125178872, 0.972108824602637, 0.9706487479234187, 0.969919932998598, 0.974670290911258, 0.9876488066596083, 1.0048775289173335, 1.0202919375535435, 1.0339225356089332, 1.0490646317047887, 1.0604951513919032, 1.0546191056859524, 1.0277472183745857, 0.9977311818509353, 0.9877746626185917, 0.9994539525534749, 1.009403508912531, 0.9960295662363015, 0.9672782078906351, 0.9580134992344789, 0.995255274243652, 1.064878926104059, 1.1188107910152185, 1.1199824075881293, 1.0759389306332579, 1.0250023492303622, 0.9966600132714728, 0.9915199223079773, 0.9935663276937768, 0.9925308218148068, 0.9927508958918935, 1.0032785305386531, 1.022763812918117, 1.0381638346204451, 1.0391485964421894, 1.0287049696436878, 1.0167810774386075, 1.0089577355705486, 1.0056892625789426, 1.0068820633185587, 1.0101895500401425, 1.0083200176483107]",1,51.245304,id00200550000005100001500000095e625004750025622652
10000000,0.12260997236311812:0.02415911896006458:6.283185307179586,"[43.10414230627401, 37.35123923694273, 81.48223730487246, 70.59804415899164, 32.66894863361288, 11.893476390386024, 13.724243156772568, 19.945402082768226, 18.314403632944202, 11.294844937480915, 6.752907232356954, 7.622189816410935, 10.401751874924097, 10.676651613593577, 8.073993336487991, 5.665051322871231, 5.681884691326138, 7.086189632626386, 7.4607352115994106, 6.213052228199513, 4.972585368866791, 5.134119346710625, 6.069501660699176, 6.185660339483495, 5.080421716525775, 3.8866521985640903, 3.625416382764886, 3.969376205031023, 3.941180065906275, 3.3515048884273972, 2.9803651112497307, 3.3942620406239357, 4.100436550684489, 4.161347089616594, 3.41165050796036, 2.6770410379752945, 2.7363121933966834, 3.370645837421159, 3.6791640587887082, 3.2085347916868514, 2.4645273981850258, 2.2260735610280746, 2.591652858829951, 2.942142411558198, 2.783281773488789, 2.3512618799607394, 2.2469535113852293, 2.6275358405767104, 3.001087586433697, 2.85063099508637, 2.2675941391076155, 1.8150547788713378, 1.84170765201628, 2.11948871262299, 2.2026252150445993, 1.9865536686319731, 1.7629238306672892, 1.7777457672596568, 1.9195809586748223, 1.918524798009844, 1.7322440896573987, 1.5885772411874304, 1.6603826501335672, 1.833853225281332, 1.8653723550319392, 1.6904453916001767, 1.4803891374423659, 1.4084793508094902, 1.4524833434812237, 1.4685677460019098, 1.4029351897988165, 1.3538498083847923, 1.4189587484052852, 1.546734421557026, 1.594132461797899, 1.5099291228136817, 1.3941856148954295, 1.3573077818665853, 1.3783123405294702, 1.3560956883689612, 1.272199050132334, 1.2301906036818544, 1.3140796181217642, 1.459722314913889, 1.5161549630348268, 1.4220665364793645, 1.2734899890208955, 1.2012905008245514, 1.2204619422870846, 1.2404511466173234, 1.2054115286206697, 1.1651190449361137, 1.18738087017569, 1.2483031193235385, 1.2589939467260944, 1.1869177146869705, 1.1001117688195747, 1.0769424038876334, 1.1079984694771088, 1.1182704281933744, 1.0718546426906654, 1.018255946081954, 1.0241267963188598, 1.0835912224647044, 1.1229050404017127, 1.091249210630313, 1.020384321003106, 0.9785859539784584, 0.9824912734325363, 0.9842283325544029, 0.948005121242988, 0.9078022459653748, 0.9239386274505804, 0.9963773465888404, 1.0534653561905343, 1.0333904365536781, 0.9527213989888554, 0.877710409362866, 0.8443973786244404, 0.8335187332051911, 0.8215687595590081, 0.8251596309636643, 0.8738408412455086, 0.9524616278548461, 0.9988217502127605, 0.9691002371430277, 0.8922097249506471, 0.8425256899411899, 0.8588059165499361, 0.9041130575477221, 0.9125034262940905, 0.8632896452836698, 0.7952728644201248, 0.7538487866913111, 0.7443236755232207, 0.7443986034063863, 0.7457282059689679, 0.7628472747977624, 0.8019797129893153, 0.8403240910774781, 0.8486123469096413, 0.8259221167655957, 0.7984584756137598, 0.7857881281509309, 0.7817308724538021, 0.7717517597694805, 0.7565200883562041, 0.7483300632310039, 0.750431515629614, 0.7518122224897461, 0.7439515226918159, 0.7340651201863171, 0.7349305643240771, 0.7441959634098944, 0.7428392447484201, 0.7198370123552671, 0.692786046572422, 0.6919425259239244, 0.7208205876399291, 0.7449913500430074, 0.7316768610293302, 0.6935678664732524, 0.6763918198686223, 0.7010841376983372, 0.7352248493113632, 0.7331079080481986, 0.6935711739500874, 0.6613623241150386, 0.6715811441585913, 0.7085149777630251, 0.7285749768103585, 0.7147194514997555, 0.693155340085361, 0.6946346083769974, 0.712881524817475, 0.7135741063190639, 0.6811995568640972, 0.6426947211018177, 0.6365959785710313, 0.6662805389674159, 0.6958257408807862, 0.6916973345773166, 0.6575387055545929, 0.6242086899149147, 0.6145347396494074, 0.6251153226124148, 0.6387002924084675, 0.6461351574212114, 0.6527058906784853, 0.665601111992592, 0.6811095989471989, 0.6883625331955496, 0.6834087031826528, 0.6739528918842973, 0.6693891111056393, 0.6708834004327714, 0.6740299687949735, 0.6779262391056656, 0.6862668493758496, 0.6986125562950704, 0.7060918842428705, 0.7020767150547969, 0.6961489944002897, 0.7091288522068495, 0.7484739170533203, 0.792534165187686, 0.8069846424825362, 0.7785766518057013, 0.7288498338787733, 0.6934581263320785, 0.6907693312456404, 0.7104684145717153, 0.7281694732278337, 0.7286531114252457, 0.7171622891980907, 0.7108251277622364, 0.720449878553212, 0.7421803570363364, 0.766388501687983, 0.7897593650944168, 0.8145297730266419, 0.8391642597994183, 0.85662461268456, 0.8626367605037114, 0.8604131146768698, 0.8553834872447184, 0.8499179503577597, 0.8460351165272793, 0.8488208024803023, 0.861936580196673, 0.8812986558593081, 0.8984864087663869, 0.911562900676498, 0.928501526165622, 0.9568772732503282, 0.9925514822697146, 1.0233287928355665, 1.0444864977023642, 1.0658590083421582, 1.0993876813383765, 1.1420156558846462, 1.176375683639268, 1.1884903338493007, 1.1801016868715783, 1.1642086609809232, 1.1556473802572038, 1.166793971450049, 1.2021543907486585, 1.2500915030864017, 1.2861495638210423, 1.2938039443304767, 1.2820085644556554, 1.2767731273637626, 1.2938265773446906, 1.3229381168719807, 1.3415647855738284]",1,51.245304,id00200550000005100001500000095e625004750025622652
